61.199997,0,-20.399999,-59.4,33.99999917,4,1
58.5,0,-58.5,-58.5,16.25,2,1
58.5,0.9,-57.6,-57.6,16.5,2,1
62.09999847,0,-20.69999949,-57.59999847,50.2499983,4,1
61.199997,6.2999997,-27.44999865,-53.999997,20.74999908,3,1
51.29999924,0,-51.29999924,-51.29999924,14.24999979,2,1
69.29999542,16.19999886,-26.54999828,-50.39999961,42.24999799,3,1
48.59999847,0,-48.59999847,-48.59999847,13.49999958,2,1
52.199997,0.7,-12.59999925,-48.59997,18.11110269,5,1
44.09999847,0,-44.09999847,-44.09999847,12.24999958,2,1
43.19999695,0,-21.59999848,-42.29999924,23.74999894,3,1
37.79999924,0,-37.79999924,-37.79999924,10.49999979,2,1
67.5,15.29999924,-17.40000025,-36.89999771,53.24999809,4,1
72,37.79999924,-34.20000076,-34.20000076,30.49999979,2,1
54.899998,20.699999,-34.199999,-34.199999,20.99999917,2,1
54,20.699999,-33.300001,-33.300001,20.74999972,2,1
41.399998,0.9,-10.1249995,-32.4,43.24999944,5,1
32.39999771,0,-32.39999771,-32.39999771,8.999999364,2,1
70.19999695,37.79999924,-32.39999771,-32.39999771,29.99999894,2,1
53.1,12.599999,-13.50000033,-31.500001,43.99999972,4,1
44.1,4.5,-9.9,-31.500001,21.24999944,5,1
112.5,48.59999847,-15.97500038,-31.5,95.99999851,5,1
83.69999695,0,-13.94999949,-29.70000077,89.99999735,7,1
36,0.9,-8.775,-28.8000002,20.24999994,5,1
28.79999924,0,-28.79999924,-28.79999924,7.999999789,2,1
46.79999924,8.099999428,-12.89999994,-28.79999924,23.49999958,4,1
28.7404,0,-3.2473,-28.7404,71.66656111,10,1
27,0.899999976,-26.10000002,-26.10000002,7.749999993,2,1
91.79999542,65.69999695,-26.09999847,-26.09999847,43.74999788,2,1
24.3,0,-24.3,-24.3,6.75,2,1
35.09999847,0,-17.54999924,-24.29999923,12.74999936,3,1
57.6,27.9,-14.85,-24.299997,38.24999917,3,1
24.29999924,0.899999976,-23.39999926,-23.39999926,6.999999782,2,1
54.89999771,0,-13.72499943,-23.39999771,32.7499991,5,1
33.29999924,0,-8.32499981,-22.5,30.24999937,5,1
60.3,38.7,-21.6,-21.6,27.5,2,1
22.5,2.6999998,-19.8000002,-19.8000002,6.999999944,2,1
28.8,3.5,-4.32,-19,22.47222167,4,1
18.89999962,0,-18.89999962,-18.89999962,5.249999894,2,1
22.5,0,-11.25,-18,7.5,3,1
24.29999924,6.299999714,-17.99999953,-17.99999953,8.499999709,2,1
21.599998,0,-7.199999333,-17.999998,7.499999444,4,1
27.89999962,0,-6.974999905,-15.30000019,13.49999968,5,1
58.8,25.2,-15.3,-15.3,67.24999917,6,1
58.5,0,-4.5,-15.3,150.9999971,14,1
16.2249794,0,-5.408326467,-14.76109791,12.90840626,4,1
22.5,0.9,-3.6,-11.699999,21.74999944,7,0
52.199997,6.2999997,-4.58999973,-11.699998,76.24999658,11,0
54,22.5,-3.9375,-9.900002,89.24999917,9,0
68.4,0,-4.885714286,-9.9,168.7499961,15,0
65.7,0,-3.864705882,-9.9,173.9999969,18,0
26.09999847,0,-3.72857121,-9.89999961,20.49999883,8,0
56.699997,17.1,-2.413636227,-9.000001,241.9999943,23,0
76.5,0,-5.884615385,-9,153.7499997,14,0
59.399998,27,-4.628571143,-9,97.49999833,8,0
10.79999924,0,-3.599999747,-9,8.249999683,4,0
14.39999962,0,-4.799999873,-8.999999288,7.49999967,4,0
66.59999847,0,-6.054545315,-8.99999619,100.2499974,12,0
35.1,16.199999,-3.7800002,-8.100001,42.24999944,6,0
47.69999695,14.39999962,-3.027272485,-8.10000038,112.9999971,12,0
36.899998,22.5,-4.799999333,-8.1,31.74999944,4,0
52.2,0,-4.35,-8.1,102,13,0
46.8,16.2,-3.06,-8.1,101.75,11,0
9,0,-4.5,-8.099999428,4.749999841,3,0
25.199999,0.9,-4.8599998,-8.099999,20.24999944,6,0
74.7,50.399998,-4.050000333,-7.200002,126.9999994,7,0
43.199997,16.199999,-4.499999667,-7.200001,59.24999833,7,0
54.89999771,41.39999771,-2.7,-7.20000076,83.49999746,6,0
9.9,0,-4.95,-7.2000002,3.499999944,3,0
22.5,0,-4.5,-7.2,18.25,6,0
37.8,2.6999998,-3.51000002,-7.2,68.49999939,11,0
64.799995,34.2,-3.399999444,-7.2,140.2499972,10,0
53.1,0,-2.95,-7.199999,129.7499978,19,0
24.29999924,14.39999962,-4.94999981,-7.19999886,15.49999979,3,0
66.6,44.1,-4.5,-6.300003,92.49999778,6,0
50.399998,3.6,-3.899999833,-6.300001,92.24999714,13,0
