@relation weka_TestData_driverHabit_clustered

@attribute Instance_number numeric
@attribute before numeric
@attribute after numeric
@attribute avg numeric
@attribute max numeric
@attribute distance numeric
@attribute second numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
412,60.3,0,-3.76875,-7.199999,146.999998,17,cluster3
413,32.399998,0,-3.6,-7.199999,35.749998,10,cluster3
414,36,1.8,-3.42,-7.199999,52.75,11,cluster3
415,53.1,0,-2.95,-7.199999,129.749998,19,cluster3
416,17.1,0,-4.275,-7.199999,13.25,5,cluster0
417,26.099998,10.799999,-3.825,-7.199999,25.249999,5,cluster3
418,37.799999,16.199999,-3.6,-7.199999,52.749999,7,cluster3
419,38.700001,27,-3.9,-7.199999,36.749999,4,cluster3
420,24.299999,7.2,-2.442857,-7.199999,36.999999,8,cluster3
421,41.399998,34.2,-7.199998,-7.199998,20.999999,2,cluster2
422,56.699997,36.899998,-4.95,-7.199997,62.499998,5,cluster3
423,53.09315,36.74773,-4.086355,-7.147622,65.379009,5,cluster3
424,23.244318,5.200413,-4.510976,-7.139166,18.592266,5,cluster0
425,105.48873,94.36424,-5.562245,-7.13106,82.836289,3,cluster5
426,6.994769,0,-6.994769,-6.994769,1.942991,2,cluster0
427,6.97972,0,-6.97972,-6.97972,1.938811,2,cluster0
428,65.55063,31.735727,-3.38149,-6.849384,162.261364,11,cluster3
429,6.815397,0,-6.815397,-6.815397,1.893166,2,cluster0
430,47.259999,40.5,-6.759999,-6.759999,24.377778,2,cluster3
431,39.542606,0,-3.594782,-6.752677,68.506288,12,cluster3
432,7.038388,0.32368,-6.714708,-6.714708,2.045019,2,cluster0
433,10.674904,0,-5.337452,-6.623993,4.090504,3,cluster0
434,51.493786,25.695087,-1.984515,-6.57654,142.119669,14,cluster3
435,7.321061,0,-1.464212,-6.553156,9.710562,6,cluster0
436,68.0632,47.348606,-2.589324,-6.411274,145.453154,9,cluster4
437,29.268476,20.646097,-2.155595,-6.405806,37.060632,5,cluster3
438,67.5,51.299999,-4.05,-6.300003,80.999999,5,cluster3
439,41.399998,20.699999,-2.957143,-6.300003,65.749998,8,cluster3
440,49.5,43.199997,-6.300003,-6.300003,25.749999,2,cluster3
441,58.5,49.5,-4.5,-6.300003,44.499999,3,cluster5
442,36.899998,0,-4.1,-6.300002,44.249998,10,cluster3
443,47.699997,0,-3.975,-6.300002,84.999998,13,cluster3
444,44.1,0,-3.392308,-6.300002,87.499999,14,cluster3
445,54.899998,0,-3.05,-6.300002,131.499997,19,cluster3
446,37.799999,21.599998,-2.7,-6.300001,63.749998,7,cluster3
447,25.199999,0,-5.04,-6.300001,22.999999,6,cluster3
448,55.799999,16.199999,-3.6,-6.300001,122.499997,12,cluster3
449,33.299999,4.5,-2.88,-6.300001,56.749998,11,cluster3
450,19.8,10.799999,-4.5,-6.300001,13.25,3,cluster0
451,29.699999,16.199999,-4.5,-6.300001,25.999999,4,cluster3
452,45,2.7,-4.23,-6.300001,80.249998,11,cluster3
453,25.199999,5.4,-3.96,-6.300001,26.249999,6,cluster3
454,46.8,0,-3.9,-6.300001,83.249999,13,cluster3
455,32.399998,17.1,-3.825,-6.300001,34.749999,5,cluster3
456,23.4,4.5,-3.78,-6.300001,20,6,cluster0
457,14.4,7.2,-3.6,-6.300001,8.25,3,cluster0
458,46.8,0,-3.6,-6.300001,96.749997,14,cluster3
459,20.699999,0,-3.45,-6.300001,18.499999,7,cluster0
460,34.2,10.799999,-3.342857,-6.300001,46.999999,8,cluster3
461,23.4,13.5,-3.3,-6.300001,21,4,cluster0
462,45.899998,17.1,-3.2,-6.300001,94.249998,10,cluster3
463,17.1,5.4,-2.34,-6.300001,21.249999,6,cluster0
464,20.699999,0,-5.175,-6.3,14.749999,5,cluster0
465,15.299999,2.7,-3.15,-6.3,13.5,5,cluster0
466,9,2.7,-6.3,-6.3,3.25,2,cluster0
467,9,0,-4.5,-6.3,3.25,3,cluster0
468,20.699999,2.7,-3.6,-6.3,22.499999,6,cluster0
469,35.099998,0,-2.7,-6.3,78.499997,14,cluster3
470,42.299999,0,-3.253846,-6.3,88.749998,14,cluster3
471,28.8,17.1,-5.85,-6.3,19,3,cluster3
472,27,11.7,-5.1,-6.3,22,4,cluster3
473,46.8,0,-4.68,-6.3,71,11,cluster3
474,9.9,0.9,-4.5,-6.3,5,3,cluster0
475,41.399998,28.8,-4.199999,-6.3,40.499999,4,cluster3
476,33.3,17.1,-4.05,-6.3,33.75,5,cluster3
477,26.099998,6.3,-3.96,-6.3,26.749999,6,cluster3
478,13.5,1.8,-3.9,-6.3,7,4,cluster0
479,61.199997,22.5,-3.87,-6.3,124.999996,11,cluster3
480,27,0,-3.857143,-6.3,28.75,8,cluster3
481,39.6,17.1,-3.75,-6.3,50.75,7,cluster3
482,54,20.699999,-3.7,-6.3,100.749997,10,cluster3
483,46.8,21.599998,-3.6,-6.3,69.999998,8,cluster3
484,26.1,15.3,-3.6,-6.3,24.5,4,cluster3
485,34.2,27,-3.6,-6.3,24.75,3,cluster3
486,33.3,22.5,-3.6,-6.3,32.499999,4,cluster3
487,47.699997,27,-3.45,-6.3,71.749999,7,cluster3
488,34.2,0,-3.42,-6.3,46.25,11,cluster3
489,20.699999,7.2,-3.375,-6.3,22.25,5,cluster0
490,53.1,0,-3.31875,-6.3,143.499998,17,cluster3
491,39.6,17.1,-3.214286,-6.3,59.499998,8,cluster3
492,53.1,0,-3.123529,-6.3,118.749999,18,cluster3
493,33.3,18,-3.06,-6.3,42.75,6,cluster3
494,48.6,39.6,-3,-6.3,48.75,4,cluster3
495,46.8,20.699999,-2.9,-6.3,89.749998,10,cluster3
496,43.199997,0,-2.88,-6.3,125.749997,16,cluster3
497,46.8,24.3,-2.8125,-6.3,87.75,9,cluster3
498,43.199997,20.699999,-2.8125,-6.3,80.499997,9,cluster3
499,15.299999,7.2,-2.7,-6.3,14,4,cluster0
500,54,6.3,-2.65,-6.3,175.999997,19,cluster3
501,17.1,4.5,-2.52,-6.3,20.499999,6,cluster0
502,36,18.9,-2.442857,-6.3,63.75,8,cluster3
503,50.399998,36,-2.4,-6.3,82.749999,7,cluster3
504,35.099998,0,-3.9,-6.3,52.749999,10,cluster3
505,11.7,0,-5.85,-6.3,5,3,cluster0
506,9.9,0,-3.3,-6.3,6.75,4,cluster0
507,48.599998,2.7,-2.86875,-6.3,143.499994,17,cluster3
508,9.9,0,-3.3,-6.3,6.75,4,cluster0
509,8.099999,1.8,-6.299999,-6.299999,2.75,2,cluster0
510,20.699999,5.4,-3.06,-6.299999,22.749999,6,cluster0
511,36,0.9,-2.925,-6.299999,78.249998,13,cluster3
512,20.699999,14.4,-6.299999,-6.299999,9.75,2,cluster0
513,40.5,29.699999,-5.400001,-6.299999,29,3,cluster3
514,21.599998,0,-4.32,-6.299999,19.749999,6,cluster0
515,66.599998,28.799999,-3.78,-6.299999,145.499997,11,cluster3
516,22.5,0,-3.75,-6.299999,20.499999,7,cluster3
517,37.799999,0,-3.436364,-6.299999,58.249998,12,cluster3
518,20.699999,3.6,-3.42,-6.299999,17.499999,6,cluster0
519,49.5,0,-2.911765,-6.299999,106.749998,18,cluster3
520,27,7.2,-2.828571,-6.299999,32.25,8,cluster3
521,32.399998,24.299999,-2.699999,-6.299999,29.999998,4,cluster3
522,42.299999,29.699999,-2.52,-6.299999,59.249998,6,cluster3
523,30.599998,16.199999,-2.4,-6.299999,43.499999,7,cluster3
524,59.399998,31.5,-3.1,-6.299999,126.499997,10,cluster3
525,45.899998,21.599998,-3.0375,-6.299999,81.499997,9,cluster3
526,8.099999,1.8,-6.299999,-6.299999,2.75,2,cluster0
527,19.8,0,-4.95,-6.299999,13.25,5,cluster0
528,21.599998,0,-4.32,-6.299999,20.249999,6,cluster0
529,31.5,14.4,-4.275,-6.299999,32.75,5,cluster3
530,24.3,1.8,-3.75,-6.299999,27,7,cluster3
531,22.5,4.5,-3.6,-6.299999,21.999999,6,cluster0
532,26.099998,8.099999,-3.6,-6.299999,29.249998,6,cluster3
533,33.3,1.8,-3.15,-6.299999,53.999998,11,cluster3
534,55.8,0,-3.1,-6.299999,144.249994,19,cluster3
535,32.399998,0,-2.945454,-6.299999,51.999998,12,cluster3
536,18,6.3,-2.925,-6.299999,18.25,5,cluster0
537,50.399998,29.699999,-2.5875,-6.299999,98.499996,9,cluster3
538,22.5,0,-2.5,-6.299999,36.499999,10,cluster3
539,20.699999,6.3,-2.4,-6.299999,26.499999,7,cluster3
540,18,1.8,-2.314286,-6.299999,18.25,8,cluster0
541,17.1,8.099999,-2.25,-6.299999,18.249999,5,cluster0
542,59.399998,53.1,-6.299998,-6.299998,31.249999,2,cluster5
543,76.5,68.400002,-4.049999,-6.299995,61,3,cluster5
544,110.937935,97.72341,-2.642905,-6.24994,173.29251,6,cluster4
545,6.209144,0,-6.209144,-6.209144,1.724762,2,cluster0
546,39.6,4.4,-3.6,-6.2,44.638889,8,cluster3
547,61.199997,54.829998,-3.185,-6.189999,49.180553,3,cluster5
548,14.979747,0,-4.993249,-6.138729,8.087827,4,cluster0
549,35.864708,23.248627,-1.57701,-6.136893,78.08946,9,cluster3
550,70.85306,57.555786,-2.659455,-6.130624,109.236081,6,cluster4
551,19.061213,12.757805,-3.151704,-6.102525,14.077597,3,cluster0
552,6.075417,0,-6.075417,-6.075417,1.687616,2,cluster0
553,76.150116,69.9638,-3.093158,-6.006486,60.071541,3,cluster5
554,50.464523,25.831394,-1.759509,-5.98959,154.105949,15,cluster3
555,13.345288,7.377519,-5.967769,-5.967769,5.756335,2,cluster0
556,42.49286,36.453888,-2.012991,-5.859387,43.839208,4,cluster3
557,26.898102,19.688929,-3.604586,-5.826784,18.793986,3,cluster3
558,118.595184,112.78302,-5.812164,-5.812164,64.271723,2,cluster5
559,110.77541,104.181435,-3.296988,-5.811599,90.263855,3,cluster4
560,114.78704,102.43557,-2.470294,-5.78484,177.989091,6,cluster4
561,112.89416,107.11005,-5.78411,-5.78411,61.112281,2,cluster5
562,69.32708,25.006954,-2.770008,-5.705604,239.482652,17,cluster4
563,61.273674,55.639404,-5.63427,-5.63427,32.475855,2,cluster5
564,78.890785,53.662117,-2.803185,-5.633284,186.787224,10,cluster4
565,80.02589,60.799835,-1.747823,-5.600455,231.809781,12,cluster4
566,28.04,22.5,-5.54,-5.54,14.038889,2,cluster3
567,40.52,34.999998,-5.520002,-5.520002,20.977777,2,cluster3
568,65.7,53,-2.1,-5.5,101.694444,7,cluster4
569,67.21638,50.69892,-2.064682,-5.48962,153.48855,9,cluster4
570,42.165386,33.645126,-2.840087,-5.468861,42.86005,4,cluster3
571,8.635523,0.957568,-2.559318,-5.468574,6.633588,4,cluster0
572,20.124611,9.396276,-2.145667,-5.455542,24.061699,6,cluster0
573,48.6,43.199997,-5.400003,-5.400003,25.499999,2,cluster5
574,63,46.8,-4.05,-5.400003,78.249999,5,cluster3
575,31.5,26.099998,-5.400002,-5.400002,15.999999,2,cluster3
576,42.3,36.899998,-5.400002,-5.400002,21.999999,2,cluster3
577,42.3,18,-4.86,-5.400002,50.249999,6,cluster3
578,55.8,47.699997,-4.050001,-5.400002,42.749999,3,cluster5
579,41.399998,4.5,-3.69,-5.400002,61.499998,11,cluster3
580,43.199997,26.099998,-3.42,-5.400002,56.749997,6,cluster3
581,42.3,28.8,-3.375,-5.400002,49.499999,5,cluster3
582,44.1,9.9,-3.109091,-5.400002,87.749999,12,cluster3
583,54.899998,5.4,-2.747368,-5.400002,182.499996,20,cluster3
584,42.3,34.2,-2.7,-5.400002,41.499999,4,cluster3
585,70.199997,64.799995,-5.400002,-5.400002,37.499998,2,cluster5
586,45,18.9,-3.2625,-5.400002,73.999998,9,cluster3
587,40.5,18.9,-3.085714,-5.400002,65.249999,8,cluster3
588,73.799995,65.699997,-2.699999,-5.400002,77.249997,4,cluster4
589,46.799999,16.199999,-2.353846,-5.400002,125.499997,14,cluster3
590,77.400002,63,-2.88,-5.400002,118.749998,6,cluster4
591,69.299995,56.699997,-2.52,-5.400002,108.249997,6,cluster4
592,39.599998,20.699999,-1.89,-5.400002,92.499998,11,cluster3
593,18,8.099999,-3.3,-5.400001,13.499999,4,cluster0
594,18.9,6.3,-3.15,-5.400001,17.75,5,cluster0
595,16.199999,4.5,-2.925,-5.400001,15.999999,5,cluster0
596,17.1,7.2,-2.475,-5.400001,14.75,5,cluster0
597,18,0,-3.6,-5.4,16,6,cluster0
598,18,0,-3,-5.4,16,7,cluster0
599,44.1,0,-2.594118,-5.4,117.249999,18,cluster3
600,12.599999,5.4,-2.4,-5.4,10,4,cluster0
601,16.199999,5.4,-2.16,-5.4,18.749999,6,cluster0
602,9.9,4.5,-5.4,-5.4,4,2,cluster0
603,54,48.6,-5.4,-5.4,28.5,2,cluster5
604,18.9,9,-4.95,-5.4,11.75,3,cluster0
605,14.4,0,-4.8,-5.4,7.75,4,cluster0
606,75.6,66.6,-4.5,-5.4,59.5,3,cluster5
607,26.099998,17.1,-4.499999,-5.4,18.249999,3,cluster3
608,24.3,0,-4.05,-5.4,24.499999,7,cluster3
609,70.2,36,-3.8,-5.4,144.5,10,cluster3
610,22.5,15.299999,-3.600001,-5.4,16.249999,3,cluster0
611,42.3,0,-3.525,-5.4,75.75,13,cluster3
612,35.1,0,-3.51,-5.4,50.499998,11,cluster3
613,48.6,17.1,-3.5,-5.4,89.999999,10,cluster3
614,49.5,25.199999,-3.471429,-5.4,87.999999,8,cluster3
615,57.6,0,-3.388235,-5.4,156.999996,18,cluster3
616,53.1,39.6,-3.375,-5.4,64,5,cluster3
617,18,4.5,-3.375,-5.4,17.25,5,cluster0
618,25.2,15.3,-3.3,-5.4,22.25,4,cluster3
619,49.5,0,-3.3,-5.4,107.749997,16,cluster3
620,21.599998,1.8,-3.3,-5.4,25.999999,7,cluster3
621,24.3,8.099999,-3.24,-5.4,25.249999,6,cluster3
622,35.1,18.9,-3.24,-5.4,47.999999,6,cluster3
623,10.8,4.5,-3.15,-5.4,7,3,cluster0
624,18,2.7,-3.06,-5.4,17.249999,6,cluster0
625,42.3,2.7,-3.046154,-5.4,96.249999,14,cluster3
626,18,6.3,-2.925,-5.4,15.25,5,cluster0
627,34.2,5.4,-2.88,-5.4,56.25,11,cluster3
628,50.399998,21.599998,-2.88,-5.4,120.999996,11,cluster3
629,59.4,42.3,-2.85,-5.4,101.5,7,cluster4
630,27,9.9,-2.85,-5.4,38.749999,7,cluster3
631,59.399998,28.8,-2.781818,-5.4,152.499998,12,cluster4
632,50.399998,11.7,-2.764286,-5.4,138.499996,15,cluster3
633,44.1,27.9,-2.7,-5.4,73.999999,7,cluster3
634,10.799999,0,-2.7,-5.4,6.75,5,cluster0
635,8.099999,0,-2.7,-5.4,4.75,4,cluster0
636,43.199997,11.7,-2.625,-5.4,107.999998,13,cluster3
637,23.4,5.4,-2.571429,-5.4,33.5,8,cluster3
638,45,27,-2.571429,-5.4,78.749999,8,cluster3
639,29.699999,4.5,-2.52,-5.4,57.249999,11,cluster3
640,41.4,11.7,-2.475,-5.4,101.75,13,cluster3
641,29.699999,0,-2.475,-5.4,54.249998,13,cluster3
642,10.799999,0.9,-2.475,-5.4,9.5,5,cluster0
643,52.199997,40.5,-2.339999,-5.4,77.749999,6,cluster4
644,46.8,30.599998,-2.314286,-5.4,83.999998,8,cluster3
645,22.5,8.099999,-2.057143,-5.4,33.249998,8,cluster3
646,12.599999,4.5,-2.025,-5.4,13.749999,5,cluster0
647,29.699999,0,-1.98,-5.4,54.75,16,cluster3
648,7.2,0,-3.6,-5.4,2.5,3,cluster0
649,9,0,-2.25,-5.4,7.25,5,cluster0
650,28.799999,0,-3.6,-5.4,43.749998,9,cluster3
651,40.5,0,-3.115385,-5.4,75.999998,14,cluster3
652,13.5,4.5,-3,-5.4,9.5,4,cluster0
653,36,0,-2.769231,-5.4,70.249999,14,cluster3
654,18,4.5,-2.7,-5.4,18.5,6,cluster0
655,28.799999,0,-2.4,-5.4,64.499998,13,cluster3
656,17.1,9,-2.025,-5.4,18.749999,5,cluster0
657,25.199999,16.199999,-4.5,-5.4,16.999999,3,cluster0
658,20.699999,10.799999,-3.3,-5.4,16.249999,4,cluster0
659,16.199999,0,-3.24,-5.4,12.75,6,cluster0
660,26.099998,19.799999,-3.15,-5.4,19.749999,3,cluster6
661,35.099998,15.299999,-2.828571,-5.4,53.749998,8,cluster3
662,28.799999,5.4,-2.6,-5.4,50.499998,10,cluster3
663,29.699999,0.9,-2.4,-5.4,57.999998,13,cluster3
664,6.3,0,-3.15,-5.4,3.25,3,cluster0
665,11.7,0,-2.925,-5.4,8.5,5,cluster0
666,12.599999,4.5,-2.025,-5.4,13.749999,5,cluster0
667,8.099999,0,-2.025,-5.4,7.5,5,cluster0
668,7.2,0,-3.6,-5.4,3.5,3,cluster0
669,9,0,-3,-5.4,6,4,cluster0
670,11.7,0,-2.925,-5.4,9,5,cluster0
671,9.9,0,-2.475,-5.4,8.75,5,cluster0
672,7.2,0,-2.4,-5.4,5.25,4,cluster0
673,16.199999,5.4,-2.16,-5.399999,20.999999,6,cluster0
674,8.099999,2.7,-5.399999,-5.399999,3,2,cluster0
675,8.099999,0,-4.05,-5.399999,3,3,cluster0
676,9.9,0,-2.475,-5.399999,8.25,5,cluster0
677,33.3,20.699999,-4.2,-5.399999,29.999999,4,cluster3
678,30.599998,9,-3.6,-5.399999,39.999998,7,cluster3
679,33.3,19.8,-3.375,-5.399999,38.749999,5,cluster3
680,15.299999,9,-3.149999,-5.399999,9.5,3,cluster0
681,27.9,18.9,-3,-5.399999,25.999999,4,cluster6
682,27,7.2,-2.828571,-5.399999,35.749999,8,cluster3
683,15.299999,2.7,-2.52,-5.399999,12,6,cluster0
684,29.699999,16.199999,-2.25,-5.399999,47.499999,7,cluster3
685,15.299999,6.3,-2.25,-5.399999,15.499999,5,cluster0
686,40.5,21.599998,-2.1,-5.399999,86.999998,10,cluster3
687,32.399998,18,-2.057143,-5.399999,54.749998,8,cluster3
688,22.5,14.4,-2.025,-5.399999,24.999999,5,cluster6
689,15.299999,7.2,-2.025,-5.399999,17.499999,5,cluster0
690,50.399998,45,-5.399998,-5.399998,26.499999,2,cluster5
691,50.399998,36,-4.799999,-5.399998,47.749999,4,cluster3
692,36.899998,28.8,-4.049999,-5.399998,26.999999,3,cluster3
693,32.399998,25.199999,-3.6,-5.399998,23.499999,3,cluster3
694,43.199997,36,-3.599998,-5.399998,33.499999,3,cluster3
695,33.3,27,-3.15,-5.399998,25.749999,3,cluster6
696,63.899998,57.6,-3.149999,-5.399998,49.999999,3,cluster5
697,33.3,24.3,-3,-5.399998,32.499999,4,cluster6
698,63.899998,45,-2.7,-5.399998,119.499997,8,cluster4
699,39.599998,29.699999,-4.95,-5.399998,28.749999,3,cluster3
700,39.599998,29.699999,-3.3,-5.399998,37.749999,4,cluster3
701,57.599998,41.399998,-3.24,-5.399998,84.749997,6,cluster3
702,45,25.199999,-2.828572,-5.399998,81.749998,8,cluster3
703,39.599998,18.9,-2.3,-5.399998,78.249999,10,cluster3
704,61.199997,55.8,-5.399997,-5.399997,32.499999,2,cluster5
705,73.799995,31.5,-4.229999,-5.399997,158.499994,11,cluster3
706,59.399998,48.6,-3.599999,-5.399997,59.999999,4,cluster3
707,54.899998,41.399998,-1.928571,-5.399997,110.249997,8,cluster4
708,86.10618,77.96132,-4.07243,-5.36797,68.001586,3,cluster5
709,67.66414,62.24466,-2.70974,-5.36084,54.865083,3,cluster5
710,5.322094,0,-5.322094,-5.322094,1.478359,2,cluster0
711,64.007614,50.88946,-2.186359,-5.30313,113.741886,7,cluster4
712,115.481834,110.19059,-5.291244,-5.291244,62.686784,2,cluster5
713,62.557285,52.132504,-3.474927,-5.283424,63.829664,4,cluster4
714,59.55985,54.2965,-5.26335,-5.26335,31.626764,2,cluster5
715,113.19309,106.68434,-1.30175,-5.22423,183.49685,6,cluster4
716,35.811768,28.427578,-2.461397,-5.215668,36.58323,4,cluster6
717,73.26566,68.09409,-5.17157,-5.17157,39.266597,2,cluster5
718,46.782158,31.822638,-2.991904,-5.099045,62.836935,6,cluster3
719,27.58505,19.997726,-3.793662,-5.08012,19.468807,3,cluster3
720,117.78635,112.76001,-5.02634,-5.02634,64.040656,2,cluster5
721,12.360056,0.233222,-0.808456,-5.006981,23.243762,16,cluster3
722,6.137621,0,-3.068811,-4.961311,3.083037,3,cluster0
723,111.85241,104.70081,-3.5758,-4.918725,89.857474,3,cluster4
724,4.890449,0,-4.890449,-4.890449,1.358458,2,cluster0
725,33.80161,27.015549,-2.26202,-4.864015,32.858527,4,cluster6
726,37.76242,32.676105,-1.271579,-4.838985,46.990063,5,cluster6
727,55.926746,51.10834,-4.818406,-4.818406,29.731968,2,cluster5
728,51.599999,46.589999,-2.505,-4.8,40.274999,3,cluster5
729,58.5,53.26,-2.62,-4.79,47.169444,3,cluster5
730,13.160105,0,-4.386702,-4.767338,7.169258,4,cluster0
731,57.348488,52.62191,-4.726578,-4.726578,30.547333,2,cluster5
732,32.22179,24.38271,-2.613027,-4.683311,30.522351,4,cluster6
733,67.0384,61.73376,-2.65232,-4.6798,54.218256,3,cluster5
734,86.43624,81.76692,-4.66932,-4.66932,46.7231,2,cluster5
735,69.87505,63.979298,-2.947876,-4.660976,56.248506,3,cluster5
736,107.12413,97.28245,-1.64028,-4.64011,200.432303,7,cluster4
737,4.620658,0,-4.620658,-4.620658,1.283516,2,cluster0
738,65.10576,60.489506,-4.616254,-4.616254,34.887574,2,cluster5
739,27.422401,18.583275,-2.209782,-4.559066,31.944648,5,cluster6
740,103.436905,81.77675,-1.666166,-4.50475,354.396063,14,cluster4
741,35.1,29.699999,-2.7,-4.500002,26.499999,3,cluster6
742,37.8,26.099998,-1.95,-4.500002,59.499999,7,cluster3
743,34.2,29.699999,-4.500001,-4.500001,17.75,2,cluster3
744,22.5,15.299999,-3.600001,-4.500001,16,3,cluster0
745,18,8.099999,-2.475,-4.500001,17.999999,5,cluster0
746,19.8,9.9,-2.475,-4.500001,21.75,5,cluster0
747,22.5,5.4,-2.442857,-4.500001,28.499999,8,cluster3
748,71.1,29.699999,-2.321053,-4.500001,281.749994,20,cluster4
749,46.8,27,-1.8,-4.500001,126.249998,12,cluster4
750,24.299999,0,-2.43,-4.500001,39.749999,11,cluster3
751,29.699999,0,-2.284615,-4.500001,58.999998,14,cluster3
752,9.9,0,-3.3,-4.5,5,4,cluster0
753,16.199999,0,-2.7,-4.5,6.444444,7,cluster0
754,7.2,2.7,-4.5,-4.5,2.75,2,cluster0
755,10.799999,2.7,-2.025,-4.5,10.749999,5,cluster0
756,20.699999,0.9,-1.98,-4.5,35.499999,11,cluster3
757,11.7,6.3,-2.7,-4.5,7,3,cluster0
758,18.9,0,-1.575,-4.5,33.999999,13,cluster3
759,4.5,0,-4.5,-4.5,1.25,2,cluster0
760,61.199997,56.699997,-4.5,-4.5,32.749998,2,cluster5
761,22.5,18,-4.5,-4.5,11.25,2,cluster0
762,36.899998,32.399998,-4.5,-4.5,19.249999,2,cluster3
763,29.699999,25.199999,-4.5,-4.5,15.249999,2,cluster3
764,85.5,81,-4.5,-4.5,46.25,2,cluster5
765,15.299999,10.799999,-4.5,-4.5,7.249999,2,cluster0
766,40.5,36,-4.5,-4.5,21.25,2,cluster3
767,59.399998,54.899998,-4.5,-4.5,31.749999,2,cluster5
768,54,49.5,-4.5,-4.5,28.75,2,cluster5
769,41.399998,36.899998,-4.5,-4.5,21.749999,2,cluster3
770,66.6,62.1,-4.5,-4.5,35.75,2,cluster5
771,25.2,0,-4.2,-4.5,25,7,cluster3
772,45,36.9,-4.05,-4.5,34,3,cluster5
773,37.8,30.599998,-3.600001,-4.5,28.249999,3,cluster6
774,57.599998,50.399998,-3.6,-4.5,45.249998,3,cluster5
775,22.5,15.299999,-3.6,-4.5,15.5,3,cluster0
776,26.099998,18.9,-3.599999,-4.5,18.999999,3,cluster6
777,62.1,41.399998,-3.45,-4.5,100.749997,7,cluster4
778,50.399998,36.899998,-3.375,-4.5,61.749999,5,cluster3
779,9.9,0,-3.3,-4.5,5.25,4,cluster0
780,30.599998,20.699999,-3.3,-4.5,28.249999,4,cluster6
781,38.7,32.399998,-3.150001,-4.5,29.999999,3,cluster6
782,58.5,45.899998,-3.150001,-4.5,70.999999,5,cluster4
783,22.5,16.199999,-3.15,-4.5,15.75,3,cluster0
784,9,2.7,-3.15,-4.5,4.5,3,cluster0
785,70.2,57.6,-3.15,-4.5,88.499999,5,cluster4
786,63.899998,45,-3.15,-4.5,104.999999,7,cluster4
787,29.699999,23.4,-3.149999,-4.5,21.749999,3,cluster6
788,26.099998,19.8,-3.149999,-4.5,18.749999,3,cluster6
789,39.6,21.599998,-3,-4.5,59.999999,7,cluster3
790,27,18,-3,-4.5,24.75,4,cluster6
791,40.5,31.5,-3,-4.5,40.25,4,cluster3
792,65.7,54,-2.925,-4.5,82.749998,5,cluster4
793,43.199997,31.5,-2.924999,-4.5,51.999999,5,cluster3
794,18.9,4.5,-2.88,-4.5,20.999999,6,cluster0
795,44.1,21.6,-2.8125,-4.5,80.25,9,cluster3
796,45,17.1,-2.79,-4.5,96.499997,11,cluster3
797,62.1,56.699997,-2.700001,-4.5,49.999998,3,cluster5
798,45,39.599998,-2.700001,-4.5,35.749999,3,cluster5
799,35.1,21.599998,-2.7,-4.5,44.749999,6,cluster6
800,33.3,25.199999,-2.7,-4.5,33.499999,4,cluster6
801,34.200001,23.4,-2.7,-4.5,41.75,5,cluster6
802,70.2,45.899998,-2.7,-4.5,157.249998,10,cluster4
803,28.799999,20.699999,-2.7,-4.5,28.499999,4,cluster6
804,37.8,18.9,-2.7,-4.5,63.75,8,cluster3
805,20.7,15.3,-2.7,-4.5,15.5,3,cluster0
806,26.1,12.6,-2.7,-4.5,31.5,6,cluster6
807,15.3,7.2,-2.7,-4.5,13.25,4,cluster0
808,25.2,9,-2.7,-4.5,33.5,7,cluster3
809,67.5,62.1,-2.7,-4.5,53.5,3,cluster5
810,22.5,11.7,-2.7,-4.5,24.25,5,cluster6
811,14.4,9,-2.7,-4.5,10.25,3,cluster0
812,50.399998,36.899998,-2.7,-4.5,72.499998,6,cluster4
813,16.199999,0,-2.7,-4.5,19.249999,7,cluster0
814,59.399998,48.599998,-2.7,-4.5,74.749997,5,cluster4
815,16.199999,10.799999,-2.7,-4.5,11.749999,3,cluster0
816,5.4,0,-2.7,-4.5,2.75,3,cluster0
817,47.699997,36.899998,-2.7,-4.5,60.249999,5,cluster4
818,50.399998,34.2,-2.7,-4.5,83.249998,7,cluster4
819,69.299995,61.199997,-2.699999,-4.5,71.499996,4,cluster4
820,68.400002,45,-2.6,-4.5,166.499997,10,cluster4
821,58.5,43.199997,-2.550001,-4.5,98.249998,7,cluster4
822,54,38.7,-2.55,-4.5,87.749999,7,cluster4
823,28.799999,13.5,-2.55,-4.5,42.249999,7,cluster3
824,56.699997,44.1,-2.519999,-4.5,83.499997,6,cluster4
825,18,8.1,-2.475,-4.5,19,5,cluster0
826,27.9,18,-2.475,-4.5,31.499999,5,cluster6
827,28.8,18.9,-2.475,-4.5,32.999999,5,cluster6
828,9.9,0,-2.475,-4.5,8.25,5,cluster0
829,22.5,8.099999,-2.4,-4.5,29.249999,7,cluster6
830,28.8,0,-2.4,-4.5,51,13,cluster3
831,7.2,0,-2.4,-4.5,5,4,cluster0
832,20.699999,13.5,-2.4,-4.5,17.999999,4,cluster0
833,16.199999,9,-2.4,-4.5,14.249999,4,cluster0
834,32.399998,25.199999,-2.4,-4.5,32.249999,4,cluster6
835,41.399998,34.2,-2.399999,-4.5,40.999999,4,cluster6
836,47.699997,40.5,-2.399999,-4.5,49.249999,4,cluster4
837,26.099998,0,-2.372727,-4.5,43.749999,12,cluster3
