@relation weka_TrainingData_CerData_include_clustered

@attribute Instance_number numeric
@attribute before numeric
@attribute after numeric
@attribute avg numeric
@attribute max numeric
@attribute distance numeric
@attribute second numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1018,9.9,0,-2.475,-5.4,8.75,5,cluster5
1019,7.2,0,-2.4,-5.4,5.25,4,cluster5
1020,31.5,2.7,-3.2,-5.399999,52.999999,10,cluster6
1021,8.099999,2.7,-5.399999,-5.399999,3,2,cluster5
1022,19.8,0,-3.3,-5.399999,20.999999,7,cluster6
1023,9.9,0,-2.475,-5.399999,8.25,5,cluster5
1024,33.3,20.699999,-4.2,-5.399999,29.999999,4,cluster6
1025,29.699999,14.4,-3.825,-5.399999,29.249999,5,cluster6
1026,30.599998,9,-3.6,-5.399999,39.999998,7,cluster6
1027,30.599998,9.9,-3.45,-5.399999,35.999999,7,cluster6
1028,19.8,2.7,-3.42,-5.399999,16,6,cluster5
1029,33.3,19.8,-3.375,-5.399999,38.749999,5,cluster6
1030,15.299999,9,-3.149999,-5.399999,9.5,3,cluster5
1031,27.9,18.9,-3,-5.399999,25.999999,4,cluster6
1032,24.3,3.6,-2.5875,-5.399999,30.999999,9,cluster6
1033,15.299999,2.7,-2.52,-5.399999,12,6,cluster5
1034,27,15.299999,-2.34,-5.399999,36.499999,6,cluster6
1035,29.699999,16.199999,-2.25,-5.399999,47.499999,7,cluster6
1036,15.299999,6.3,-2.25,-5.399999,15.499999,5,cluster5
1037,32.399998,0,-2.16,-5.399999,63.999998,16,cluster6
1038,40.5,21.599998,-2.1,-5.399999,86.999998,10,cluster6
1039,32.399998,18,-2.057143,-5.399999,54.749998,8,cluster6
1040,22.5,14.4,-2.025,-5.399999,24.999999,5,cluster6
1041,50.399998,45,-5.399998,-5.399998,26.499999,2,cluster6
1042,41.399998,23.4,-3.6,-5.399998,51.499999,6,cluster6
1043,32.399998,25.199999,-3.6,-5.399998,23.499999,3,cluster6
1044,63.899998,53.1,-3.599999,-5.399998,63.749999,4,cluster0
1045,43.199997,36,-3.599998,-5.399998,33.499999,3,cluster6
1046,33.3,24.3,-3,-5.399998,32.499999,4,cluster6
1047,47.699997,28.8,-2.7,-5.399998,86.749998,8,cluster6
1048,36,18,-2.25,-5.399998,65.249999,9,cluster6
1049,39.599998,29.699999,-3.3,-5.399998,37.749999,4,cluster6
1050,57.599998,41.399998,-3.24,-5.399998,84.749997,6,cluster0
1051,45,25.199999,-2.828572,-5.399998,81.749998,8,cluster6
1052,71.099998,45,-2.61,-5.399998,177.749996,11,cluster0
1053,54,41.399998,-2.52,-5.399998,79.749997,6,cluster0
1054,39.599998,18.9,-2.3,-5.399998,78.249999,10,cluster6
1055,51.299999,33.299999,-2.25,-5.399998,106.499997,9,cluster0
1056,39.599998,29.699999,-1.98,-5.399998,57.249998,6,cluster6
1057,61.199997,55.8,-5.399997,-5.399997,32.499999,2,cluster0
1058,5.4,0.03,-5.37,-5.37,1.508333,2,cluster5
1059,86.10618,77.96132,-4.07243,-5.36797,68.001586,3,cluster0
1060,67.66414,62.24466,-2.70974,-5.36084,54.865083,3,cluster0
1061,36.702435,28.433714,-2.75624,-5.342694,35.206103,4,cluster6
1062,111.305916,102.87427,-2.810549,-5.33413,118.816043,4,cluster4
1063,48.699932,41.22482,-2.491704,-5.318607,50.951105,4,cluster6
1064,64.007614,50.88946,-2.186359,-5.30313,113.741886,7,cluster0
1065,53.866344,48.56912,-5.297224,-5.297224,28.454296,2,cluster0
1066,115.481834,110.19059,-5.291244,-5.291244,62.686784,2,cluster0
1067,62.557285,52.132504,-3.474927,-5.283424,63.829664,4,cluster0
1068,47.699997,41.499999,-3.099999,-5.269998,37.769443,3,cluster6
1069,113.19309,106.68434,-1.30175,-5.22423,183.49685,6,cluster0
1070,35.811768,28.427578,-2.461397,-5.215668,36.58323,4,cluster6
1071,38.52554,30.352312,-2.043307,-5.20333,47.644009,5,cluster6
1072,41.140001,35.950001,-5.19,-5.19,21.413889,2,cluster6
1073,73.26566,68.09409,-5.17157,-5.17157,39.266597,2,cluster0
1074,16.609575,4.006558,-3.150754,-5.16467,15.927308,5,cluster5
1075,57.339997,51.539998,-2.899999,-5.159998,45.994442,3,cluster0
1076,27.58505,19.997726,-3.793662,-5.08012,19.468807,3,cluster6
1077,37.573353,32.3911,-2.591127,-5.070967,29.8407,3,cluster6
1078,5.067284,0,-5.067284,-5.067284,1.407579,2,cluster5
1079,12.360056,0.233222,-0.808456,-5.006981,23.243762,16,cluster6
1080,81.193924,62.62995,-1.856397,-4.990224,214.807926,11,cluster0
1081,100.47016,86.018166,-3.612998,-4.98842,129.983813,5,cluster0
1082,43.535522,26.095467,-2.906676,-4.977464,65.012342,7,cluster6
1083,44.287132,31.206713,-2.616084,-4.973025,62.417173,6,cluster6
1084,91.99248,82.85119,-4.570645,-4.96197,72.742828,3,cluster0
1085,126.27995,121.327705,-4.952245,-4.952245,68.779904,2,cluster0
1086,42.109998,37.239997,-4.870001,-4.870001,22.041665,2,cluster6
1087,33.80161,27.015549,-2.26202,-4.864015,32.858527,4,cluster6
1088,40.961628,21.20839,-2.469155,-4.855795,83.116275,9,cluster6
1089,4.848013,0,-4.848013,-4.848013,1.34667,2,cluster5
1090,37.76242,32.676105,-1.271579,-4.838985,46.990063,5,cluster6
1091,48.26895,41.42921,-2.279913,-4.81888,51.152794,4,cluster6
1092,55.926746,51.10834,-4.818406,-4.818406,29.731968,2,cluster0
1093,51.599999,46.589999,-2.505,-4.8,40.274999,3,cluster2
1094,58.5,53.26,-2.62,-4.79,47.169444,3,cluster2
1095,13.160105,0,-4.386702,-4.767338,7.169258,4,cluster5
1096,4.73679,0,-4.73679,-4.73679,1.315775,2,cluster5
1097,57.348488,52.62191,-4.726578,-4.726578,30.547333,2,cluster0
1098,46.882504,42.162434,-4.72007,-4.72007,24.734705,2,cluster6
1099,45.36444,38.91171,-2.15091,-4.702693,45.988065,4,cluster6
1100,42.74444,16.242622,-2.650182,-4.696882,91.477773,11,cluster6
1101,94.95022,90.26624,-4.68398,-4.68398,51.449017,2,cluster0
1102,35.85959,0,-2.109388,-4.68272,84.647045,18,cluster0
1103,69.87505,63.979298,-2.947876,-4.660976,56.248506,3,cluster2
1104,65.25374,59.320095,-1.977882,-4.66057,68.156688,4,cluster2
1105,46.478703,37.852196,-4.313254,-4.654883,35.042977,3,cluster6
1106,107.12413,97.28245,-1.64028,-4.64011,200.432303,7,cluster0
1107,4.620658,0,-4.620658,-4.620658,1.283516,2,cluster5
1108,35.214497,19.566008,-3.129698,-4.580172,44.309077,6,cluster6
1109,27.422401,18.583275,-2.209782,-4.559066,31.944648,5,cluster6
1110,61.51887,53.371597,-2.715758,-4.5521,63.840913,4,cluster2
1111,75.19609,69.496826,-2.849632,-4.54565,59.817599,3,cluster0
1112,21.097425,12.133476,-2.987983,-4.542402,17.425763,4,cluster5
1113,92.20813,77.47561,-2.104646,-4.521209,188.226828,8,cluster0
1114,103.436905,81.77675,-1.666166,-4.50475,354.396063,14,cluster0
1115,45,22.5,-2.8125,-4.500002,87.999999,9,cluster6
1116,36.899998,28.799999,-2.025,-4.500002,45.999999,5,cluster6
1117,34.2,29.699999,-4.500001,-4.500001,17.75,2,cluster6
1118,27.9,15.299999,-4.2,-4.500001,24.25,4,cluster6
1119,34.2,22.5,-3.9,-4.500001,30.999999,4,cluster6
1120,26.099998,6.3,-3.3,-4.500001,34.249999,7,cluster6
1121,23.4,15.299999,-2.7,-4.500001,22.5,4,cluster6
1122,18,8.099999,-2.475,-4.500001,17.999999,5,cluster5
1123,19.8,9.9,-2.475,-4.500001,21.75,5,cluster5
1124,22.5,5.4,-2.442857,-4.500001,28.499999,8,cluster6
1125,71.1,29.699999,-2.321053,-4.500001,281.749994,20,cluster0
1126,17.1,8.099999,-2.25,-4.500001,15.749999,5,cluster5
1127,46.8,27,-1.8,-4.500001,126.249998,12,cluster0
1128,24.299999,0,-2.43,-4.500001,39.749999,11,cluster6
1129,29.699999,0,-2.284615,-4.500001,58.999998,14,cluster6
1130,14.4,3.6,-3.6,-4.5,9.25,4,cluster5
1131,9.9,0,-3.3,-4.5,5,4,cluster5
1132,27,3.6,-2.925,-4.5,42.499999,9,cluster6
1133,16.199999,0,-2.7,-4.5,6.444444,7,cluster5
1134,18.9,0,-2.1,-4.5,26,10,cluster6
1135,7.2,2.7,-4.5,-4.5,2.75,2,cluster5
1136,8.099999,0,-2.7,-4.5,5,4,cluster5
1137,10.799999,2.7,-2.025,-4.5,10.749999,5,cluster5
1138,20.699999,0.9,-1.98,-4.5,35.499999,11,cluster6
1139,13.5,8.099999,-2.7,-4.5,9.5,3,cluster5
1140,13.5,7.2,-2.1,-4.5,11.5,4,cluster5
1141,36,31.5,-4.5,-4.5,18.75,2,cluster6
1142,4.5,0,-4.5,-4.5,1.25,2,cluster5
1143,63,58.5,-4.5,-4.5,33.75,2,cluster0
1144,15.299999,10.799999,-4.5,-4.5,7.25,2,cluster5
1145,22.5,18,-4.5,-4.5,11.25,2,cluster6
1146,45,40.5,-4.5,-4.5,23.75,2,cluster6
1147,23.4,18.9,-4.5,-4.5,11.75,2,cluster6
1148,38.7,34.2,-4.5,-4.5,20.25,2,cluster6
1149,29.699999,25.199999,-4.5,-4.5,15.249999,2,cluster6
1150,85.5,81,-4.5,-4.5,46.25,2,cluster0
1151,62.1,57.6,-4.5,-4.5,33.25,2,cluster0
1152,15.299999,10.799999,-4.5,-4.5,7.249999,2,cluster5
1153,25.199999,20.699999,-4.5,-4.5,12.749999,2,cluster6
1154,59.399998,54.899998,-4.5,-4.5,31.749999,2,cluster0
1155,56.699997,52.199997,-4.5,-4.5,30.249998,2,cluster0
1156,54,49.5,-4.5,-4.5,28.75,2,cluster6
1157,11.7,7.2,-4.5,-4.5,5.25,2,cluster5
1158,9,4.5,-4.5,-4.5,3.75,2,cluster5
1159,77.4,72.9,-4.5,-4.5,41.75,2,cluster0
1160,13.5,9,-4.5,-4.5,6.25,2,cluster5
1161,66.6,62.1,-4.5,-4.5,35.75,2,cluster0
1162,25.2,0,-4.2,-4.5,25,7,cluster6
1163,78.299995,70.2,-4.049997,-4.5,61.999999,3,cluster0
1164,37.8,30.599998,-3.600001,-4.5,28.249999,3,cluster6
1165,18,10.799999,-3.600001,-4.5,11.75,3,cluster5
1166,57.599998,50.399998,-3.6,-4.5,45.249998,3,cluster0
1167,22.5,15.299999,-3.6,-4.5,15.5,3,cluster6
1168,46.8,39.6,-3.6,-4.5,35.75,3,cluster6
1169,7.2,0,-3.6,-4.5,2.75,3,cluster5
1170,26.099998,18.9,-3.599999,-4.5,18.999999,3,cluster6
1171,79.199997,54.899998,-3.471428,-4.5,150.499996,8,cluster0
1172,62.1,41.399998,-3.45,-4.5,100.749997,7,cluster0
1173,50.399998,36.899998,-3.375,-4.5,61.749999,5,cluster6
1174,42.3,32.399998,-3.300001,-4.5,41.999999,4,cluster6
1175,9.9,0,-3.3,-4.5,5.25,4,cluster5
1176,54,37.799999,-3.24,-4.5,76.249999,6,cluster6
1177,36.899998,20.699999,-3.24,-4.5,46.999999,6,cluster6
1178,38.7,32.399998,-3.150001,-4.5,29.999999,3,cluster6
1179,22.5,16.199999,-3.15,-4.5,15.75,3,cluster6
1180,14.4,8.099999,-3.15,-4.5,9.749999,3,cluster5
1181,11.7,5.4,-3.15,-4.5,6.75,3,cluster5
1182,9,2.7,-3.15,-4.5,4.5,3,cluster5
1183,31.5,0,-3.15,-4.5,49.249999,11,cluster6
1184,51.299999,45,-3.15,-4.5,40.5,3,cluster6
1185,44.099998,37.799999,-3.15,-4.5,33.749999,3,cluster6
1186,59.399998,2.7,-3.126316,-4.5,176.249996,20,cluster0
1187,23.4,8.099999,-3.06,-4.5,24.999999,6,cluster6
1188,44.1,28.8,-3.06,-4.5,58.5,6,cluster6
1189,24.299999,0,-3.0375,-4.5,30.499999,9,cluster6
1190,56.699997,32.399998,-3.0375,-4.5,110.499996,9,cluster0
1191,18.9,9.9,-3,-4.5,15.249999,4,cluster5
1192,27,18,-3,-4.5,24.75,4,cluster6
1193,9,0,-3,-4.5,4.25,4,cluster5
1194,40.5,31.5,-3,-4.5,40.25,4,cluster6
1195,29.699999,0,-2.97,-4.5,48.249999,11,cluster6
1196,29.699999,9,-2.957143,-4.5,44.749998,8,cluster6
1197,18,6.3,-2.925,-4.5,15,5,cluster5
1198,11.7,0,-2.925,-4.5,9,5,cluster5
1199,65.7,54,-2.925,-4.5,82.749998,5,cluster0
1200,26.099998,14.4,-2.925,-4.5,28.249999,5,cluster6
1201,43.199997,31.5,-2.924999,-4.5,51.249998,5,cluster6
1202,55.8,27,-2.88,-4.5,129,11,cluster0
1203,36.9,22.5,-2.88,-4.5,48.75,6,cluster6
1204,14.4,0,-2.88,-4.5,9.5,6,cluster5
1205,18.9,4.5,-2.88,-4.5,20.999999,6,cluster5
1206,39.6,22.5,-2.85,-4.5,57.999999,7,cluster6
1207,39.6,17.1,-2.8125,-4.5,68.749998,9,cluster6
1208,38.700001,30.599998,-2.700001,-4.5,38.499999,4,cluster6
1209,35.1,21.599998,-2.7,-4.5,44.749999,6,cluster6
1210,68.4,54.899998,-2.7,-4.5,103.499998,6,cluster0
1211,34.200001,23.4,-2.7,-4.5,41.75,5,cluster6
1212,14.4,6.3,-2.7,-4.5,12,4,cluster5
1213,34.2,23.4,-2.7,-4.5,40.25,5,cluster6
1214,20.7,15.3,-2.7,-4.5,15.5,3,cluster5
1215,20.7,9.9,-2.7,-4.5,21,5,cluster5
1216,15.3,7.2,-2.7,-4.5,13.25,4,cluster5
1217,35.1,29.7,-2.7,-4.5,26.5,3,cluster6
1218,25.2,9,-2.7,-4.5,33.5,7,cluster6
1219,15.3,9.9,-2.7,-4.5,11,3,cluster5
1220,45,28.8,-2.7,-4.5,40.75,7,cluster6
1221,32.399998,21.599998,-2.7,-4.5,36.999998,5,cluster6
1222,22.5,11.7,-2.7,-4.5,24.25,5,cluster6
1223,36,22.5,-2.7,-4.5,49,6,cluster6
1224,14.4,9,-2.7,-4.5,10.25,3,cluster5
1225,9.9,4.5,-2.7,-4.5,6.5,3,cluster5
1226,49.5,44.1,-2.7,-4.5,38.5,3,cluster6
1227,43.199997,21.599998,-2.7,-4.5,81.499998,9,cluster6
1228,16.199999,10.799999,-2.7,-4.5,11.749999,3,cluster5
1229,20.699999,12.599999,-2.7,-4.5,18,4,cluster5
1230,5.4,0,-2.7,-4.5,2.75,3,cluster5
1231,47.699997,36.899998,-2.7,-4.5,60.249999,5,cluster6
1232,8.099999,0,-2.7,-4.5,5.5,4,cluster5
1233,69.299995,61.199997,-2.699999,-4.5,71.499996,4,cluster2
1234,63.899998,58.5,-2.699999,-4.5,50.499999,3,cluster2
1235,50.399998,45,-2.699999,-4.5,39.249999,3,cluster6
1236,64.799995,41.399998,-2.6,-4.5,148.999996,10,cluster0
1237,58.5,43.199997,-2.550001,-4.5,98.249998,7,cluster0
1238,24.3,9,-2.55,-4.5,30.499999,7,cluster6
1239,54,38.7,-2.55,-4.5,87.749999,7,cluster0
1240,49.5,34.200001,-2.55,-4.5,81.999998,7,cluster6
1241,69.299995,54,-2.549999,-4.5,122.249999,7,cluster0
1242,56.699997,44.1,-2.519999,-4.5,83.499997,6,cluster0
1243,36,16.199999,-2.475,-4.5,66.999998,9,cluster6
1244,18,8.1,-2.475,-4.5,19,5,cluster5
1245,27.9,18,-2.475,-4.5,31.499999,5,cluster6
1246,28.8,18.9,-2.475,-4.5,32.999999,5,cluster6
1247,23.4,13.5,-2.475,-4.5,27.499999,5,cluster6
1248,9.9,0,-2.475,-4.5,8.25,5,cluster5
1249,59.399998,49.5,-2.475,-4.5,75.499998,5,cluster0
1250,40.5,26.099998,-2.4,-4.5,61.999998,7,cluster6
1251,22.5,8.099999,-2.4,-4.5,29.249999,7,cluster6
1252,28.8,0,-2.4,-4.5,51,13,cluster6
1253,7.2,0,-2.4,-4.5,5,4,cluster5
1254,21.599998,0,-2.4,-4.5,28.499999,10,cluster6
1255,20.699999,13.5,-2.4,-4.5,17.999999,4,cluster5
1256,16.199999,9,-2.4,-4.5,14.249999,4,cluster5
1257,41.399998,27,-2.4,-4.5,65.999998,7,cluster6
1258,32.399998,25.199999,-2.4,-4.5,32.249999,4,cluster6
1259,41.399998,34.2,-2.399999,-4.5,40.999999,4,cluster6
1260,47.699997,40.5,-2.399999,-4.5,49.249999,4,cluster6
1261,26.099998,0,-2.372727,-4.5,43.749999,12,cluster6
1262,59.399998,40.5,-2.3625,-4.5,127.499998,9,cluster0
1263,33.3,21.599998,-2.34,-4.5,45.249999,6,cluster6
1264,17.1,5.4,-2.34,-4.5,19,6,cluster5
1265,33.3,17.1,-2.314286,-4.5,55.75,8,cluster6
1266,42.3,21.599998,-2.3,-4.5,90.999999,10,cluster6
1267,24.3,3.6,-2.3,-4.5,34.249999,10,cluster6
1268,36.899998,7.2,-2.284615,-4.5,77.749998,14,cluster6
1269,41.399998,32.399998,-2.25,-4.5,49.749998,5,cluster6
1270,56.699997,43.199997,-2.25,-4.5,96.999997,7,cluster0
1271,13.5,4.5,-2.25,-4.5,13.25,5,cluster5
1272,13.5,0,-2.25,-4.5,13.75,7,cluster5
1273,45.899998,18.9,-2.25,-4.5,108.999998,13,cluster0
1274,18,2.7,-2.185714,-4.5,20.75,8,cluster6
1275,65.7,50.4,-2.185714,-4.5,126.75,8,cluster0
1276,15.299999,0,-2.185714,-4.5,14.999999,8,cluster5
1277,58.5,47.699997,-2.160001,-4.5,88.749999,6,cluster0
1278,57.6,46.8,-2.16,-4.5,89.499998,6,cluster0
1279,38.7,27.9,-2.16,-4.5,53.5,6,cluster6
1280,55.8,45,-2.16,-4.5,84.749999,6,cluster0
1281,74.699997,63.899998,-2.16,-4.5,114.999997,6,cluster0
1282,30.599998,19.8,-2.16,-4.5,39.999999,6,cluster6
1283,30.599998,19.8,-2.16,-4.5,43.999999,6,cluster6
1284,29.699999,12.599999,-2.1375,-4.5,50.999999,9,cluster6
1285,42.3,29.699999,-2.1,-4.5,70.249998,7,cluster6
1286,72,46.799999,-2.1,-4.5,215.249995,13,cluster0
1287,24.3,18,-2.1,-4.5,23.5,4,cluster6
1288,6.3,0,-2.1,-4.5,4.5,4,cluster5
1289,6.3,0,-2.1,-4.5,4.5,4,cluster5
1290,34.200001,19.799999,-2.057143,-4.5,59.499999,8,cluster6
1291,38.7,1.8,-2.05,-4.5,89.999999,19,cluster0
1292,51.299999,43.199997,-2.025001,-4.5,67.249997,5,cluster6
1293,22.5,6.3,-2.025,-4.5,39.999999,9,cluster6
1294,31.5,23.4,-2.025,-4.5,37.749999,5,cluster6
1295,8.099999,0,-2.025,-4.5,7,5,cluster5
1296,51.299999,39.599998,-1.95,-4.5,89.249999,7,cluster0
1297,19.799999,8.099999,-1.95,-4.5,26.749999,7,cluster6
1298,68.4,33.3,-1.942105,-4.5,297.999997,20,cluster0
1299,17.1,3.6,-1.928571,-4.5,18.5,8,cluster5
1300,27,13.5,-1.928571,-4.5,45.249999,8,cluster6
1301,33.3,4.5,-1.92,-4.5,84.999999,16,cluster0
1302,53.1,30.599998,-1.875,-4.5,154.249995,13,cluster0
1303,55.8,41.399998,-1.8,-4.5,124.499998,9,cluster0
1304,17.1,8.099999,-1.8,-4.5,21.749999,6,cluster5
1305,73.8,57.6,-1.8,-4.5,180,10,cluster0
1306,57.6,45,-1.8,-4.5,110.999999,8,cluster0
1307,52.199997,43.199997,-1.8,-4.5,79.249998,6,cluster0
1308,7.2,0,-1.8,-4.5,6.5,5,cluster5
1309,18,7.2,-1.8,-4.5,25.249999,7,cluster6
1310,35.099998,18.9,-1.8,-4.5,76.999998,10,cluster6
1311,56.699997,40.5,-1.8,-4.5,130.999995,10,cluster0
1312,66.6,49.5,-1.71,-4.5,181.999996,11,cluster0
1313,54,40.5,-1.6875,-4.5,120.249997,9,cluster0
1314,8.099999,0,-2.7,-4.5,4.5,4,cluster5
1315,6.3,1.8,-4.5,-4.5,2.25,2,cluster5
1316,7.2,1.8,-2.7,-4.5,4.25,3,cluster5
1317,9.9,0,-2.475,-4.5,7.25,5,cluster5
1318,19.8,0,-2.475,-4.5,26.499999,9,cluster6
1319,9,0,-1.8,-4.5,7,6,cluster5
1320,13.5,0,-1.6875,-4.5,19.249999,9,cluster5
1321,8.099999,0,-2.025,-4.5,6,5,cluster5
1322,14.4,0,-2.057143,-4.5,15.749999,8,cluster5
1323,11.7,6.3,-2.7,-4.499999,8,3,cluster5
1324,12.599999,4.5,-2.7,-4.499999,9.499999,4,cluster5
1325,22.5,5.4,-2.442857,-4.499999,32.249999,8,cluster6
1326,13.5,6.3,-2.4,-4.499999,11.999999,4,cluster5
1327,11.7,0,-2.34,-4.499999,10.25,6,cluster5
1328,11.7,0,-2.34,-4.499999,9.25,6,cluster5
1329,13.5,3.6,-1.65,-4.499999,17.499999,7,cluster5
1330,8.099999,3.6,-4.499999,-4.499999,3.25,2,cluster5
1331,9,0,-3,-4.499999,5.75,4,cluster5
1332,9,0.9,-2.7,-4.499999,6,4,cluster5
1333,14.4,3.6,-2.7,-4.499999,13,5,cluster5
1334,10.799999,0,-2.7,-4.499999,6.499999,5,cluster5
1335,13.5,3.6,-2.475,-4.499999,13.249999,5,cluster5
1336,18,9,-2.25,-4.499999,18.249999,5,cluster5
1337,8.099999,0,-2.025,-4.499999,4,5,cluster5
1338,21.599998,17.1,-4.499998,-4.499998,10.75,2,cluster6
1339,25.199999,13.5,-2.925,-4.499998,28.249999,5,cluster6
1340,27,17.1,-2.475,-4.499998,32.249999,5,cluster6
1341,32.399998,27.9,-4.499998,-4.499998,16.749999,2,cluster6
1342,41.399998,25.199999,-2.025,-4.499998,84.749998,9,cluster6
1343,66.6,60.3,-3.15,-4.499995,53.249999,3,cluster2
1344,51.869526,47.445496,-4.42403,-4.42403,27.587506,2,cluster6
1345,4.403836,0,-4.403836,-4.403836,1.223288,2,cluster5
1346,34.0167,25.507616,-2.127271,-4.375919,42.920529,5,cluster6
1347,113.03377,108.206825,-2.413473,-4.36474,91.641563,3,cluster4
1348,4.346098,0,-4.346098,-4.346098,1.20725,2,cluster5
1349,101.69354,97.354065,-4.339475,-4.339475,55.291001,2,cluster0
1350,71.27566,63.937298,-3.669181,-4.324755,56.156629,3,cluster0
1351,41.4725,37.15316,-4.31934,-4.31934,21.840461,2,cluster6
1352,41.399998,37.109999,-4.289998,-4.289998,21.808332,2,cluster6
1353,4.283981,0,-4.283981,-4.283981,1.189995,2,cluster5
1354,68.72035,63.738285,-1.660688,-4.24177,72.536857,4,cluster2
1355,96.393364,87.91967,-2.118424,-4.240245,127.428978,5,cluster4
1356,7.399845,0,-3.699922,-4.218577,2.939198,3,cluster5
1357,69.02418,63.59094,-2.71662,-4.214625,54.840187,3,cluster2
1358,28.777407,24.158062,-0.769891,-4.204146,48.587381,7,cluster6
1359,104.617355,100.442055,-4.1753,-4.1753,56.960947,2,cluster4
1360,102.861206,97.55026,-1.770315,-4.139195,111.304917,4,cluster4
1361,91.76693,86.02538,-1.91385,-4.133235,99.702554,4,cluster4
1362,115.63193,101.691635,-1.742537,-4.131915,270.674183,9,cluster0
1363,4.108941,0,-4.108941,-4.108941,1.141372,2,cluster5
1364,50.475853,43.268375,-2.402493,-4.078671,51.777166,4,cluster2
1365,52.96812,45.53635,-2.477257,-4.075008,53.750691,4,cluster2
1366,56.198692,30.478989,-2.454371,-4.051845,59.528162,14,cluster0
1367,20.25,16.199999,-4.050001,-4.050001,10.125,2,cluster5
1368,65.426765,61.19062,-2.118072,-4.041515,52.222954,3,cluster2
1369,103.354095,89.6784,-1.243245,-4.03524,316.685238,12,cluster0
1370,63.14722,57.565586,-2.790817,-4.02861,49.953171,3,cluster2
1371,51.02639,42.50717,-1.703844,-4.021352,79.963904,6,cluster0
1372,39.16408,27.03045,-2.426726,-4.007455,57.628084,6,cluster6
1373,102.30872,98.30225,-4.00647,-4.00647,55.725269,2,cluster4
1374,52.1674,48.190834,-3.976566,-3.976566,27.877287,2,cluster6
1375,54.986477,46.21699,-2.192372,-3.97361,69.811024,5,cluster2
1376,8.595234,1.843143,-1.688023,-3.961031,7.603623,5,cluster5
1377,47.436687,32.56416,-2.124647,-3.959846,92.234436,8,cluster0
1378,110.226875,99.09204,-2.783709,-3.938375,144.759339,5,cluster4
1379,10.185731,0,-1.697622,-3.905054,10.470348,7,cluster5
1380,44.403492,40.499153,-3.904339,-3.904339,23.584068,2,cluster6
1381,71.36392,67.36681,-1.998555,-3.89856,58.33225,3,cluster2
1382,28.23537,24.338839,-3.896531,-3.896531,14.603947,2,cluster6
1383,17.425018,9.80294,-1.90552,-3.895792,18.239263,5,cluster5
1384,63.515087,56.755535,-2.253184,-3.888563,66.880129,4,cluster2
1385,111.97724,105.883484,-2.031252,-3.85182,119.981409,4,cluster4
1386,6.041185,2.190789,-3.850396,-3.850396,2.286659,2,cluster5
1387,67.33722,63.49672,-3.8405,-3.8405,36.342761,2,cluster0
1388,107.09732,99.403946,-2.564458,-3.83897,114.709584,4,cluster4
1389,74.74813,68.32262,-1.606378,-3.8322,99.253292,5,cluster0
1390,96.35778,92.48333,-1.937225,-3.824875,79.208143,3,cluster4
1391,9.638716,5.58306,-2.027828,-3.81184,5.846848,3,cluster5
1392,6.47,0,-3.235,-3.8,2.538889,3,cluster5
1393,38.690136,33.444637,-1.311375,-3.78947,49.416616,5,cluster6
1394,109.3138,105.53699,-3.77681,-3.77681,59.680775,2,cluster4
1395,91.29828,80.45881,-2.709868,-3.756125,119.372078,5,cluster0
1396,31.773329,10.189504,-2.398203,-3.745681,54.199183,10,cluster6
1397,116.05788,107.43931,-2.872857,-3.740524,123.728815,4,cluster4
1398,109.68854,105.95326,-3.73528,-3.73528,59.9005,2,cluster4
1399,84.66381,80.934525,-3.729285,-3.729285,45.999538,2,cluster0
1400,108.79291,101.586685,-2.402075,-3.71988,115.947738,4,cluster4
1401,59.971928,46.692562,-1.327937,-3.719089,164.244207,11,cluster0
1402,27.195337,19.285854,-1.581897,-3.719082,39.878983,6,cluster6
1403,40.146183,36.389816,-1.252122,-3.702797,41.505656,4,cluster3
1404,35.691578,31.91682,-1.887379,-3.69669,28.672752,3,cluster3
1405,34.75893,30.662542,-1.365463,-3.687338,37.364409,4,cluster3
1406,106.50205,102.82531,-3.67674,-3.67674,58.146489,2,cluster4
1407,105.82364,102.10141,-1.861115,-3.67535,86.131483,3,cluster4
1408,66.26272,48.265987,-1.799673,-3.65791,172.768856,11,cluster0
1409,70.30667,66.69864,-3.60803,-3.60803,38.057031,2,cluster2
1410,75.599998,55.799999,-2.475,-3.600006,162.499997,9,cluster0
1411,73.799995,66.599998,-1.799999,-3.600006,97.499998,5,cluster2
1412,98.1,81.9,-1.8,-3.600006,250.749994,10,cluster0
1413,68.4,61.199997,-2.400001,-3.600005,71.499998,4,cluster2
1414,77.4,68.4,-2.25,-3.600005,101.249999,5,cluster0
1415,80.1,73.799995,-1.575001,-3.600005,107.999997,5,cluster0
1416,46.8,43.199997,-3.600003,-3.600003,24.999999,2,cluster6
1417,56.699997,45,-2.339999,-3.600003,83.749997,6,cluster0
1418,60.3,55.8,-2.25,-3.600003,47.999999,3,cluster2
1419,56.699997,47.699997,-2.25,-3.600003,73.749998,5,cluster2
1420,53.1,41.399998,-1.95,-3.600003,89.999998,7,cluster0
1421,55.8,45,-1.8,-3.600003,95.249998,7,cluster0
1422,46.799999,43.199997,-3.600002,-3.600002,24.999999,2,cluster6
1423,63,59.399998,-3.600002,-3.600002,33.999999,2,cluster2
1424,38.700001,35.099998,-3.600002,-3.600002,20.5,2,cluster6
1425,45,30.599998,-2.88,-3.600002,62.749998,6,cluster6
