61,0,-20,-59,34,4,1
59,0,-59,-59,16,2,1
59,1,-58,-58,17,2,1
62,0,-21,-58,50,4,1
61,6,-27,-54,21,3,1
51,0,-51,-51,14,2,1
69,16,-27,-50,42,3,1
49,0,-49,-49,13,2,1
52,1,-13,-49,18,5,1
44,0,-44,-44,12,2,1
43,0,-22,-42,24,3,1
38,0,-38,-38,10,2,1
68,15,-17,-37,53,4,1
72,38,-34,-34,30,2,1
55,21,-34,-34,21,2,1
54,21,-33,-33,21,2,1
41,1,-10,-32,43,5,1
32,0,-32,-32,9,2,1
70,38,-32,-32,30,2,1
53,13,-14,-32,44,4,1
44,5,-10,-32,21,5,1
113,49,-16,-32,96,5,1
84,0,-14,-30,90,7,1
36,1,-9,-29,20,5,1
29,0,-29,-29,8,2,1
47,8,-13,-29,23,4,1
29,0,-3,-29,72,10,1
27,1,-26,-26,8,2,1
92,66,-26,-26,44,2,1
24,0,-24,-24,7,2,1
35,0,-18,-24,13,3,1
58,28,-15,-24,38,3,1
24,1,-23,-23,7,2,1
55,0,-14,-23,33,5,1
33,0,-8,-23,30,5,1
60,39,-22,-22,28,2,1
23,3,-20,-20,7,2,1
29,4,-4,-19,22,4,1
19,0,-19,-19,5,2,1
23,0,-11,-18,8,3,1
24,6,-18,-18,8,2,1
22,0,-7,-18,7,4,1
28,0,-7,-15,13,5,1
59,25,-15,-15,67,6,1
59,0,-5,-15,151,14,1
16,0,-5,-15,13,4,1
23,1,-4,-12,22,7,2
52,6,-5,-12,76,11,2
54,23,-4,-10,89,9,2
68,0,-5,-10,169,15,2
66,0,-4,-10,174,18,2
26,0,-4,-10,20,8,2
57,17,-2,-9,242,23,2
77,0,-6,-9,154,14,2
59,27,-5,-9,97,8,2
11,0,-4,-9,8,4,2
14,0,-5,-9,7,4,2
67,0,-6,-9,100,12,2
35,16,-4,-8,42,6,2
48,14,-3,-8,113,12,2
37,23,-5,-8,32,4,2
52,0,-4,-8,102,13,2
47,16,-3,-8,102,11,2
9,0,-5,-8,5,3,2
25,1,-5,-8,20,6,2
75,50,-4,-7,127,7,2
43,16,-4,-7,59,7,2
55,41,-3,-7,83,6,2
10,0,-5,-7,3,3,2
23,0,-5,-7,18,6,2
38,3,-4,-7,68,11,2
65,34,-3,-7,140,10,2
53,0,-3,-7,130,19,2
24,14,-5,-7,15,3,2
67,44,-5,-6,92,6,2
50,4,-4,-6,92,13,2
42,0,-3,-6,82,16,2
50,0,-3,-6,121,16,2
23,2,-4,-6,21,7,2
53,0,-3,-6,143,17,2
23,13,-3,-6,19,4,2
10,0,-3,-6,7,4,2
56,40,-4,-6,66,5,2
