@relation weka_TrainingData_driverHabit_jee_df_clustered

@attribute Instance_number numeric
@attribute 56.270603 numeric
@attribute 0 numeric
@attribute -28.1353015 numeric
@attribute -46.072006 numeric
@attribute 28.4285025 numeric
@attribute 3 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
740,4.137202,1.636989,-0.416702,-1.282266,5.766005,7,cluster0
741,82.311745,81.03319,-1.278555,-1.278555,45.373593,2,cluster6
742,77.31187,73.89217,-0.68394,-1.27561,126.912101,6,cluster2
743,43.479999,42.209999,-1.27,-1.27,23.802777,2,cluster3
744,39.917316,38.648724,-1.268592,-1.268592,21.8239,2,cluster3
745,102.28047,101.0001,-0.640185,-1.26335,84.873339,3,cluster5
746,49.15615,47.70657,-0.483193,-1.261607,53.855987,4,cluster6
747,94.00496,92.745766,-1.259194,-1.259194,51.875202,2,cluster5
748,65.15053,62.428757,-0.907258,-1.2586,70.745811,4,cluster6
749,4.272185,3.013886,-1.258299,-1.258299,2.023909,2,cluster0
750,96.28522,93.9391,-1.17306,-1.25652,79.23695,3,cluster5
751,43.235825,41.93926,-0.648282,-1.253253,35.657666,3,cluster6
752,60.935215,59.68365,-1.251565,-1.251565,33.50524,2,cluster6
753,59.959998,56.489997,-0.694,-1.249999,97.002774,6,cluster2
754,53.200317,51.951138,-1.249179,-1.249179,29.208738,2,cluster3
755,100.229996,98.13886,-0.697045,-1.2489,110.473938,4,cluster4
756,102.12348,100.87705,-1.24643,-1.24643,56.389036,2,cluster5
757,120.04631,117.525475,-0.840278,-1.245116,131.798797,4,cluster4
758,43.551865,42.307182,-1.244683,-1.244683,23.849735,2,cluster3
759,111.98722,110.743164,-1.244056,-1.244056,61.869551,2,cluster5
760,71.285545,70.04521,-1.240335,-1.240335,39.258543,2,cluster6
761,95.448265,94.209724,-1.238541,-1.238541,52.682775,2,cluster5
762,4.119891,2.474829,-0.548354,-1.229397,3.76073,4,cluster0
763,55.344307,54.115055,-1.229252,-1.229252,30.405378,2,cluster3
764,21.065771,19.836796,-1.228975,-1.228975,11.361824,2,cluster0
765,71.8365,70.60787,-1.22863,-1.22863,39.567881,2,cluster6
766,110.02693,108.385796,-0.820567,-1.219874,91.116221,3,cluster5
767,43.246998,42.02738,-1.219618,-1.219618,23.687327,2,cluster3
768,3.856799,2.251668,-0.535044,-1.217822,3.082997,4,cluster0
769,34.793488,33.575775,-1.217713,-1.217713,18.991462,2,cluster3
770,98.842514,97.62507,-1.217444,-1.217444,54.574329,2,cluster5
771,113.84805,112.124626,-0.861712,-1.21628,94.056791,3,cluster5
772,99.47419,97.613335,-0.620285,-1.21585,109.49181,4,cluster4
773,115.488045,114.28069,-1.207355,-1.207355,63.824649,2,cluster5
774,73.43962,71.644714,-0.897453,-1.20642,60.365982,3,cluster6
775,117.11571,115.91581,-1.1999,-1.1999,64.730978,2,cluster5
776,47.534245,45.933235,-0.800505,-1.198643,39.055377,3,cluster6
777,33.444637,32.23027,-0.607183,-1.194087,27.201516,3,cluster6
778,67.855286,66.66383,-1.191456,-1.191456,37.366421,2,cluster6
779,45.40582,44.219864,-1.185956,-1.185956,24.896023,2,cluster3
780,84.12237,82.228485,-0.946943,-1.185435,69.379104,3,cluster6
781,34.250656,33.066742,-1.183914,-1.183914,18.699277,2,cluster3
782,105.64608,104.463234,-1.182846,-1.182846,58.363698,2,cluster5
783,117.37886,114.570816,-0.702011,-1.181694,161.577796,5,cluster4
784,108.44403,106.99829,-0.72287,-1.177255,89.893851,3,cluster5
785,99.80565,98.62927,-1.17638,-1.17638,55.120811,2,cluster5
786,68.12088,66.08911,-1.015885,-1.17602,55.965311,3,cluster6
787,39.440273,38.26929,-1.170983,-1.170983,21.58599,2,cluster3
788,89.27978,88.11248,-1.1673,-1.1673,49.275628,2,cluster5
789,96.33907,95.17503,-1.16404,-1.16404,53.198361,2,cluster5
790,116.401474,115.23872,-1.162754,-1.162754,64.344498,2,cluster5
791,37.142433,35.980434,-1.161999,-1.161999,20.311908,2,cluster3
792,101.72491,99.3444,-0.793503,-1.16069,111.45095,4,cluster4
793,59.429998,58.239998,-0.595,-1.16,49.186109,3,cluster6
794,41.56581,40.407967,-1.157843,-1.157843,22.770494,2,cluster3
795,113.07289,111.49991,-0.78649,-1.156325,93.674732,3,cluster5
796,101.98117,100.8297,-1.15147,-1.15147,56.336353,2,cluster5
797,88.78307,86.62585,-0.539305,-1.15006,122.151453,5,cluster4
798,19.799999,18.65,-1.15,-1.15,10.680555,2,cluster0
799,101.286514,99.209915,-0.51915,-1.149306,138.888996,5,cluster4
800,57.06745,54.816757,-0.750231,-1.148147,62.284268,4,cluster6
801,89.46077,88.31471,-1.14606,-1.14606,49.382078,2,cluster5
802,105.91376,104.47372,-0.72002,-1.14278,87.778883,3,cluster5
803,61.842045,60.659836,-0.591105,-1.141404,51.195311,3,cluster6
804,60.139998,58.999998,-1.14,-1.14,33.094443,2,cluster6
805,15.539999,14.4,-1.14,-1.14,8.316666,2,cluster0
806,69.22845,68.09065,-1.1378,-1.1378,38.144194,2,cluster6
807,100.17321,98.62192,-0.775645,-1.13493,82.731503,3,cluster5
808,83.31789,82.18511,-1.13278,-1.13278,45.973056,2,cluster6
809,51.669999,49.539998,-0.710001,-1.13,56.438887,4,cluster6
810,3.946824,1.803913,-1.071455,-1.128806,2.412071,3,cluster0
811,102.97474,101.72491,-0.624915,-1.12442,85.152769,3,cluster5
812,44.54,43.42,-1.12,-1.12,24.433333,2,cluster3
813,109.35487,107.87079,-0.74204,-1.11984,90.405747,3,cluster5
814,47.91732,46.22786,-0.84473,-1.117755,39.302999,3,cluster6
815,65.293785,64.18352,-1.110265,-1.110265,35.965918,2,cluster6
816,55.069998,53.79,-0.639999,-1.109998,45.488888,3,cluster6
817,79.02591,75.411446,-0.401607,-1.105955,214.077028,10,cluster4
818,10.471773,8.85217,-0.809801,-1.104852,8.133601,3,cluster0
819,103.42977,101.78806,-0.820855,-1.102145,85.585565,3,cluster5
820,47.136387,46.04273,-1.093657,-1.093657,25.883088,2,cluster3
821,116.36691,115.27741,-1.0895,-1.0895,64.345644,2,cluster5
822,110.76131,109.012856,-0.874227,-1.085376,91.513917,3,cluster5
823,17.364435,14.424648,-0.734947,-1.081127,21.690824,5,cluster0
824,107.944786,106.15727,-0.893758,-1.080711,89.157259,3,cluster5
825,102.36004,100.81118,-0.77443,-1.078225,84.570288,3,cluster5
826,3.968996,2.126114,-0.23036,-1.076353,8.670559,9,cluster0
827,104.46516,103.390366,-1.074794,-1.074794,57.737646,2,cluster5
828,62.874336,61.025383,-0.924477,-1.073852,51.58339,3,cluster6
829,112.723236,111.65251,-1.070726,-1.070726,62.326596,2,cluster5
830,28.273924,27.206676,-1.067248,-1.067248,15.411278,2,cluster3
831,95.80381,94.299034,-0.752388,-1.063064,79.123219,3,cluster5
832,3.797601,1.022467,-0.462522,-1.057124,4.172249,7,cluster0
833,50.863945,48.699287,-0.721553,-1.054683,55.518956,4,cluster6
834,56.369999,55.319999,-1.05,-1.05,31.025,2,cluster6
835,88.9585,87.23413,-0.862185,-1.047906,73.465185,3,cluster5
836,81.65183,80.60736,-1.04447,-1.04447,45.071997,2,cluster6
837,44.244884,43.204235,-1.040649,-1.040649,24.291422,2,cluster3
838,126.97065,125.41402,-0.518877,-1.03989,140.422128,4,cluster4
839,115.4795,114.44099,-1.03851,-1.03851,63.866803,2,cluster5
840,69.55125,68.51931,-1.03194,-1.03194,38.352933,2,cluster6
841,5.454035,3.879017,-0.787509,-1.029534,3.956001,3,cluster0
842,84.85874,83.829865,-1.028875,-1.028875,46.857946,2,cluster6
843,110.17159,109.147415,-1.024175,-1.024175,60.921946,2,cluster5
844,12.238054,10.318428,-0.479907,-1.023317,16.03421,5,cluster0
845,71.71326,70.61246,-0.366933,-1.02217,79.084064,4,cluster6
846,118.25869,116.90524,-0.676725,-1.01854,98.079919,3,cluster5
847,103.98876,101.49912,-0.82988,-1.016694,114.218168,4,cluster4
848,106.62706,105.12492,-0.75107,-1.00906,88.158328,3,cluster5
849,105.082825,102.85923,-0.741198,-1.008544,115.69805,4,cluster4
850,100.62968,98.64731,-0.991185,-1.00837,83.027306,3,cluster5
851,62.555374,61.14271,-0.470888,-1.00761,68.463178,4,cluster6
852,110.75208,109.40186,-0.450073,-1.006325,122.321524,4,cluster4
853,99.67878,98.674194,-1.004586,-1.004586,55.098048,2,cluster5
854,99.3444,97.354614,-0.497447,-1.001456,136.731779,5,cluster4
855,41.5,40.5,-1,-1,22.777778,2,cluster3
856,39.699998,38.599998,-0.55,-1,32.749999,3,cluster6
857,54.899998,53.86,-0.519999,-0.999998,45.449999,3,cluster6
858,95.94813,94.95073,-0.9974,-0.9974,53.027461,2,cluster5
859,106.96305,105.96827,-0.99478,-0.99478,59.147589,2,cluster5
860,100.4176,98.66582,-0.87589,-0.99263,82.918997,3,cluster5
861,57.904644,56.105354,-0.899645,-0.991692,47.529734,3,cluster6
862,38.790001,37.799999,-0.990002,-0.990002,21.275,2,cluster3
863,100.768036,99.16739,-0.800323,-0.988766,83.254082,3,cluster5
864,108.01239,106.52648,-0.742955,-0.98758,89.459147,3,cluster5
865,90.271164,89.288956,-0.982208,-0.982208,49.877811,2,cluster5
866,73.72032,72.74296,-0.97736,-0.97736,40.684244,2,cluster6
867,102.49195,101.40703,-0.54246,-0.97526,84.837686,3,cluster5
868,65.689896,64.278755,-0.70557,-0.965895,54.225917,3,cluster6
869,57.09683,54.169777,-0.731763,-0.9655,77.182576,5,cluster2
870,99.038414,97.7016,-0.668407,-0.957094,81.894815,3,cluster5
871,15.166161,14.214959,-0.951202,-0.951202,8.161422,2,cluster0
872,73.562164,72.61331,-0.948854,-0.948854,40.604298,2,cluster6
873,99.782974,98.454956,-0.664009,-0.947304,82.677831,3,cluster5
874,95.3979,94.45136,-0.94654,-0.94654,52.735906,2,cluster5
875,118.680466,117.73796,-0.942506,-0.942506,65.671785,2,cluster5
876,100.20319,98.60679,-0.532133,-0.937834,110.63148,4,cluster4
877,29.541893,28.422016,-0.559939,-0.932514,24.255122,3,cluster6
878,30.880981,29.9551,-0.925881,-0.925881,16.898911,2,cluster3
879,54.262928,52.8584,-0.468176,-0.924965,59.635147,4,cluster6
880,105.1428,102.70123,-0.813857,-0.92272,115.478769,4,cluster4
881,104.8394,103.91721,-0.92219,-0.92219,57.987947,2,cluster5
882,60.299999,57.719998,-0.645,-0.919999,81.905555,5,cluster2
883,73.02054,71.0982,-0.64078,-0.919315,79.922935,4,cluster6
884,22.938274,20.403107,-0.253517,-0.918688,67.023073,11,cluster2
885,68.481606,67.56692,-0.914686,-0.914686,37.791257,2,cluster6
886,88.22027,87.30602,-0.91425,-0.91425,48.757303,2,cluster6
887,102.71722,97.59307,-0.512415,-0.913774,306.858614,11,cluster4
888,98.98394,97.03133,-0.65087,-0.90763,108.726328,4,cluster4
889,37.485977,36.57839,-0.907587,-0.907587,20.573435,2,cluster3
890,65.71207,64.80603,-0.90604,-0.90604,36.255028,2,cluster6
891,74.569374,73.41608,-0.576647,-0.905575,61.751975,3,cluster6
892,79.41565,78.51065,-0.905,-0.905,43.868417,2,cluster6
893,21.672503,20.769415,-0.903088,-0.903088,11.789422,2,cluster3
894,62.62995,61.478523,-0.575713,-0.90234,51.802593,3,cluster6
895,18.461538,17.559351,-0.902187,-0.902187,10.005802,2,cluster0
896,28.129389,25.94993,-0.544865,-0.899718,37.866083,5,cluster2
897,15.832479,14.128586,-0.851947,-0.896563,12.471384,3,cluster0
898,10.352204,8.934748,-0.708728,-0.894505,8.087835,3,cluster0
899,73.62626,72.73212,-0.89414,-0.89414,40.655106,2,cluster6
900,124.2992,122.623215,-0.837993,-0.88977,102.869957,3,cluster5
901,123.62176,122.73372,-0.88804,-0.88804,68.432078,2,cluster5
902,55.72199,54.824394,-0.448798,-0.878904,45.941519,3,cluster6
903,87.50426,86.625656,-0.878604,-0.878604,48.369421,2,cluster6
904,54.95648,54.078285,-0.878195,-0.878195,30.287435,2,cluster6
905,96.92241,96.04531,-0.8771,-0.8771,53.602144,2,cluster5
906,36.902485,36.026913,-0.875572,-0.875572,20.258166,2,cluster3
907,103.367966,102.49517,-0.872796,-0.872796,57.184204,2,cluster5
908,54.899998,54.029998,-0.87,-0.87,30.258332,2,cluster6
909,98.785706,97.91662,-0.869086,-0.869086,54.639535,2,cluster5
910,116.13969,115.27156,-0.86813,-0.86813,64.280903,2,cluster5
911,68.71267,67.02726,-0.842705,-0.86796,56.551289,3,cluster6
912,48.36768,47.5014,-0.86628,-0.86628,26.6303,2,cluster3
913,108.26965,106.74523,-0.50814,-0.864545,119.332662,4,cluster4
914,101.809044,100.74181,-0.533617,-0.864254,84.304346,3,cluster5
915,73.23495,71.77453,-0.73021,-0.861995,60.38401,3,cluster6
916,102.359604,100.70077,-0.552945,-0.85033,112.877371,4,cluster4
917,56.649999,55.169999,-0.74,-0.85,46.56111,3,cluster6
918,68.42866,67.5855,-0.84316,-0.84316,37.781711,2,cluster6
919,40.5,39.66,-0.84,-0.84,22.266667,2,cluster3
920,32.525955,31.21428,-0.655837,-0.839319,26.507464,3,cluster6
921,30.795288,29.111664,-0.240518,-0.82963,66.382434,8,cluster2
922,82.21367,81.339264,-0.437203,-0.82598,68.039062,3,cluster6
923,112.093796,111.26878,-0.825016,-0.825016,62.04516,2,cluster5
924,54.305862,53.482056,-0.823806,-0.823806,29.941088,2,cluster6
925,39.82484,39.00513,-0.81971,-0.81971,21.897214,2,cluster3
926,79.06702,76.69679,-0.592557,-0.81882,108.311536,5,cluster2
927,69.14418,66.5111,-0.65827,-0.81456,94.095569,5,cluster2
928,114.735344,113.74505,-0.495147,-0.802924,95.114671,3,cluster5
929,44.01944,43.09389,-0.308517,-0.801381,48.410966,4,cluster6
930,64.44146,63.646084,-0.795376,-0.795376,35.579873,2,cluster6
931,107.38632,106.40832,-0.489,-0.79322,88.996594,3,cluster5
932,100.951454,99.540115,-0.352835,-0.792999,138.837272,5,cluster4
933,107.362404,105.987045,-0.687679,-0.79216,88.924626,3,cluster5
934,109.8518,109.05983,-0.79197,-0.79197,60.808786,2,cluster5
935,37.020126,35.43067,-0.529819,-0.79013,40.459932,4,cluster6
936,55.799999,54.479998,-0.660001,-0.790002,45.98611,3,cluster6
937,11.141278,10.352204,-0.789074,-0.789074,5.970412,2,cluster0
938,121.22198,117.888725,-0.666651,-0.78627,199.382802,6,cluster4
939,26.233232,24.32804,-0.635064,-0.784935,28.143071,4,cluster2
940,60.35432,59.14417,-0.403383,-0.784827,66.492857,4,cluster6
941,54.899998,54.119998,-0.78,-0.78,30.283332,2,cluster6
942,67.567345,66.53448,-0.516432,-0.7785,55.948557,3,cluster6
943,57.56349,56.785812,-0.777678,-0.777678,31.763695,2,cluster6
944,43.27506,42.499264,-0.775796,-0.775796,23.826201,2,cluster3
945,62.19308,61.41853,-0.77455,-0.77455,34.336558,2,cluster6
946,106.07118,105.298584,-0.772596,-0.772596,58.713823,2,cluster5
947,7.33,6.29,-0.346667,-0.77,7.744444,4,cluster0
948,64.07034,63.301395,-0.768945,-0.768945,35.381037,2,cluster6
949,41.297516,39.95902,-0.669248,-0.766663,33.82983,3,cluster6
950,118.60219,117.835686,-0.766504,-0.766504,65.677188,2,cluster5
951,109.742096,108.04203,-0.566689,-0.762494,120.925461,4,cluster4
952,68.77859,68.017166,-0.761424,-0.761424,37.998821,2,cluster6
953,52.959997,52.199997,-0.76,-0.76,29.211109,2,cluster3
954,107.295975,106.07034,-0.612818,-0.757875,88.862337,3,cluster5
955,57.696754,56.92411,-0.386322,-0.757494,47.65559,3,cluster6
956,7.401172,6.644339,-0.756833,-0.756833,3.901531,2,cluster0
957,90.11481,88.51575,-0.399765,-0.756505,124.39374,5,cluster4
958,109.59152,108.83825,-0.75327,-0.75327,60.674936,2,cluster5
959,110.36756,109.49103,-0.438265,-0.74778,91.521769,3,cluster5
960,63.1331,62.386158,-0.746942,-0.746942,34.866461,2,cluster6
961,59.83908,59.09269,-0.74639,-0.74639,33.036603,2,cluster6
962,23.890375,22.238628,-0.550582,-0.744732,25.527671,4,cluster2
963,56.687565,55.27859,-0.704488,-0.743805,46.641643,3,cluster6
964,118.185104,117.12344,-0.530832,-0.74239,98.103993,3,cluster5
965,60.913425,59.60871,-0.326179,-0.738996,83.932358,5,cluster2
966,86.29983,84.67035,-0.54316,-0.73593,95.111182,4,cluster4
967,117.14286,116.40723,-0.73563,-0.73563,64.875025,2,cluster5
968,96.53447,95.37672,-0.578875,-0.73299,79.920186,3,cluster5
969,54.73,54,-0.73,-0.73,30.202778,2,cluster6
970,91.24963,88.94954,-0.575022,-0.727935,125.197791,5,cluster4
971,61.342285,60.61645,-0.725835,-0.725835,33.877426,2,cluster6
972,55.879999,54.899998,-0.490001,-0.720002,46.222221,3,cluster6
973,52.419997,51.479998,-0.469999,-0.719998,43.361109,3,cluster6
974,62.06371,61.343796,-0.719914,-0.719914,34.279863,2,cluster6
975,107.62391,106.90674,-0.71717,-0.71717,59.591847,2,cluster5
976,102.721146,102.00435,-0.716796,-0.716796,56.868193,2,cluster5
977,45.2141,44.499462,-0.714638,-0.714638,24.920434,2,cluster3
978,4.24787,3.4596,-0.394135,-0.712784,3.122932,3,cluster0
979,6.33,5.4,-0.465,-0.71,4.819444,3,cluster0
980,23.248638,20.814135,-0.304313,-0.709277,55.140844,9,cluster2
981,106.732155,105.422134,-0.655011,-0.709252,88.412688,3,cluster5
982,97.692085,96.98539,-0.706695,-0.706695,54.077076,2,cluster5
983,48.204006,47.498096,-0.70591,-0.70591,26.583917,2,cluster3
984,66.0503,65.34649,-0.70381,-0.70381,36.499108,2,cluster6
985,88.183205,87.47959,-0.703615,-0.703615,48.795221,2,cluster6
986,116.408905,115.224525,-0.59219,-0.701981,96.544427,3,cluster5
987,49.56091,48.86019,-0.70072,-0.70072,27.339194,2,cluster3
988,48.18242,47.48218,-0.70024,-0.70024,26.5735,2,cluster3
989,28.679999,27.979999,-0.7,-0.7,15.738888,2,cluster3
990,54.087486,53.25301,-0.417238,-0.699432,44.803594,3,cluster6
991,87.07406,86.38557,-0.68849,-0.68849,48.183231,2,cluster6
992,74.98238,73.8101,-0.234456,-0.68725,124.150967,6,cluster2
993,87.025505,86.34337,-0.682135,-0.682135,48.158021,2,cluster6
994,79.37962,78.699684,-0.679936,-0.679936,43.910918,2,cluster6
995,101.56145,100.88169,-0.67976,-0.67976,56.234206,2,cluster5
996,66.87545,66.19737,-0.67808,-0.67808,36.964672,2,cluster6
997,12.961078,11.920155,-0.520462,-0.674214,10.324471,3,cluster0
998,38.927475,37.79505,-0.377475,-0.673586,42.804996,4,cluster6
999,52.609436,50.95927,-0.550055,-0.672144,57.588356,4,cluster6
1000,12.599999,11.929999,-0.67,-0.67,6.813889,2,cluster0
1001,99.35014,98.683075,-0.667065,-0.667065,55.009226,2,cluster5
1002,62.409454,61.74288,-0.666574,-0.666574,34.486759,2,cluster6
1003,115.88925,115.22509,-0.66416,-0.66416,64.198428,2,cluster5
1004,105.99352,105.33022,-0.6633,-0.6633,58.701039,2,cluster5
1005,79.816956,79.15491,-0.662046,-0.662046,44.158852,2,cluster6
1006,102.31069,100.36323,-0.486865,-0.66195,140.641383,5,cluster4
1007,56.459999,55.799999,-0.66,-0.66,31.183333,2,cluster6
1008,77.21325,76.55392,-0.65933,-0.65933,42.713103,2,cluster6
1009,120.970535,120.31166,-0.658875,-0.658875,67.022832,2,cluster5
1010,102.73823,100.56305,-0.543795,-0.65438,141.082908,5,cluster4
1011,73.41608,71.98642,-0.357415,-0.65126,100.831192,5,cluster2
1012,38.700001,38.050001,-0.65,-0.65,21.319445,2,cluster3
1013,65.194374,64.54873,-0.645644,-0.645644,36.039751,2,cluster6
1014,102.52509,101.88055,-0.64454,-0.64454,56.779344,2,cluster5
1015,83.96955,83.32798,-0.64157,-0.64157,46.471536,2,cluster6
1016,74.5647,73.92687,-0.63783,-0.63783,41.247658,2,cluster6
1017,112.368065,111.73064,-0.637425,-0.637425,62.24964,2,cluster5
1018,18.956549,15.611833,-0.557453,-0.63481,33.749175,7,cluster2
1019,54.48569,53.851105,-0.634585,-0.634585,30.093554,2,cluster6
1020,30.209999,29.069999,-0.57,-0.63,24.716666,3,cluster6
1021,84.54421,83.43021,-0.557,-0.629385,69.969235,3,cluster6
1022,60.98367,60.35432,-0.62935,-0.62935,33.704997,2,cluster6
1023,119.77336,119.14549,-0.62787,-0.62787,66.366347,2,cluster5
1024,117.52591,116.32615,-0.39992,-0.625886,129.759941,4,cluster4
1025,111.73712,111.11129,-0.62583,-0.62583,61.902336,2,cluster5
1026,75.555145,74.68961,-0.432768,-0.62487,62.655343,3,cluster6
1027,31.827347,31.20255,-0.624797,-0.624797,17.508305,2,cluster3
1028,52.295547,51.39204,-0.451753,-0.624313,43.155228,3,cluster6
1029,66.989975,66.36754,-0.622435,-0.622435,37.043754,2,cluster6
1030,62.161728,61.542255,-0.619473,-0.619473,34.362217,2,cluster6
1031,67.1552,66.54069,-0.61451,-0.61451,37.137747,2,cluster6
1032,117.04553,115.4234,-0.405533,-0.61242,161.254889,5,cluster4
1033,82.41986,81.81456,-0.6053,-0.6053,45.620672,2,cluster6
1034,98.909004,97.65054,-0.419488,-0.604394,109.148804,4,cluster4
1035,106.203186,105.600845,-0.602341,-0.602341,58.834453,2,cluster5
1036,54.489998,53.4,-0.544999,-0.6,44.969444,3,cluster6
1037,110.257,109.65721,-0.59979,-0.59979,61.087281,2,cluster5
1038,78.40551,77.809395,-0.596115,-0.596115,43.393029,2,cluster6
1039,67.07201,66.47896,-0.59305,-0.59305,37.097492,2,cluster6
1040,102.11555,100.25605,-0.3719,-0.59243,168.65301,6,cluster4
1041,72.966,72.37393,-0.59207,-0.59207,40.372203,2,cluster6
1042,60.285393,59.117966,-0.583713,-0.592018,49.753706,3,cluster6
1043,22.755526,21.575933,-0.235919,-0.590637,37.197488,6,cluster2
1044,38.089999,36.769998,-0.33,-0.590002,52.21111,5,cluster2
1045,6.308803,5.723719,-0.585084,-0.585084,3.342367,2,cluster0
1046,119.74033,119.15818,-0.58215,-0.58215,66.360697,2,cluster5
1047,54.458008,53.87678,-0.581228,-0.581228,30.092997,2,cluster6
1048,110.35049,109.77212,-0.57837,-0.57837,61.145169,2,cluster5
1049,59.674767,59.097244,-0.577523,-0.577523,32.992225,2,cluster6
1050,99.378914,98.584656,-0.397129,-0.576594,82.434969,3,cluster5
1051,98.09564,97.523384,-0.572256,-0.572256,54.338618,2,cluster5
1052,104.11283,102.97474,-0.284523,-0.56979,143.674478,5,cluster4
1053,113.6748,113.10994,-0.56486,-0.56486,62.995761,2,cluster5
1054,115.265144,114.70097,-0.564174,-0.564174,63.879476,2,cluster5
1055,88.18308,87.62064,-0.56244,-0.56244,48.834367,2,cluster6
1056,16.297318,15.737594,-0.559724,-0.559724,8.898587,2,cluster0
1057,111.82007,110.88067,-0.4697,-0.55789,92.816472,3,cluster5
1058,110.506546,109.95105,-0.555496,-0.555496,61.238221,2,cluster5
1059,34.561275,34.008743,-0.552532,-0.552532,19.047227,2,cluster3
1060,42.439999,41.399998,-0.520001,-0.55,34.924999,3,cluster6
1061,54.55,53.53,-0.51,-0.55,45.022222,3,cluster6
1062,55.449998,54.609998,-0.28,-0.55,61.052775,4,cluster6
1063,96.1738,95.591484,-0.291158,-0.547646,79.973448,3,cluster5
1064,48.741726,48.20007,-0.541656,-0.541656,26.928277,2,cluster3
1065,102.19812,101.20935,-0.32959,-0.5321,112.85995,4,cluster4
1066,111.887054,111.35761,-0.529444,-0.529444,62.012407,2,cluster5
1067,62.792015,62.266262,-0.525753,-0.525753,34.73841,2,cluster6
1068,103.53407,102.460815,-0.357752,-0.522405,114.570376,4,cluster4
1069,66.54069,66.01829,-0.5224,-0.5224,36.821939,2,cluster6
1070,55.9211,54.96852,-0.317527,-0.521768,61.644494,4,cluster6
1071,56.370907,55.363754,-0.503576,-0.515156,46.559325,3,cluster6
1072,54.776722,54.261795,-0.514927,-0.514927,30.288477,2,cluster6
1073,108.71339,108.20216,-0.51123,-0.51123,60.254319,2,cluster5
1074,54.18,53.67,-0.51,-0.51,29.958333,2,cluster6
1075,68.74803,68.11841,-0.31481,-0.509985,56.973468,3,cluster6
1076,93.632385,93.123436,-0.508949,-0.508949,51.876617,2,cluster5
1077,102.63402,101.83263,-0.26713,-0.506395,113.463868,4,cluster4
1078,111.258965,110.75482,-0.504145,-0.504145,61.670496,2,cluster5
1079,12.550942,12.014746,-0.268098,-0.501205,10.170951,3,cluster0
1080,52.199997,51.699997,-0.5,-0.5,28.861109,2,cluster3
1081,47.839997,47.339997,-0.5,-0.5,26.438887,2,cluster3
1082,53.864414,52.478504,-0.46197,-0.498589,59.103147,4,cluster6
1083,56.156235,55.662865,-0.49337,-0.49337,31.060861,2,cluster6
1084,37.18109,36.687855,-0.493235,-0.493235,20.519151,2,cluster3
1085,38.51567,38.03034,-0.48533,-0.48533,21.262781,2,cluster3
1086,25.954636,25.472477,-0.482159,-0.482159,14.285309,2,cluster3
1087,93.766525,93.2854,-0.481125,-0.481125,51.958868,2,cluster5
1088,74.08893,73.25797,-0.276987,-0.48065,81.874958,4,cluster6
1089,38.700001,38.220001,-0.48,-0.48,21.366667,2,cluster3
1090,41.689998,40.919999,-0.384999,-0.479998,34.447221,3,cluster6
1091,55.48767,54.661606,-0.275355,-0.47829,61.140438,4,cluster6
1092,30.275713,29.799885,-0.475828,-0.475828,16.687666,2,cluster3
1093,118.44393,117.69041,-0.37676,-0.47466,98.416503,3,cluster5
1094,106.07654,105.60556,-0.47098,-0.47098,58.800583,2,cluster5
1095,89.83585,89.17305,-0.3314,-0.470906,74.54829,3,cluster5
1096,4.82,4.35,-0.47,-0.47,2.547222,2,cluster0
1097,59.549998,58.929998,-0.31,-0.47,49.411109,3,cluster6
1098,106.78176,106.09272,-0.34452,-0.463715,88.73081,3,cluster5
1099,39.893246,39.42961,-0.463636,-0.463636,22.034127,2,cluster3
1100,98.78203,98.319466,-0.462564,-0.462564,54.750416,2,cluster5
1101,126.23645,125.77692,-0.45953,-0.45953,70.003714,2,cluster5
1102,100.98814,100.52925,-0.45889,-0.45889,55.977053,2,cluster5
1103,63.769936,63.311123,-0.458813,-0.458813,35.300294,2,cluster6
1104,55.62765,54.381725,-0.311481,-0.458563,76.548838,5,cluster2
1105,38.700001,38.250001,-0.45,-0.45,21.375,2,cluster3
1106,99.82783,99.381195,-0.446635,-0.446635,55.33584,2,cluster5
1107,71.731125,71.28673,-0.444395,-0.444395,39.727182,2,cluster6
1108,105.78993,105.35004,-0.43989,-0.43989,58.649992,2,cluster5
1109,75.33405,74.80329,-0.26538,-0.434816,62.604291,3,cluster6
1110,79.53807,79.10682,-0.43125,-0.43125,44.068025,2,cluster6
1111,76.8807,76.450615,-0.430085,-0.430085,42.592032,2,cluster6
1112,54.43,54,-0.43,-0.43,30.119444,2,cluster6
1113,106.63171,106.20286,-0.42885,-0.42885,59.120714,2,cluster5
1114,12.896919,11.874743,-0.170363,-0.42765,23.77693,7,cluster0
1115,118.29213,117.86458,-0.42755,-0.42755,65.599086,2,cluster5
1116,59.768604,59.34335,-0.425254,-0.425254,33.086654,2,cluster6
1117,86.448746,86.024666,-0.42408,-0.42408,47.909281,2,cluster6
1118,98.43498,97.777435,-0.328773,-0.422535,81.781218,3,cluster5
1119,112.55694,112.13529,-0.42165,-0.42165,62.414508,2,cluster5
1120,60.167797,59.746975,-0.420822,-0.420822,33.309659,2,cluster6
1121,107.01602,106.59538,-0.42064,-0.42064,59.3365,2,cluster5
1122,109.62258,109.20351,-0.41907,-0.41907,60.785025,2,cluster5
