@relation weka_TrainingData_driverHabit_jee_df_clustered

@attribute Instance_number numeric
@attribute 56.270603 numeric
@attribute 0 numeric
@attribute -28.1353015 numeric
@attribute -46.072006 numeric
@attribute 28.4285025 numeric
@attribute 3 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
355,7.377871,1.761393,-2.808239,-2.957743,3.766498,3,cluster0
356,55.42672,50.804867,-1.540618,-2.948963,59.81557,4,cluster2
357,109.9554,103.10505,-2.28345,-2.94511,118.563769,4,cluster4
358,50.649776,47.63408,-1.507848,-2.94062,40.553614,3,cluster2
359,105.09488,85.96582,-1.912906,-2.938344,289.486276,11,cluster4
360,102.90935,99.38208,-1.763635,-2.92646,84.611103,3,cluster5
361,42.143898,35.570503,-0.939056,-2.924624,87.285339,8,cluster2
362,38.68825,35.766834,-2.921416,-2.921416,20.681968,2,cluster3
363,104.10839,95.563995,-1.220628,-2.919205,222.326332,8,cluster4
364,49.32993,46.41166,-2.91827,-2.91827,26.594886,2,cluster3
365,92.57402,85.58217,-1.747963,-2.912635,123.139049,5,cluster4
366,83.93738,78.102425,-0.972492,-2.90268,156.777233,7,cluster4
367,56.840927,53.951767,-2.88916,-2.88916,30.775748,2,cluster3
368,54.1157,48.502403,-1.403324,-2.868352,71.361864,5,cluster2
369,100.22082,97.35295,-2.86787,-2.86787,54.881603,2,cluster5
370,48.522488,45.545605,-0.992294,-2.864758,52.234113,4,cluster2
371,43.320606,38.90703,-2.206788,-2.8597,34.442879,3,cluster2
372,75.67625,69.2715,-1.28095,-2.8482,119.637778,6,cluster2
373,103.479454,96.533615,-1.389168,-2.846581,166.495766,6,cluster4
374,100.062386,94.19823,-1.954719,-2.844625,107.225823,4,cluster4
375,77.96132,75.124214,-2.837106,-2.837106,42.523759,2,cluster2
376,90.998856,86.49558,-1.501092,-2.83297,98.278462,4,cluster4
377,50.61036,47.720882,-1.444739,-2.82478,41.354696,3,cluster2
378,6.3,3.48,-2.82,-2.82,2.716667,2,cluster0
379,55.878872,52.904903,-1.486984,-2.813995,44.957959,3,cluster2
380,20.369999,17.56,-2.81,-2.81,10.536111,2,cluster3
381,112.80765,110.006035,-2.801615,-2.801615,61.89269,2,cluster5
382,75.05469,69.097,-1.985897,-2.799655,79.824872,4,cluster2
383,96.207146,93.43019,-2.776956,-2.776956,52.677038,2,cluster5
384,103.08912,97.387245,-1.900625,-2.76303,111.096746,4,cluster4
385,119.13693,112.10633,-1.75765,-2.7626,160.961133,5,cluster4
386,52.939997,49.439999,-1.749999,-2.759998,42.938887,3,cluster2
387,108.30291,104.20361,-1.366433,-2.75908,118.702178,4,cluster4
388,69.25014,64.62167,-1.542823,-2.753925,74.645976,4,cluster2
389,34.983063,32.08575,-1.448657,-2.750542,28.306974,3,cluster2
390,10.363751,7.388455,-1.487648,-2.749013,7.046373,3,cluster0
391,46.41766,43.684338,-2.733322,-2.733322,25.028333,2,cluster3
392,4.339772,0,-1.084943,-2.732015,1.986064,5,cluster0
393,73.16908,69.04948,-1.0299,-2.727206,98.559465,5,cluster2
394,102.15837,97.89156,-2.133405,-2.720615,83.517251,3,cluster5
395,43.849999,40.5,-1.675,-2.72,34.855555,3,cluster2
396,54.689998,48.109998,-1.645,-2.710001,71.538887,5,cluster2
397,42.609999,38.160001,-0.89,-2.709998,67.366667,6,cluster2
398,44.908356,42.206738,-2.701618,-2.701618,24.198637,2,cluster3
399,58.160473,55.46343,-2.697043,-2.697043,31.562195,2,cluster3
400,117.63506,114.938385,-2.696675,-2.696675,64.603735,2,cluster5
401,55.789998,53.099998,-2.689999,-2.689999,30.247221,2,cluster3
402,78.04135,71.160164,-2.293729,-2.68034,83.024248,4,cluster2
403,16.87735,12.857496,-0.803971,-2.672687,23.459365,6,cluster0
404,104.823654,94.50555,-1.719684,-2.671409,193.427493,7,cluster4
405,100.929565,96.65391,-2.137828,-2.66948,82.474129,3,cluster5
406,98.407074,95.74023,-2.666844,-2.666844,53.929807,2,cluster5
407,108.07269,104.3709,-1.23393,-2.65872,117.837981,4,cluster4
408,47.969532,39.86469,-1.350807,-2.652939,86.483977,7,cluster2
409,108.68389,106.035,-2.64889,-2.64889,59.644136,2,cluster5
410,24.165495,19.369951,-2.397772,-2.639752,18.206986,3,cluster2
411,75.72466,72.201805,-1.174285,-2.635651,82.675945,4,cluster2
412,64.05797,60.778667,-1.639652,-2.631727,51.739689,3,cluster6
413,56.25052,53.62048,-2.63004,-2.63004,30.519722,2,cluster3
414,53.47549,49.919468,-1.778011,-2.621652,43.315577,3,cluster2
415,101.970085,99.35238,-2.617705,-2.617705,55.922907,2,cluster5
416,120.265434,116.15143,-2.057002,-2.61401,98.661751,3,cluster5
417,70.544426,67.9329,-2.611526,-2.611526,38.465924,2,cluster2
418,108.627045,104.86698,-0.940016,-2.606751,147.297376,5,cluster4
419,83.82452,81.22134,-2.60318,-2.60318,45.846072,2,cluster2
420,4.869936,2.270428,-2.434968,-2.599507,1.983434,3,cluster0
421,105.39647,94.99215,-1.734053,-2.59467,194.936233,7,cluster4
422,101.68163,97.41158,-2.135025,-2.593875,83.082962,3,cluster5
423,39.317535,36.2124,-1.035045,-2.568373,42.550256,4,cluster2
424,110.672935,108.10762,-2.565315,-2.565315,60.772376,2,cluster5
425,82.7867,68.02255,-0.984277,-2.563616,337.257242,16,cluster4
426,107.244995,102.85702,-1.096994,-2.56287,146.117095,5,cluster4
427,81.59357,79.033264,-2.560306,-2.560306,44.618565,2,cluster2
428,5.330431,0.241604,-0.726975,-2.560201,8.686428,8,cluster0
429,70.72185,64.70665,-2.005067,-2.55892,75.256719,4,cluster2
430,13.614937,9.288432,-1.442168,-2.543398,12.968576,4,cluster0
431,44.030598,36.845,-2.395199,-2.52689,44.958019,4,cluster2
432,44.61557,40.90434,-1.855615,-2.52326,35.447839,3,cluster2
433,71.26763,66.760056,-2.253787,-2.522334,37.789568,3,cluster2
434,96.65862,94.141754,-2.516866,-2.516866,53.000104,2,cluster5
435,61.873,58.250767,-1.811117,-2.513493,50.246674,3,cluster6
436,83.743164,78.81996,-1.641068,-2.51082,89.764684,4,cluster4
437,107.81413,105.17531,-1.31941,-2.50548,89.075064,3,cluster5
438,64.31111,61.30136,-1.504875,-2.50283,52.615739,3,cluster6
439,119.15399,116.65158,-2.50241,-2.50241,65.501547,2,cluster5
440,56.009999,53.31,-1.35,-2.489999,45.866666,3,cluster6
441,120.749176,118.260895,-2.488281,-2.488281,66.391686,2,cluster5
442,79.22631,75.05469,-2.08581,-2.480315,64.174165,3,cluster2
443,36.74773,34.270657,-2.477073,-2.477073,19.72733,2,cluster3
444,62.42792,59.954678,-2.473242,-2.473242,33.995166,2,cluster3
445,96.61288,94.15712,-2.45576,-2.45576,52.991667,2,cluster5
446,33.628723,29.718706,-1.303339,-2.450209,35.492153,4,cluster2
447,99.89774,95.54776,-1.087495,-2.44857,136.65436,5,cluster4
448,112.451324,109.2472,-1.602062,-2.446494,92.139821,3,cluster5
449,114.36585,111.921616,-2.444234,-2.444234,62.857629,2,cluster5
450,117.265305,114.82443,-2.440875,-2.440875,64.469371,2,cluster5
451,62.61856,59.76199,-1.428285,-2.430835,50.71341,3,cluster6
452,17.141268,11.02861,-1.528164,-2.428411,19.646291,5,cluster0
453,99.8566,97.428406,-2.428194,-2.428194,54.801391,2,cluster5
454,13.943499,11.519522,-2.423977,-2.423977,7.073061,2,cluster0
455,35.41218,30.100042,-0.885356,-2.41467,63.264903,7,cluster2
456,101.37471,98.40703,-1.48384,-2.40528,83.498347,3,cluster5
457,55.086422,51.40981,-1.225537,-2.40376,59.522859,4,cluster6
458,88.91106,73.628296,-0.955173,-2.40149,380.660004,17,cluster4
459,69.289604,56.302166,-1.443049,-2.39547,173.071832,10,cluster2
460,110.59928,108.21185,-2.38743,-2.38743,60.780869,2,cluster5
461,81.05014,70.152664,-1.556782,-2.37788,165.461382,8,cluster4
462,105.875404,99.46144,-1.282793,-2.3777,171.516104,6,cluster4
463,122.50136,96.35647,-1.376047,-2.37362,605.064087,20,cluster4
464,107.24913,103.82963,-1.139833,-2.37086,117.771544,4,cluster4
465,109.75751,100.84263,-1.273554,-2.370204,234.402044,8,cluster4
466,52.3334,49.96372,-2.36968,-2.36968,28.415867,2,cluster3
467,73.29455,69.89315,-1.1338,-2.36883,80.197814,4,cluster2
468,88.990776,86.625595,-2.365181,-2.365181,48.782325,2,cluster5
469,51.628082,48.002495,-1.208529,-2.364682,55.033725,4,cluster6
470,100.73738,96.13286,-1.53484,-2.352735,108.790149,4,cluster4
471,101.75468,95.55286,-1.240364,-2.342204,165.8151,6,cluster4
472,80.95689,75.27499,-1.420475,-2.337525,108.159604,5,cluster2
473,102.80805,100.47205,-2.336,-2.336,56.466694,2,cluster5
474,106.1094,101.885635,-1.407922,-2.32924,115.416571,4,cluster4
475,102.12036,98.84889,-1.635735,-2.32212,83.92785,3,cluster5
476,68.28581,63.33143,-1.238595,-2.32163,91.551583,5,cluster2
477,110.358894,100.668755,-0.969014,-2.31699,324.171848,11,cluster4
478,54,51.449998,-1.275001,-2.31,44.224999,3,cluster6
479,115.66693,111.838455,-1.914238,-2.300665,94.901251,3,cluster5
480,97.135315,90.187805,-1.736878,-2.29892,130.331849,5,cluster4
481,104.908875,97.865234,-0.880455,-2.28912,253.482233,9,cluster4
482,104.88305,102.59554,-2.28751,-2.28751,57.632942,2,cluster5
483,104.55034,98.12797,-0.917481,-2.279,224.54894,8,cluster4
484,87.00722,80.94118,-1.51651,-2.278936,117.424033,5,cluster4
485,59.71847,57.44223,-2.27624,-2.27624,32.544639,2,cluster3
486,108.83036,106.564514,-2.265846,-2.265846,59.831909,2,cluster5
487,96.793564,94.531044,-2.26252,-2.26252,53.145724,2,cluster5
488,29.299238,27.040857,-2.258381,-2.258381,15.650026,2,cluster3
489,90.38507,86.361664,-2.011703,-2.255446,73.712179,3,cluster5
490,85.26827,83.02498,-2.24329,-2.24329,46.748125,2,cluster5
491,31.206713,28.965776,-2.240937,-2.240937,16.71458,2,cluster3
492,118.27737,114.0957,-2.090835,-2.23757,96.781353,3,cluster5
493,39.466022,35.99183,-1.158064,-2.235616,41.916299,4,cluster2
494,100.55956,98.33808,-2.22148,-2.22148,55.249344,2,cluster5
495,111.4591,108.85591,-1.301595,-2.21515,92.051686,3,cluster5
496,111.09269,107.95205,-1.04688,-2.213684,121.458546,4,cluster4
497,91.39137,88.70933,-1.34102,-2.21311,75.284206,3,cluster5
498,70.33193,68.119606,-2.212324,-2.212324,38.45876,2,cluster2
499,32.08575,28.867264,-1.609243,-2.211349,25.229837,3,cluster2
500,53.681503,49.72159,-0.791983,-2.189003,85.289124,6,cluster2
501,107.49962,105.31086,-2.18876,-2.18876,59.114022,2,cluster5
502,67.21714,64.93556,-1.14079,-2.18512,54.773533,3,cluster6
503,53.217266,49.68159,-1.767838,-2.177976,42.988451,3,cluster6
504,112.1282,96.19412,-1.062272,-2.168534,455.768737,16,cluster4
505,71.14001,68.56222,-1.288895,-2.16585,57.965664,3,cluster6
506,112.90422,108.699,-2.10261,-2.164,92.317622,3,cluster5
507,108.29216,106.131065,-2.161095,-2.161095,59.562007,2,cluster5
508,8.805708,5.858752,-1.473478,-2.143694,6.296363,3,cluster0
509,39.94826,31.21158,-0.672052,-2.138336,135.998084,14,cluster2
510,86.69859,81.114006,-1.396146,-2.126434,117.090682,5,cluster4
511,105.11514,101.56855,-1.773295,-2.110875,86.024432,3,cluster5
512,46.83937,44.73073,-2.10864,-2.10864,25.436139,2,cluster3
513,105.35325,101.92645,-1.7134,-2.09604,86.472831,3,cluster5
514,43.95812,39.891216,-1.016726,-2.0887,59.195886,5,cluster2
515,120.25247,114.281235,-0.995206,-2.08496,228.450957,7,cluster4
516,105.91972,102.865204,-1.018172,-2.08149,115.431668,4,cluster4
517,107.06892,102.90819,-1.040183,-2.07819,146.3612,5,cluster4
518,87.503494,81.74221,-1.440321,-2.07062,117.388351,5,cluster4
519,97.07311,95.00278,-2.07033,-2.07033,53.354414,2,cluster5
520,108.28908,105.94914,-1.16997,-2.06857,89.016314,3,cluster5
521,104.47079,99.45674,-0.835675,-2.067084,198.844921,7,cluster4
522,100.15705,96.33836,-1.909345,-2.05857,81.831636,3,cluster5
523,83.666855,81.61068,-2.056175,-2.056175,45.910426,2,cluster5
524,114.57129,112.51735,-2.05394,-2.05394,63.080178,2,cluster5
525,59.65215,55.368195,-0.856791,-2.052185,95.928849,6,cluster2
526,109.463844,107.41828,-2.045564,-2.045564,60.245034,2,cluster5
527,119.28331,116.05324,-1.615035,-2.04164,97.938394,3,cluster5
528,126.06881,120.165504,-1.180661,-2.041194,204.460942,6,cluster4
529,116.8091,113.87661,-1.466245,-2.03198,95.961897,3,cluster5
530,73.01315,70.99427,-2.01888,-2.01888,40.002061,2,cluster6
531,29.508764,26.521994,-0.99559,-2.005846,31.446935,4,cluster2
532,5.117029,0.319053,-0.599747,-2.004951,9.578432,9,cluster0
533,51.866455,49.864197,-2.002258,-2.002258,28.258514,2,cluster3
534,86.56772,82.946846,-1.810437,-1.990564,70.681104,3,cluster5
535,100.20842,95.973595,-1.058706,-1.98696,136.272576,5,cluster4
536,112.13978,108.31899,-1.273597,-1.98208,121.952211,4,cluster4
537,105.58542,102.44085,-1.04819,-1.981536,115.807973,4,cluster4
538,114.49239,110.78158,-1.855405,-1.98087,93.829303,3,cluster5
539,103.15672,101.14532,-1.0057,-1.98052,84.855067,3,cluster5
540,43.59348,40.26878,-1.108233,-1.973592,46.754652,4,cluster6
541,107.620415,104.38135,-1.079688,-1.966786,117.549631,4,cluster4
542,97.206604,93.80631,-1.133431,-1.96449,106.652979,4,cluster4
543,122.6885,120.101425,-1.293538,-1.959315,101.347407,3,cluster5
544,101.22118,96.462326,-1.586285,-1.95612,109.584546,4,cluster4
545,100.11103,97.25155,-0.95316,-1.95272,109.828578,4,cluster4
546,119.54581,110.62576,-1.115006,-1.95036,287.793889,9,cluster4
547,32.531273,29.817532,-0.90458,-1.949553,34.102189,4,cluster2
548,103.2221,100.56865,-0.884483,-1.94726,113.757369,4,cluster4
549,97.281105,95.33565,-1.945455,-1.945455,53.504654,2,cluster5
550,107.7182,104.34485,-1.12445,-1.93919,118.333658,4,cluster4
551,98.95169,95.792305,-1.579692,-1.931556,81.045591,3,cluster5
552,72.04175,70.112656,-1.929094,-1.929094,39.487335,2,cluster6
553,39.99368,38.06933,-1.92435,-1.92435,21.684169,2,cluster3
554,121.10409,119.181755,-1.922335,-1.922335,66.746068,2,cluster5
555,97.60519,95.68605,-1.91914,-1.91914,53.692011,2,cluster5
556,25.039131,23.120144,-1.918987,-1.918987,13.377576,2,cluster3
557,72.57127,67.92924,-0.928406,-1.90795,116.776143,6,cluster2
558,68.282906,65.08634,-1.065522,-1.905602,73.909801,4,cluster6
559,49.48445,47.330532,-1.076959,-1.884708,40.563951,3,cluster6
560,114.70097,112.81809,-1.88288,-1.88288,63.199739,2,cluster5
561,131.57108,119.43322,-1.011488,-1.874354,457.016232,13,cluster4
562,35.0246,33.042507,-0.991047,-1.86528,28.604137,3,cluster6
563,15.611833,12.896919,-0.678728,-1.858508,19.127749,5,cluster0
564,30.535625,26.99891,-0.442089,-1.85407,71.380192,9,cluster2
565,43.82087,37.04141,-0.968494,-1.846858,90.6461,8,cluster2
566,40.29541,38.450512,-1.844898,-1.844898,21.873867,2,cluster3
567,31.08022,29.246689,-1.833531,-1.833531,16.757475,2,cluster3
568,104.47372,102.64205,-1.83167,-1.83167,57.532158,2,cluster5
569,105.269226,103.44085,-1.828376,-1.828376,57.975021,2,cluster5
570,65.81906,62.59835,-0.805177,-1.820384,88.995647,5,cluster2
571,37.88394,36.06399,-1.81995,-1.81995,20.541092,2,cluster3
572,47.302284,45.47948,-0.911402,-1.818984,38.406962,3,cluster6
573,108.929276,107.11417,-1.815106,-1.815106,60.012068,2,cluster5
574,46.09421,42.667686,-1.142175,-1.81302,48.966564,4,cluster6
575,92.594124,90.781425,-1.812699,-1.812699,50.937652,2,cluster5
576,44.14365,39.86939,-0.854852,-1.810247,70.733218,6,cluster2
577,47.3502,43.97107,-1.126377,-1.804722,51.066538,4,cluster6
578,126.78963,118.079346,-0.967809,-1.80265,339.27761,10,cluster4
579,109.30422,107.50159,-1.80263,-1.80263,60.223836,2,cluster5
580,50.580772,48.78069,-1.800082,-1.800082,27.600406,2,cluster3
581,57.045372,52.259865,-1.196377,-1.794144,76.018755,5,cluster2
582,105.62576,101.16895,-0.891362,-1.78967,173.67114,6,cluster4
583,71.644714,69.85842,-1.786294,-1.786294,39.306426,2,cluster6
584,117.16205,115.37609,-1.78596,-1.78596,64.593928,2,cluster5
585,81.73666,78.9382,-1.39923,-1.78267,67.054369,3,cluster6
586,108.11007,103.985344,-1.374909,-1.7826,117.701884,4,cluster4
587,28.11938,26.337242,-1.782138,-1.782138,15.126839,2,cluster3
588,4.995605,0.78949,-0.841223,-1.781233,3.78843,6,cluster0
589,101.488434,99.391235,-1.048599,-1.777614,83.497358,3,cluster5
590,119.00096,116.09615,-1.452405,-1.77457,98.046619,3,cluster5
591,54.193207,52.176136,-1.008536,-1.773744,44.533118,3,cluster6
592,95.792305,92.64649,-1.572907,-1.766095,78.462501,3,cluster5
593,108.328804,100.33328,-0.99944,-1.76498,259.789782,9,cluster4
594,62.365833,60.008663,-1.19478,-1.762843,50.827079,4,cluster6
595,5.277828,1.578358,-0.924867,-1.75074,4.057313,5,cluster0
596,64.82618,62.12015,-0.90201,-1.750096,70.296257,4,cluster6
597,50.043476,47.600407,-0.814356,-1.749484,54.414777,4,cluster6
598,89.394264,87.64879,-1.745474,-1.745474,49.178626,2,cluster5
599,106.20189,104.45839,-1.7435,-1.7435,58.516744,2,cluster5
600,38.3649,36.638275,-1.726625,-1.726625,20.834215,2,cluster3
601,46.799999,45.079999,-1.72,-1.72,25.522222,2,cluster3
602,4.650401,2.005317,-1.322542,-1.714552,2.664324,3,cluster0
603,110.56723,108.858795,-1.708435,-1.708435,60.951674,2,cluster5
604,114.08708,112.38118,-1.7059,-1.7059,62.90785,2,cluster5
605,105.85531,104.16098,-1.69433,-1.69433,58.337858,2,cluster5
606,95.64614,91.42426,-1.407293,-1.691749,103.949094,4,cluster4
607,124.13001,120.87261,-1.0858,-1.686984,135.732229,4,cluster4
608,101.30806,98.457695,-1.425183,-1.68278,83.164176,3,cluster5
609,104.90291,103.044655,-0.619418,-1.682515,115.5043,4,cluster4
610,40.20094,38.52379,-1.67715,-1.67715,21.867981,2,cluster3
611,81.66762,79.991936,-1.675684,-1.675684,44.905432,2,cluster6
612,113.738434,111.69176,-1.023337,-1.674654,93.748326,3,cluster5
613,4.521141,1.089948,-0.686239,-1.672978,4.015863,6,cluster0
614,49.820004,48.147408,-1.672596,-1.672596,27.21317,2,cluster3
615,107.14667,103.3623,-1.261457,-1.67008,117.207743,4,cluster4
616,41.909998,37.799999,-1.369999,-1.670001,44.355555,4,cluster6
617,67.84305,64.51156,-1.665745,-1.66723,55.148167,3,cluster6
618,99.9469,96.59465,-1.117417,-1.66679,109.272764,4,cluster4
619,106.22955,104.56774,-1.66181,-1.66181,58.554803,2,cluster5
620,97.08597,95.43115,-1.65482,-1.65482,53.476978,2,cluster5
621,88.977936,85.51147,-0.693293,-1.65298,145.551492,6,cluster4
622,68.71279,58.34619,-0.942418,-1.652745,213.469212,12,cluster2
623,39.599998,37.950001,-1.649998,-1.649998,21.541666,2,cluster3
624,103.517136,99.34017,-1.392322,-1.649535,112.510467,4,cluster4
625,106.93694,103.85229,-0.771162,-1.64667,147.028938,5,cluster4
626,40.88029,39.23709,-1.6432,-1.6432,22.254828,2,cluster3
627,56.699997,54.899998,-0.9,-1.629999,46.702775,3,cluster6
628,19.883347,18.25339,-1.629957,-1.629957,10.593538,2,cluster0
629,61.14812,58.10858,-1.51977,-1.628725,49.720557,3,cluster6
630,118.0081,115.81997,-1.094065,-1.62603,97.280594,3,cluster5
631,33.157295,31.539019,-1.618276,-1.618276,17.971198,2,cluster3
632,114.74126,113.12551,-1.61575,-1.61575,63.296325,2,cluster5
633,50.08555,48.470947,-1.614603,-1.614603,27.376805,2,cluster3
634,119.73625,117.62214,-1.057055,-1.61276,98.744967,3,cluster5
635,23.658798,22.04852,-1.610278,-1.610278,12.696477,2,cluster3
636,4.098621,1.613002,-1.24281,-1.605887,2.278988,3,cluster0
637,97.354614,95.02343,-0.777061,-1.59561,106.971759,4,cluster4
638,62.702057,56.547733,-1.230865,-1.593567,99.067833,6,cluster2
639,115.013756,113.16855,-0.922603,-1.591475,95.261759,3,cluster5
640,56.175686,53.062187,-1.037833,-1.590264,61.003828,4,cluster6
641,49.96363,48.37495,-1.58868,-1.58868,27.316272,2,cluster3
642,23.573639,20.447199,-1.042147,-1.585642,24.377576,4,cluster2
643,34.278008,32.69513,-1.582878,-1.582878,18.603649,2,cluster3
644,43.83779,42.181835,-0.827978,-1.58144,36.050806,3,cluster6
645,53.099998,51.519999,-1.579999,-1.579999,29.06111,2,cluster3
646,117.50107,113.03196,-0.558639,-1.57788,288.500788,9,cluster4
647,103.59572,97.85036,-0.638373,-1.57286,281.426478,10,cluster4
648,107.92486,106.08801,-0.918425,-1.57108,89.353322,3,cluster5
649,59.17,57.229998,-0.970001,-1.570002,48.333332,3,cluster6
650,97.84788,96.29668,-1.5512,-1.5512,53.929044,2,cluster5
651,87.29382,85.19957,-1.047125,-1.54347,72.010119,3,cluster5
652,44.827175,43.25454,-0.786318,-1.534925,36.492768,3,cluster6
653,93.34701,90.11263,-0.539063,-1.532921,178.01386,7,cluster4
654,123.0819,121.550385,-1.531515,-1.531515,67.953412,2,cluster5
655,14.128586,11.540118,-0.862823,-1.525104,13.970132,4,cluster0
656,47.6963,46.17297,-1.52333,-1.52333,26.074797,2,cluster3
657,106.71948,103.4733,-0.811545,-1.5206,146.088492,5,cluster4
658,98.5075,96.98742,-1.52008,-1.52008,54.304144,2,cluster5
659,78.271,76.6853,-0.79285,-1.514346,64.765541,3,cluster6
660,109.513855,107.48689,-0.675655,-1.51338,120.47974,4,cluster4
661,102.412766,98.95734,-0.691085,-1.508924,168.031393,6,cluster4
662,109.514534,107.56342,-0.975557,-1.501154,90.303148,3,cluster5
663,43.51582,41.290245,-1.112788,-1.498913,35.228603,3,cluster6
664,106.353516,104.063515,-0.763334,-1.497299,116.874901,4,cluster4
665,97.49145,95.99829,-1.49316,-1.49316,53.74715,2,cluster5
666,70.290535,68.798134,-1.492401,-1.492401,38.635741,2,cluster6
667,97.49783,94.7404,-1.378715,-1.48268,80.070383,3,cluster5
668,66.862335,65.38115,-1.481185,-1.481185,36.734301,2,cluster6
669,60.833878,56.340008,-0.580362,-1.480633,98.132873,9,cluster2
670,63.920776,62.443897,-1.476879,-1.476879,35.101298,2,cluster6
671,65.51843,64.04338,-1.47505,-1.47505,35.989392,2,cluster6
672,88.44266,83.71353,-1.182282,-1.47483,119.251828,5,cluster4
673,100.79282,99.32301,-1.46981,-1.46981,55.587731,2,cluster5
674,111.559784,110.091515,-1.468269,-1.468269,61.569805,2,cluster5
675,96.439674,91.27892,-0.860126,-1.46814,182.576476,7,cluster4
676,65.338135,58.994823,-0.792914,-1.465005,153.106275,9,cluster2
677,49.091675,47.63068,-1.460995,-1.460995,26.867321,2,cluster3
678,100.70021,97.63408,-1.022043,-1.45879,109.837911,4,cluster4
679,74.268585,71.54392,-0.908222,-1.45487,80.803387,4,cluster6
680,53.83821,52.277004,-0.780603,-1.452796,44.401393,3,cluster6
681,54.16,51.469997,-0.896668,-1.450002,58.791665,4,cluster6
682,112.65726,108.41103,-1.061557,-1.44823,153.194783,5,cluster4
683,99.715164,97.82723,-0.943967,-1.44036,82.447218,3,cluster5
684,60.829999,58.859998,-0.985001,-1.440002,49.997221,3,cluster6
685,41.94,40.5,-1.44,-1.44,22.9,2,cluster3
686,61.1288,58.400738,-0.454677,-1.438194,115.646871,7,cluster2
687,98.360634,96.92407,-1.436564,-1.436564,54.245751,2,cluster5
688,32.313892,30.880981,-1.432911,-1.432911,17.554131,2,cluster3
689,107.2885,105.54093,-0.873785,-1.43204,88.523858,3,cluster5
690,53.099998,51.059999,-1.02,-1.429999,43.513888,3,cluster6
691,65.82575,62.564156,-1.087198,-1.429766,71.276256,4,cluster6
692,55.232567,52.93648,-1.148043,-1.425527,45.147515,3,cluster6
693,101.80253,99.26053,-1.271,-1.42191,83.734356,3,cluster5
694,107.50996,105.26572,-1.12212,-1.42082,88.573561,3,cluster5
695,68.849174,67.429115,-1.420059,-1.420059,37.85508,2,cluster6
696,109.56465,108.14872,-1.41593,-1.41593,60.475936,2,cluster5
697,121.443146,118.97734,-1.232903,-1.412736,100.225156,3,cluster5
698,98.747734,97.288376,-0.729679,-1.412714,81.871444,3,cluster5
699,101.274475,99.86408,-1.410395,-1.410395,55.871821,2,cluster5
700,107.280815,105.51364,-0.883587,-1.409915,88.518154,3,cluster5
701,99.760124,98.35116,-1.408964,-1.408964,55.030912,2,cluster5
702,102.278366,100.872444,-1.405922,-1.405922,56.430781,2,cluster5
703,106.52703,103.17226,-1.118257,-1.405315,116.639485,4,cluster4
704,29.299999,27.9,-1.399999,-1.399999,15.888888,2,cluster3
705,49.602993,45.053356,-0.649948,-1.39349,105.116842,8,cluster2
706,103.847565,102.46328,-1.384285,-1.384285,57.308568,2,cluster5
707,110.88916,109.50748,-1.38168,-1.38168,61.221289,2,cluster5
708,83.66256,82.28196,-1.3806,-1.3806,46.0957,2,cluster6
709,38.792564,37.415287,-1.377277,-1.377277,21.168847,2,cluster3
710,105.063354,103.690994,-1.37236,-1.37236,57.987319,2,cluster5
711,45.17984,43.8123,-1.36754,-1.36754,24.720039,2,cluster3
712,86.78556,82.191734,-1.148456,-1.357596,117.374723,5,cluster4
713,112.56181,111.20549,-1.35632,-1.35632,62.157583,2,cluster5
714,82.57672,79.16798,-0.852185,-1.348515,112.76104,5,cluster4
715,102.920135,101.57474,-1.345395,-1.345395,56.804132,2,cluster5
716,21.143103,19.80644,-1.336663,-1.336663,11.374873,2,cluster0
717,43.260406,41.453403,-0.602334,-1.33463,47.157089,4,cluster6
718,101.11177,99.71255,-0.69961,-1.33377,83.852956,3,cluster5
719,101.31167,99.98246,-1.32921,-1.32921,55.915036,2,cluster5
720,56.33354,53.98782,-1.17286,-1.327446,46.010174,3,cluster6
721,116.33085,115.00644,-1.32441,-1.32441,64.260358,2,cluster5
722,112.03272,109.42088,-0.870613,-1.321986,122.803204,4,cluster4
723,104.572426,102.42506,-1.073683,-1.319416,86.180693,3,cluster5
724,50.004436,47.421604,-1.291416,-1.318106,40.601597,3,cluster6
725,110.57586,108.47002,-0.52646,-1.317871,152.001125,5,cluster4
726,105.32342,103.55951,-0.881955,-1.31772,87.1556,3,cluster5
727,69.91902,68.28467,-0.817175,-1.3177,57.723906,3,cluster6
728,99.40792,98.091805,-1.316115,-1.316115,54.861035,2,cluster5
729,43.16218,41.84756,-1.31462,-1.31462,23.613817,2,cluster3
730,70.15798,68.84868,-1.3093,-1.3093,38.612961,2,cluster6
731,123.690125,122.387596,-1.302529,-1.302529,68.354923,2,cluster5
732,25.154196,22.788548,-0.591412,-1.301606,32.803631,5,cluster2
733,12.124767,10.263584,-0.930592,-1.293797,9.227589,3,cluster0
734,68.09409,66.80221,-1.29188,-1.29188,37.471194,2,cluster6
735,47.360313,44.109684,-0.812657,-1.290996,63.657062,5,cluster2
736,116.48589,114.617325,-0.934283,-1.28771,96.194832,3,cluster5
737,3.978471,2.283543,-0.564976,-1.286503,3.551516,4,cluster0
738,57.58771,56.30236,-1.28535,-1.28535,31.636131,2,cluster6
739,89.11433,86.68985,-0.80816,-1.28312,97.798189,4,cluster4
