59,0,-59,-59,16,2,1
62,0,-21,-58,50,4,1
61,6,-27,-54,21,3,1
51,0,-51,-51,14,2,1
52,1,-13,-49,18,5,1
44,0,-44,-44,12,2,1
43,0,-22,-42,24,3,1
68,15,-17,-37,53,4,1
72,38,-34,-34,30,2,1
55,21,-34,-34,21,2,1
41,1,-10,-32,43,5,1
70,38,-32,-32,30,2,1
32,0,-32,-32,9,2,1
53,13,-14,-32,44,4,1
44,5,-10,-32,21,5,1
84,0,-14,-30,90,7,1
36,1,-9,-29,20,5,1
62,21,-8,-27,54,6,1
27,1,-26,-26,8,2,1
24,0,-24,-24,7,2,1
24,1,-23,-23,7,2,1
55,0,-7,-23,55,9,1
102,59,-7,-23,141,7,1
92,54,-9,-22,93,5,1
40,0,-7,-21,28,7,1
41,0,-8,-21,25,6,1
68,5,-5,-20,138,12,1
23,3,-20,-20,7,2,1
66,44,-11,-20,43,3,1
29,4,-4,-19,24,6,1
62,0,-9,-19,48,8,1
47,0,-5,-19,75,10,1
41,23,-19,-19,18,2,1
53,32,-10,-19,33,3,1
23,0,-8,-19,17,4,1
56,0,-6,-19,103,11,1
72,0,-6,-18,148,13,1
39,21,-18,-18,17,2,1
32,0,-8,-18,15,5,1
24,6,-18,-18,8,2,1
50,3,-6,-18,88,9,1
40,7,-5,-17,33,6,1
45,0,-9,-17,44,6,1
37,11,-9,-17,30,4,1
54,0,-7,-17,76,9,1
54,0,-5,-17,97,11,1
25,8,-17,-17,9,2,1
30,0,-3,-16,36,10,1
28,3,-3,-16,31,7,1
49,0,-8,-16,38,7,1
66,3,-11,-16,76,7,1
57,0,-9,-16,44,7,1
57,0,-8,-16,57,8,1
22,4,-4,-15,10,5,1
66,1,-3,-15,163,20,1
53,1,-3,-15,100,15,1
44,10,-7,-15,45,6,1
28,0,-7,-15,13,5,1
59,25,-7,-15,67,6,1
59,0,-5,-15,151,14,1
54,0,-4,-15,122,14,1
32,0,-5,-15,40,8,1
71,56,-15,-15,35,2,1
39,0,-5,-15,46,9,1
16,0,-5,-15,13,4,1
45,1,-3,-15,62,12,1
60,46,-14,-14,29,2,1
57,11,-8,-14,66,7,1
45,0,-8,-14,34,7,1
47,0,-6,-14,43,9,1
56,0,-6,-14,104,11,1
57,0,-9,-14,55,7,1
41,2,-8,-14,44,6,1
38,0,-6,-14,29,7,1
40,0,-5,-14,38,9,1
75,2,-4,-14,227,18,1
14,0,-14,-14,4,2,1
43,0,-6,-14,56,8,1
45,3,-4,-14,69,11,1
14,0,-14,-14,4,2,1
59,26,-8,-14,54,5,1
45,0,-8,-14,49,7,1
47,5,-7,-14,48,7,1
54,0,-7,-14,61,9,1
59,0,-5,-14,105,12,1
41,0,-5,-14,53,9,1
90,73,-4,-14,108,5,1
71,0,-4,-13,209,18,1
51,11,-6,-13,77,8,1
44,14,-4,-13,68,8,1
86,73,-13,-13,44,2,1
26,3,-5,-13,19,6,1
58,0,-4,-13,140,15,1
29,0,-4,-13,22,8,1
13,0,-13,-13,4,2,1
51,25,-9,-13,41,4,1
24,0,-8,-13,11,4,1
70,44,-5,-13,86,6,1
25,0,-5,-13,22,6,1
13,0,-13,-13,3,2,1
34,0,-9,-13,28,5,1
57,32,-6,-13,57,5,1
37,0,-4,-13,33,10,1
21,1,-1,-13,18,3,1
76,0,-4,-13,204,18,1
32,0,-8,-12,24,5,1
51,0,-5,-12,93,12,1
48,0,-5,-12,58,10,1
35,7,-5,-12,38,7,1
53,20,-4,-12,97,9,1
27,11,-8,-12,17,3,1
25,0,-6,-12,20,5,1
12,0,-12,-12,3,2,1
45,33,-12,-12,22,2,1
40,25,-7,-12,26,3,1
53,0,-7,-12,57,9,1
19,0,-6,-12,8,4,1
63,0,-5,-12,111,13,1
65,3,-5,-12,157,13,1
25,0,-3,-12,40,9,1
37,25,-12,-12,17,2,1
30,9,-7,-12,19,4,1
47,22,-6,-12,51,5,1
52,6,-5,-12,76,11,1
58,0,-7,-12,62,9,1
27,10,-2,-11,23,5,1
53,14,-6,-11,67,7,1
68,0,-4,-11,191,17,1
56,18,-4,-11,101,10,1
42,14,-7,-11,38,5,1
59,0,-6,-11,103,11,1
28,0,-6,-11,23,6,1
68,8,-5,-11,121,12,1
37,0,-5,-11,40,8,1
39,5,-4,-11,63,9,1
40,16,-4,-11,61,7,1
31,0,-3,-11,47,10,1
71,0,-5,-11,179,16,1
11,0,-11,-11,3,2,1
40,0,-7,-11,33,7,1
53,28,-6,-11,60,5,1
81,0,-6,-11,157,14,1
55,0,-6,-11,66,10,1
36,0,-6,-11,28,7,1
12,0,-6,-11,4,3,1
50,21,-6,-11,55,6,1
23,0,-6,-11,16,5,1
56,0,-6,-11,98,11,1
15,0,-5,-11,6,4,1
41,0,-5,-11,45,9,1
48,23,-5,-11,63,6,1
29,5,-5,-11,28,6,1
40,22,-5,-11,46,5,1
28,11,-4,-11,25,5,1
63,0,-4,-11,170,19,1
44,0,-3,-11,84,15,1
59,11,-3,-11,149,17,1
40,5,-3,-11,95,15,1
11,0,-11,-11,3,2,1
65,38,-5,-11,88,6,1
45,3,-5,-11,62,9,1
25,0,-6,-11,13,5,1
58,0,-6,-11,97,11,1
15,0,-5,-11,11,4,1
14,0,-5,-11,10,4,1
17,0,-3,-11,20,6,1
62,44,-5,-10,59,5,1
57,7,-3,-10,155,19,1
32,21,-5,-10,20,3,1
45,14,-5,-10,59,7,1
63,18,-5,-10,135,11,1
52,26,-4,-10,78,7,1
54,23,-4,-10,89,9,1
71,5,-4,-10,142,16,1
53,19,-3,-10,120,11,1
43,21,-7,-10,37,4,1
21,0,-7,-10,13,4,1
21,7,-4,-10,18,4,1
54,0,-5,-10,115,12,1
29,0,-7,-10,19,5,1
22,0,-7,-10,13,4,1
47,0,-7,-10,51,8,1
50,0,-6,-10,66,9,1
55,0,-6,-10,86,10,1
45,6,-6,-10,53,8,1
50,14,-5,-10,70,8,1
14,0,-5,-10,6,4,1
23,0,-5,-10,22,6,1
44,12,-5,-10,62,8,1
35,0,-4,-10,48,9,1
17,0,-4,-10,15,5,1
17,1,-4,-10,10,5,1
46,33,-4,-10,42,4,1
41,0,-4,-10,73,11,1
45,6,-4,-10,79,11,1
66,0,-4,-10,174,18,1
15,0,-4,-10,13,5,1
32,0,-4,-10,37,10,1
47,0,-3,-10,89,15,1
64,7,-3,-10,202,18,1
56,33,-3,-10,98,8,1
34,0,-3,-10,75,12,1
44,0,-3,-10,101,16,1
27,1,-3,-10,50,10,1
12,0,-2,-10,52,4,1
41,0,-6,-10,43,8,1
25,0,-6,-10,16,5,1
51,0,-4,-10,106,13,1
15,4,-4,-10,10,4,1
26,0,-4,-10,20,8,1
32,0,-5,-10,31,7,1
25,1,-5,-10,19,6,1
50,0,-5,-10,97,12,1
30,0,-4,-10,29,8,1
31,0,-4,-10,41,8,1
34,5,-4,-10,54,9,1
11,1,-10,-10,3,2,1
38,0,-5,-10,37,8,1
22,12,-10,-10,9,2,1
50,13,-5,-10,75,8,1
55,29,-5,-10,67,6,1
47,9,-4,-10,99,11,1
52,36,-5,-10,46,4,1
59,41,-5,-10,68,5,1
47,20,-5,-9,59,6,1
35,19,-3,-9,48,7,1
34,25,-9,-9,16,2,1
39,0,-6,-9,43,8,1
44,0,-4,-9,67,11,1
34,17,-4,-9,32,5,1
16,5,-5,-9,10,3,1
28,0,-3,-9,47,10,1
9,0,-9,-9,3,2,1
47,38,-9,-9,23,2,1
18,9,-9,-9,8,2,1
41,14,-7,-9,39,5,1
50,10,-7,-9,62,7,1
64,0,-6,-9,103,11,1
67,49,-6,-9,63,4,1
25,14,-6,-9,15,3,1
18,7,-5,-9,10,3,1
61,29,-5,-9,88,7,1
77,4,-5,-9,207,15,1
60,0,-5,-9,138,13,1
65,0,-5,-9,146,14,1
10,0,-5,-9,3,3,1
36,12,-5,-9,43,6,1
23,8,-5,-9,15,4,1
14,0,-5,-9,9,4,1
45,17,-5,-9,61,7,1
59,27,-5,-9,97,8,1
48,0,-4,-9,93,12,1
34,13,-4,-9,39,6,1
56,0,-4,-9,99,14,1
51,0,-4,-9,92,13,1
45,15,-4,-9,62,8,1
13,0,-4,-9,9,4,1
40,23,-4,-9,41,5,1
44,12,-4,-9,64,9,1
42,10,-4,-9,69,9,1
34,2,-4,-9,41,9,1
32,0,-4,-9,46,9,1
62,3,-4,-9,163,16,1
30,10,-4,-9,27,6,1
50,5,-4,-9,104,13,1
33,0,-4,-9,39,10,1
11,0,-4,-9,8,4,1
35,0,-4,-9,51,11,1
61,32,-3,-9,139,10,1
55,0,-3,-9,156,19,1
50,31,-3,-9,92,8,1
37,14,-3,-9,77,9,1
52,27,-3,-9,99,10,1
50,2,-4,-9,87,12,1
32,0,-4,-9,45,9,1
28,0,-3,-9,41,9,1
25,6,-2,-9,49,9,1
14,0,-3,-9,15,6,1
35,0,-6,-9,31,7,1
22,0,-5,-9,11,5,1
49,7,-5,-9,79,9,1
22,12,-5,-9,15,3,1
56,0,-5,-9,106,13,1
63,0,-4,-9,154,16,1
16,1,-4,-9,13,5,1
22,3,-4,-9,20,6,1
19,0,-3,-9,13,7,1
15,4,-3,-9,16,5,1
44,0,-2,-9,114,3,1
35,10,-5,-9,37,6,1
26,17,-9,-9,12,2,1
53,0,-5,-9,88,12,1
41,24,-4,-9,43,5,1
51,0,-5,-9,72,11,1
67,0,-6,-9,100,12,1
63,51,-4,-8,63,4,1
41,25,-8,-8,27,3,1
43,28,-5,-8,40,4,1
57,0,-4,-8,122,14,1
34,22,-3,-8,35,5,1
45,37,-8,-8,23,2,1
48,26,-4,-8,64,6,1
42,27,-4,-8,39,5,1
48,27,-4,-8,62,6,1
41,21,-4,-8,46,6,1
58,30,-3,-8,116,9,1
47,15,-3,-8,100,12,1
49,15,-3,-8,127,13,1
24,13,-6,-8,15,3,1
43,0,-5,-8,56,9,1
64,0,-5,-8,134,14,1
59,10,-5,-8,110,11,1
40,9,-4,-8,62,8,1
40,27,-4,-8,37,4,1
24,5,-4,-8,20,6,1
35,16,-4,-8,42,6,1
65,5,-4,-8,183,17,1
