33,0,-11,-31,26,4,19,1
64,0,-5,-30,161,13,13,1
32,0,-11,-29,26,4,10,1
29,0,-29,-29,8,2,9,1
29,0,-3,-28,72,10,14,1
31,0,-10,-28,25,4,21,1
68,0,-4,-28,224,19,16,1
29,0,-5,-27,48,7,11,1
46,0,-9,-27,47,6,13,1
32,0,-16,-27,16,3,15,1
26,0,-26,-26,7,2,14,1
26,0,-26,-26,7,2,11,1
43,0,-4,-25,96,12,9,1
31,0,-2,-25,102,14,8,1
29,0,-3,-24,69,10,18,1
26,0,-9,-24,21,4,8,1
32,0,-5,-24,46,7,12,1
24,0,-24,-24,7,2,6,1
47,0,-5,-24,87,11,15,1
31,0,-2,-24,123,17,9,1
36,0,-9,-24,34,5,29,1
24,0,-6,-23,26,5,6,1
22,0,-22,-22,6,2,4,1
40,3,-4,-22,39,9,8,1
49,0,-6,-22,81,9,19,1
40,0,-3,-21,109,14,7,1
45,0,-6,-21,62,8,11,1
20,0,-20,-20,6,2,6,1
27,0,-2,-19,71,12,8,1
20,0,-5,-19,22,5,6,1
56,0,-6,-19,57,10,24,1
22,0,-4,-18,28,6,4,1
18,0,-18,-18,5,2,5,1
21,0,-4,-18,27,6,25,1
61,0,-10,-18,62,7,29,1
24,0,-12,-18,12,3,7,1
21,0,-7,-18,16,4,9,1
23,0,-11,-18,11,3,5,1
19,0,-5,-18,20,5,5,1
21,0,-3,-18,42,9,18,1
18,0,-18,-18,5,2,4,1
56,0,-5,-18,126,13,20,1
22,0,-4,-17,34,7,5,1
17,0,-17,-17,5,2,4,1
24,0,-8,-17,14,4,9,1
28,0,-6,-17,26,6,11,1
30,0,-8,-17,30,5,9,1
19,0,-3,-17,30,7,19,1
18,0,-4,-17,19,5,10,1
16,0,-16,-16,4,2,11,1
16,0,-16,-16,4,2,32,1
16,0,-16,-16,4,2,9,1
70,21,-3,-16,174,17,10,1
17,0,-6,-16,14,4,13,1
16,0,-16,-16,4,2,9,1
19,0,-9,-16,10,3,15,1
16,0,-8,-15,4,3,12,1
99,83,-8,-15,74,3,13,1
54,39,-8,-15,41,3,14,1
