@relation weka_habit_test_clustered

@attribute Instance_number numeric
@attribute before numeric
@attribute after numeric
@attribute avg numeric
@attribute max numeric
@attribute dis numeric
@attribute sec numeric
@attribute cle numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
359,46.8,43.199997,-3.600003,-3.600003,24.999999,2,18.142857,cluster3
360,58.5,54.899998,-3.600002,-3.600002,31.499999,2,27.691796,cluster3
361,38.700001,35.099998,-3.600002,-3.600002,20.5,2,5.604839,cluster3
362,49.5,45.899998,-3.600002,-3.600002,26.499999,2,28.946736,cluster3
363,25.199999,21.599998,-3.600001,-3.600001,12.999999,2,6.067489,cluster3
364,14.4,10.799999,-3.600001,-3.600001,7,2,9.026762,cluster1
365,29.699999,26.099998,-3.600001,-3.600001,15.499999,2,10.969212,cluster3
366,37.8,30.599998,-3.600001,-4.5,28.249999,3,3.46076,cluster3
367,22.5,15.299999,-3.600001,-5.4,16.249999,3,5.927221,cluster3
368,22.5,15.299999,-3.600001,-4.500001,16,3,6.985274,cluster3
369,9,5.4,-3.6,-3.6,4,2,16.365151,cluster1
370,57.599998,50.399998,-3.6,-4.5,45.249998,3,10.716243,cluster3
371,22.5,15.299999,-3.6,-4.5,15.5,3,6.188869,cluster3
372,22.5,15.299999,-3.6,-3.6,15.75,3,6.22549,cluster3
373,17.1,13.5,-3.6,-3.6,8.5,2,4.807949,cluster1
374,46.8,21.599998,-3.6,-6.3,69.999998,8,4.526228,cluster3
375,81,41.399998,-3.6,-8.1,205.749996,12,6.287129,cluster0
376,37.799999,16.199999,-3.6,-7.199999,52.749999,7,9.409399,cluster3
377,55.799999,16.199999,-3.6,-6.300001,122.499997,12,11.273261,cluster0
378,56.7,53.1,-3.6,-3.6,30.5,2,20.566971,cluster3
379,10.8,7.2,-3.6,-3.6,5,2,13.229167,cluster1
380,26.1,15.3,-3.6,-6.3,24.5,4,5,cluster3
381,18.9,4.5,-3.6,-8.1,19.5,5,3.931585,cluster1
382,39.6,4.4,-3.6,-6.2,44.638889,8,4.542632,cluster1
383,46.8,0,-3.6,-7.200001,101.999999,14,4.229684,cluster5
384,22.5,18.9,-3.6,-3.6,11.5,2,23.601619,cluster3
385,46.8,0,-3.6,-9.000001,97.249999,14,6.165049,cluster5
386,14.4,7.2,-3.6,-6.300001,8.25,3,8.466667,cluster1
387,22.5,0.9,-3.6,-11.699999,21.749999,7,10.004975,cluster1
388,27.9,24.3,-3.6,-3.6,14.5,2,5.327468,cluster3
389,17.1,13.5,-3.6,-3.6,8.5,2,7.262056,cluster1
390,22.5,4.5,-3.6,-6.299999,21.999999,6,5.654649,cluster1
391,34.2,27,-3.6,-6.3,24.75,3,8.347526,cluster3
392,33.3,22.5,-3.6,-6.3,32.499999,4,5.424577,cluster3
393,46.8,0,-3.6,-6.300001,96.749997,14,3.963896,cluster5
394,18,0,-3.6,-5.4,16,6,28.996546,cluster2
395,7.2,0,-3.6,-5.4,3.5,3,5.905637,cluster2
396,28.8,0,-3.6,-7.2,31.999999,9,15.251958,cluster5
397,78.3,74.7,-3.6,-3.6,42.5,2,6.370229,cluster4
398,42.3,38.7,-3.6,-3.6,22.5,2,4.58581,cluster3
399,28.799999,0,-3.6,-5.4,43.749998,9,12.83291,cluster5
400,7.2,0,-3.6,-5.4,2.5,3,4.096774,cluster2
401,62.099998,4.5,-3.6,-8.1,144.999996,17,6.747493,cluster0
402,48.599998,9,-3.6,-7.200001,107.749995,12,5.13291,cluster0
403,20.699999,2.7,-3.6,-6.3,22.499999,6,13.937258,cluster1
404,45.899998,2.7,-3.6,-9,101.999996,13,9.277929,cluster0
405,26.099998,8.099999,-3.6,-6.299999,29.249998,6,5.934579,cluster1
406,32.399998,0,-3.6,-7.199999,35.749998,10,4.054985,cluster5
407,10.799999,0,-3.6,-9,8.25,4,10.212275,cluster2
408,21.599998,0,-3.6,-15.299999,31.749999,7,19.375334,cluster5
409,21.599998,10.799999,-3.6,-4.499998,17.499999,4,15.875,cluster1
410,30.599998,9,-3.6,-5.399999,39.999998,7,21.166667,cluster3
411,36.899998,18.9,-3.6,-7.2,47.499999,6,9.975731,cluster3
412,32.399998,25.199999,-3.6,-5.399998,23.499999,3,6.612502,cluster3
413,10.799999,7.2,-3.599999,-3.599999,5,2,4.153613,cluster1
414,15.299999,11.7,-3.599999,-3.599999,7.5,2,4.338208,cluster1
415,59.399998,48.6,-3.599999,-5.399997,59.999999,4,4.205298,cluster3
416,26.099998,18.9,-3.599999,-4.5,18.999999,3,5.411418,cluster3
417,20.699999,17.1,-3.599999,-3.599999,10.5,2,4.635036,cluster3
418,43.199997,36,-3.599998,-5.399998,33.499999,3,4.802028,cluster3
419,42.299999,38.700001,-3.599998,-3.599998,22.5,2,8.581081,cluster3
420,69.299995,65.699997,-3.599998,-3.599998,37.499998,2,10.409836,cluster3
421,50.399998,46.799999,-3.599998,-3.599998,26.999999,2,5.703085,cluster3
422,45.899998,42.3,-3.599998,-3.599998,24.499999,2,28.863636,cluster3
423,30.599998,27,-3.599998,-3.599998,15.999999,2,10.448435,cluster3
424,52.199997,48.6,-3.599997,-3.599997,27.999999,2,7.055556,cluster3
425,73.799995,70.2,-3.599995,-3.599995,39.999999,2,8.07041,cluster4
426,57.6,0.9,-3.54375,-7.2,162.5,17,4.836614,cluster0
427,42.3,0,-3.525,-5.4,75.75,13,5.128981,cluster5
428,35.1,0,-3.51,-5.4,50.499998,11,4.277013,cluster5
429,37.8,6.3,-3.5,-7.2,61.999998,10,10.789833,cluster0
430,48.6,17.1,-3.5,-5.4,89.999999,10,8.819444,cluster0
431,55.8,0,-3.4875,-9.9,131.249998,17,2.812235,cluster5
432,27.9,0,-3.4875,-9,26.999999,9,16.282051,cluster5
433,36.899998,9,-3.4875,-8.1,54.749999,9,4.703704,cluster3
434,49.5,25.199999,-3.471429,-5.4,87.999999,8,5.2865,cluster0
435,63,38.700001,-3.471428,-10.800003,101.749998,8,7.298851,cluster0
436,62.1,41.399998,-3.45,-4.5,100.749997,7,23.651429,cluster0
437,40.5,19.8,-3.45,-8.100001,59.499999,7,12.53408,cluster3
438,20.699999,0,-3.45,-6.300001,18.499999,7,11.628555,cluster2
439,47.699997,27,-3.45,-6.3,71.749999,7,8.379663,cluster3
440,37.799999,0,-3.436364,-6.299999,58.249998,12,5.728239,cluster5
441,41.399998,3.6,-3.436363,-9.9,73.249999,12,11.346851,cluster0
442,17.1,0,-3.42,-8.1,15.5,6,7.431761,cluster2
443,34.2,0,-3.42,-15.4,55.138886,11,12.65748,cluster5
444,17.1,0,-3.42,-7.2,12.25,6,20.483871,cluster2
445,36,1.8,-3.42,-7.199999,52.75,11,14.244021,cluster0
446,25.199999,7.2,-3.42,-3.599999,27.499999,6,5.204918,cluster1
447,34.2,0,-3.42,-6.3,46.25,11,5.587856,cluster5
448,43.199997,26.099998,-3.42,-5.400002,56.749997,6,4.402828,cluster3
449,20.699999,3.6,-3.42,-6.299999,17.499999,6,4.647059,cluster1
450,47.699997,0,-3.407143,-8.099998,89.249997,15,9.285999,cluster5
451,44.1,0,-3.392308,-6.300002,87.499999,14,31.75,cluster5
452,57.6,0,-3.388235,-5.4,156.999996,18,25.6065,cluster5
453,28.8,15.299999,-3.375,-7.2,28.249999,5,3.583997,cluster3
454,53.1,39.6,-3.375,-5.4,64,5,3.356296,cluster3
455,18,4.5,-3.375,-5.4,17.25,5,3.955051,cluster1
456,42.3,28.8,-3.375,-5.400002,49.499999,5,18.759571,cluster3
457,13.5,0,-3.375,-8.999999,10.749999,5,4.960938,cluster2
458,50.399998,36.899998,-3.375,-4.5,61.749999,5,8.902544,cluster3
459,33.3,19.8,-3.375,-5.399999,38.749999,5,9.852331,cluster3
460,20.699999,7.2,-3.375,-6.3,22.25,5,9.827712,cluster1
461,50.399998,0,-3.36,-9.000001,120.249998,16,9.560712,cluster5
462,34.2,10.799999,-3.342857,-6.300001,46.999999,8,11.422386,cluster3
463,29.699999,6.3,-3.342857,-9,42.999999,8,3.492698,cluster1
464,53.1,0,-3.31875,-6.3,143.499998,17,4.786804,cluster5
465,18,8.099999,-3.3,-5.400001,13.499999,4,9.769231,cluster1
466,9.9,0,-3.3,-4.5,5.25,4,6.3584,cluster2
467,25.2,15.3,-3.3,-5.4,22.25,4,5.0831,cluster3
468,49.5,0,-3.3,-8.099999,133.999997,16,4.841536,cluster5
469,23.4,13.5,-3.3,-6.300001,21,4,5.776675,cluster3
470,19.8,9.9,-3.3,-3.6,16.75,4,4.636456,cluster1
471,49.5,0,-3.3,-5.4,107.749997,16,5.053828,cluster5
472,14.4,4.5,-3.3,-7.2,12.25,4,4.251086,cluster1
473,9.9,0,-3.3,-6.3,6.75,4,13.312267,cluster2
474,9.9,0,-3.3,-4.5,5,4,8.83154,cluster2
475,50.399998,20.699999,-3.3,-8.099997,96.249996,10,12.418038,cluster0
476,20.699999,10.799999,-3.3,-5.4,16.249999,4,6.371549,cluster1
477,27,17.1,-3.3,-8.1,22.5,4,11.965759,cluster3
478,9.9,0,-3.3,-6.3,6.75,4,30.238095,cluster2
479,39.599998,29.699999,-3.3,-5.399998,37.749999,4,3.185795,cluster3
480,21.599998,1.8,-3.3,-5.4,25.999999,7,13.643548,cluster1
481,30.599998,20.699999,-3.3,-4.5,28.249999,4,21.979652,cluster3
482,55.8,0,-3.282353,-9,135.499997,18,6.032188,cluster5
483,45,18.9,-3.2625,-5.400002,73.999998,9,4.668624,cluster0
484,68.4,8.099999,-3.257143,-7.200001,229.999999,22,7.034457,cluster0
485,42.3,0,-3.253846,-9,108.249998,14,8.046006,cluster5
486,42.299999,0,-3.253846,-6.3,88.749998,14,4.618814,cluster5
487,24.3,8.099999,-3.24,-5.4,25.249999,6,5.570175,cluster1
488,57.599998,41.399998,-3.24,-5.399998,84.749997,6,20.616781,cluster3
489,27.9,11.7,-3.24,-8.1,35.75,6,6.30859,cluster3
490,35.1,18.9,-3.24,-5.4,47.999999,6,4.200211,cluster3
491,16.199999,0,-3.24,-5.4,12.75,6,5.245702,cluster2
492,61.199997,1.8,-3.221052,-7.200002,191.499995,20,23.518519,cluster0
493,39.6,17.1,-3.214286,-6.3,59.499998,8,4.203423,cluster3
494,30.599998,8.099999,-3.214286,-7.2,44.749999,8,3.871951,cluster1
495,45.899998,17.1,-3.2,-6.300001,94.249998,10,4.503546,cluster0
496,66.6,4.5,-3.171429,-7.2,222.499997,22,5.752379,cluster0
497,38.7,32.399998,-3.150001,-4.5,29.999999,3,6.197066,cluster3
498,58.5,45.899998,-3.150001,-4.5,70.999999,5,7.217931,cluster3
499,18.9,12.599999,-3.15,-3.6,13.249999,3,18.676471,cluster3
500,22.5,16.199999,-3.15,-4.5,15.75,3,5.669643,cluster3
501,14.4,8.099999,-3.15,-3.600001,9.5,3,16.00791,cluster1
502,49.5,30.599998,-3.15,-10.8,83.999999,7,7.603498,cluster3
503,11.7,5.4,-3.15,-3.6,7.25,3,6.105769,cluster1
504,9,2.7,-3.15,-4.5,4.5,3,4.440559,cluster1
505,18.9,6.3,-3.15,-5.400001,17.75,5,35.277778,cluster6
506,10.8,4.5,-3.15,-5.4,7,3,5.96273,cluster1
507,14.4,1.8,-3.15,-8.1,12.25,5,4.555815,cluster1
508,18,11.7,-3.15,-3.599999,12.5,3,30.321195,cluster6
509,33.3,1.8,-3.15,-6.299999,53.999998,11,19.92685,cluster0
510,33.3,27,-3.15,-5.399998,25.749999,3,6.141079,cluster3
511,70.2,57.6,-3.15,-4.5,88.499999,5,10.128375,cluster3
512,19.8,0.9,-3.15,-7.2,18.5,7,24.506177,cluster6
513,28.799999,9.9,-3.15,-8.099998,37.749999,7,6.123476,cluster1
514,25.199999,6.3,-3.15,-9,23.999999,7,5.825688,cluster1
515,6.3,0,-3.15,-5.4,3.25,3,6.697683,cluster2
516,6.3,0,-3.15,-3.6,2.75,3,9.150162,cluster2
517,15.299999,2.7,-3.15,-6.3,13.5,5,3.630586,cluster1
518,12.599999,0,-3.15,-9,12,5,5.122783,cluster2
519,63.899998,45,-3.15,-4.5,104.999999,7,4.847328,cluster0
520,25.199999,18.9,-3.15,-3.6,18.5,3,7.035084,cluster3
521,26.099998,19.799999,-3.15,-5.4,19.749999,3,5.464456,cluster3
522,8.099999,1.8,-3.149999,-3.599999,4,3,7.783512,cluster1
523,29.699999,23.4,-3.149999,-4.5,21.749999,3,3.802395,cluster3
524,52.199997,45.899998,-3.149999,-3.599997,40.749999,3,13.042284,cluster3
525,15.299999,9,-3.149999,-5.399999,9.5,3,10.079365,cluster1
526,63.899998,57.6,-3.149999,-5.399998,49.999999,3,5.005581,cluster3
527,26.099998,19.8,-3.149999,-4.5,18.749999,3,6.817121,cluster3
528,53.1,0,-3.123529,-6.3,118.749999,18,26.664833,cluster5
529,40.5,0,-3.115385,-5.4,75.999998,14,5.979227,cluster5
530,44.1,9.9,-3.109091,-5.400002,87.749999,12,6.254119,cluster0
531,62.1,1.8,-3.105,-9.9,171.499997,21,4.018987,cluster0
532,55.8,0,-3.1,-6.299999,144.249994,19,7.383721,cluster5
533,55.8,0,-3.1,-8.100001,138.999996,19,2.762425,cluster5
534,59.399998,31.5,-3.1,-6.299999,126.499997,10,5.162602,cluster0
535,40.5,18.9,-3.085714,-5.400002,65.249999,8,14.564728,cluster3
536,33.299999,11.7,-3.085714,-10.8,56.249998,8,5.958598,cluster3
537,36.899998,0,-3.075,-7.200001,55.499998,13,4.004861,cluster5
538,55.8,3.6,-3.070588,-11.700002,146.499996,18,6.130719,cluster0
539,18,2.7,-3.06,-5.4,17.249999,6,3.22335,cluster1
540,46.8,16.2,-3.06,-8.1,101.75,11,7.184522,cluster0
541,33.3,18,-3.06,-6.3,42.75,6,30.371005,cluster6
542,20.699999,5.4,-3.06,-6.299999,22.749999,6,5.21291,cluster1
543,29.699999,14.4,-3.06,-3.600001,38.249999,6,6.017679,cluster3
544,54.899998,0,-3.05,-6.300002,131.499997,19,4.452638,cluster5
545,42.3,2.7,-3.046154,-5.4,96.249999,14,27.815196,cluster0
546,28.8,4.5,-3.0375,-7.200001,46.749999,9,13.593738,cluster1
547,45.899998,21.599998,-3.0375,-6.299999,81.499997,9,5.336134,cluster0
548,34.2,0.9,-3.027273,-8.1,66.999999,12,4.738806,cluster0
549,24.3,15.299999,-3,-3.600001,21.499999,4,3.67052,cluster3
550,39.6,21.599998,-3,-4.5,59.999999,7,8.273936,cluster3
551,27,18,-3,-4.5,24.75,4,6.961819,cluster3
552,13.5,4.5,-3,-5.4,9.5,4,7.876812,cluster1
553,36,0,-3,-7.2,65.499998,13,5.381356,cluster5
554,48.6,39.6,-3,-6.3,48.75,4,3.761481,cluster3
555,33.3,24.3,-3,-5.399998,32.499999,4,9.471145,cluster3
556,9,0,-3,-5.4,6,4,4.742214,cluster2
557,27.9,18.9,-3,-5.399999,25.999999,4,5.619469,cluster3
558,18,0,-3,-5.4,16,7,4.535714,cluster2
559,40.5,31.5,-3,-4.5,40.25,4,8.329853,cluster3
560,9,0,-3,-3.6,4.75,4,6.890711,cluster2
561,15.299999,6.3,-3,-7.2,13.75,4,9.544735,cluster1
562,61.199997,22.5,-2.976923,-7.200002,171.499996,14,9.902141,cluster0
563,45,3.6,-2.957143,-8.1,115.499996,15,4.774436,cluster0
564,41.399998,20.699999,-2.957143,-6.300003,65.749998,8,4.409722,cluster3
565,53.1,0,-2.95,-7.199999,129.749998,19,8.952354,cluster5
566,32.399998,0,-2.945454,-6.299999,51.999998,12,5.2065,cluster5
567,55.799999,0.9,-2.936842,-7.2,180.999996,20,8.787581,cluster0
568,18,6.3,-2.925,-5.4,15.25,5,4.586646,cluster1
569,18,6.3,-2.925,-6.299999,18.25,5,9.477612,cluster1
570,14.4,2.7,-2.925,-8.099999,13.25,5,4.394655,cluster1
571,36,0.9,-2.925,-6.299999,78.249998,13,3.30645,cluster0
572,11.7,0,-2.925,-5.4,9,5,31.9565,cluster2
573,65.7,54,-2.925,-4.5,82.749998,5,14.850542,cluster3
574,11.7,0,-2.925,-5.4,8.5,5,4.008895,cluster2
575,16.199999,4.5,-2.925,-5.400001,15.999999,5,14.010848,cluster1
576,43.199997,31.5,-2.924999,-4.5,51.999999,5,3.75362,cluster3
577,49.5,0,-2.911765,-6.299999,106.749998,18,4.310542,cluster5
578,46.8,20.699999,-2.9,-6.3,89.749998,10,7.733702,cluster0
579,77.400002,63,-2.88,-5.400002,118.749998,6,8.78173,cluster4
580,17.1,2.7,-2.88,-7.2,17.749999,6,5.1631,cluster1
581,34.2,5.4,-2.88,-5.4,56.25,11,4.344845,cluster0
582,50.399998,21.599998,-2.88,-5.4,120.999996,11,5.331034,cluster0
583,18.9,4.5,-2.88,-4.5,20.999999,6,4.616222,cluster1
584,33.299999,4.5,-2.88,-6.300001,56.749998,11,3.628571,cluster0
585,43.199997,0,-2.88,-6.3,125.749997,16,19.325524,cluster5
586,48.599998,2.7,-2.86875,-6.3,143.499994,17,2.679325,cluster0
587,70.199997,38.700001,-2.863636,-9,191.249996,12,6.4331,cluster0
588,59.4,42.3,-2.85,-5.4,101.5,7,4.206477,cluster0
589,65.7,31.5,-2.85,-8.100002,166.999998,13,3.700326,cluster0
590,27,9.9,-2.85,-5.4,38.749999,7,6.420039,cluster1
591,57.599998,23.4,-2.85,-7.200001,135.999996,13,5.253878,cluster0
592,45,25.199999,-2.828572,-5.399998,81.749998,8,4.922481,cluster0
593,27,7.2,-2.828571,-6.299999,32.25,8,5.557238,cluster1
594,27,7.2,-2.828571,-5.399999,35.749999,8,15.694305,cluster1
595,35.099998,15.299999,-2.828571,-5.4,53.749998,8,4.930428,cluster3
596,38.7,16.199999,-2.8125,-9.899998,75.749999,9,7.299009,cluster0
597,44.1,21.6,-2.8125,-4.5,80.25,9,20.690371,cluster0
598,46.8,24.3,-2.8125,-6.3,87.75,9,10.895622,cluster0
599,43.199997,20.699999,-2.8125,-6.3,80.499997,9,8.244475,cluster0
600,25.199999,0,-2.8,-7.199999,41.749999,10,5.802553,cluster5
601,36,8.099999,-2.79,-9.900001,76.749998,11,10.542746,cluster0
602,45,17.1,-2.79,-4.5,96.499997,11,10.666433,cluster0
603,59.399998,28.8,-2.781818,-5.4,152.499998,12,5.380844,cluster0
604,36,0,-2.769231,-5.4,70.249999,14,3.757396,cluster5
605,50.399998,11.7,-2.764286,-5.4,138.499996,15,14.638318,cluster0
606,54.899998,5.4,-2.747368,-5.400002,182.499996,20,3.657587,cluster0
607,72,69.299995,-2.700005,-2.700005,39.249999,2,5.172593,cluster4
608,48.6,45.899998,-2.700002,-2.700002,26.249999,2,5.295512,cluster3
609,39.6,36.899998,-2.700002,-2.700002,21.249999,2,6.248149,cluster3
610,66.6,63.899998,-2.700002,-2.700002,36.249999,2,4.290541,cluster3
611,62.1,56.699997,-2.700001,-4.5,49.999998,3,4.177496,cluster3
612,23.4,20.699999,-2.700001,-2.700001,12.25,2,7.466821,cluster3
613,27.9,25.199999,-2.700001,-2.700001,14.75,2,15.487805,cluster3
614,54.899998,52.199997,-2.700001,-2.700001,29.749999,2,5.752743,cluster3
615,59.399998,56.699997,-2.700001,-2.700001,32.249999,2,35.360878,cluster3
616,28.799999,26.099998,-2.700001,-2.700001,15.249999,2,11.892169,cluster3
617,45,39.599998,-2.700001,-4.5,35.749999,3,4.070513,cluster3
618,13.5,10.799999,-2.700001,-2.700001,6.75,2,17.162162,cluster1
619,18.9,16.199999,-2.700001,-2.700001,9.75,2,14.973942,cluster3
620,57.599998,54.899998,-2.700001,-2.700001,31.249999,2,11.545455,cluster3
621,36,33.299999,-2.700001,-2.700001,19.25,2,4.127686,cluster3
622,38.700001,36,-2.700001,-2.700001,20.75,2,6.238679,cluster3
623,35.1,29.699999,-2.7,-4.500002,26.499999,3,14.317611,cluster3
624,35.1,21.599998,-2.7,-4.5,44.749999,6,4.601449,cluster3
625,33.3,25.199999,-2.7,-4.5,33.499999,4,4.329877,cluster3
626,23.4,15.299999,-2.7,-3.599998,21.749999,4,14.767442,cluster3
627,9,6.3,-2.7,-2.7,4.25,2,5.337828,cluster1
628,34.200001,23.4,-2.7,-4.5,41.75,5,5.87963,cluster3
629,70.2,45.899998,-2.7,-4.5,157.249998,10,4.203423,cluster0
630,11.7,6.3,-2.7,-4.499999,8,3,9.477612,cluster1
631,37.799999,21.599998,-2.7,-6.300001,63.749998,7,11.081186,cluster3
632,27.9,19.799999,-2.7,-3.6,26.249999,4,10.789833,cluster3
633,28.799999,20.699999,-2.7,-4.5,28.499999,4,4.635036,cluster3
634,19.8,6.3,-2.7,-3.6,22.75,6,9.071429,cluster1
635,11.7,6.3,-2.7,-4.5,7,3,16.0815,cluster1
636,47.7,23.4,-2.7,-10.8,105.25,10,4.008895,cluster0
637,37.8,18.9,-2.7,-4.5,63.75,8,17.771799,cluster3
638,20.7,15.3,-2.7,-4.5,15.5,3,4.471831,cluster3
639,26.1,12.6,-2.7,-4.5,31.5,6,7.035084,cluster1
640,13.5,10.8,-2.7,-2.7,6.75,2,7.876812,cluster1
641,33.3,30.6,-2.7,-2.7,17.75,2,8.549767,cluster3
642,15.3,7.2,-2.7,-4.5,13.25,4,3.912672,cluster1
643,53.1,50.4,-2.7,-2.7,28.75,2,13.362077,cluster3
644,25.2,9,-2.7,-4.5,33.5,7,3.757396,cluster1
645,6.3,3.6,-2.7,-2.7,2.75,2,11.545786,cluster1
646,18,4.5,-2.7,-5.4,18.5,6,23.601619,cluster1
647,54,2.7,-2.7,-11.699999,163.249995,21,5.96273,cluster0
648,22.5,19.8,-2.7,-2.7,11.75,2,8.599577,cluster3
649,67.5,62.1,-2.7,-4.5,53.5,3,9.975731,cluster3
650,31.5,28.8,-2.7,-2.7,16.75,2,15.325548,cluster3
651,61.199997,47.699997,-2.7,-3.600002,91.999998,6,4.51222,cluster3
652,19.8,9,-2.7,-3.600001,19.499999,5,5.680638,cluster1
653,60.3,57.6,-2.7,-2.7,32.75,2,6.254119,cluster3
654,22.5,11.7,-2.7,-4.5,24.25,5,31.88291,cluster6
655,45,42.3,-2.7,-2.7,24.25,2,11.422386,cluster3
656,49.5,46.8,-2.7,-2.7,26.75,2,8.453253,cluster3
657,17.1,11.7,-2.7,-2.7,12,3,22.761671,cluster6
658,14.4,9,-2.7,-4.5,10.25,3,15.487805,cluster1
659,27.9,17.1,-2.7,-4.499998,31.749999,5,7.061122,cluster3
660,44.1,27.9,-2.7,-5.4,73.999999,7,5.419234,cluster3
661,7.2,4.5,-2.7,-2.7,3.25,2,4.37931,cluster1
662,58.5,55.8,-2.7,-2.7,31.75,2,4.044586,cluster3
663,50.399998,36.899998,-2.7,-4.5,72.499998,6,4.402828,cluster3
664,42.3,34.2,-2.7,-5.400002,41.499999,4,3.273196,cluster3
665,72.9,70.2,-2.7,-2.7,39.75,2,5.128981,cluster4
666,31.5,23.4,-2.7,-3.6,30,4,5.172593,cluster3
667,65.7,63,-2.7,-2.7,35.75,2,10.969212,cluster3
668,14.4,3.6,-2.7,-4.499999,13,5,4.875618,cluster1
669,42.3,39.6,-2.7,-2.7,22.75,2,9.421335,cluster3
670,70.2,67.5,-2.7,-2.7,38.25,2,4.668624,cluster3
671,15.299999,12.599999,-2.7,-2.7,7.749999,2,20.05025,cluster1
672,19.8,17.1,-2.7,-2.7,10.25,2,7.134831,cluster3
673,23.4,7.2,-2.7,-9,28.499999,7,5.669643,cluster1
674,35.099998,0,-2.7,-6.3,78.499997,14,6.978022,cluster5
675,6.3,0.9,-2.7,-4.5,2.5,3,3.630586,cluster1
676,16.199999,0,-2.7,-4.5,6.444444,7,15.875,cluster2
677,16.199999,0,-2.7,-4.5,19.249999,7,11.678365,cluster2
678,43.199997,0,-2.7,-7.200002,99.749997,17,5.093847,cluster5
679,59.399998,48.599998,-2.7,-4.5,74.749997,5,6.371549,cluster3
680,16.199999,10.799999,-2.7,-4.5,11.749999,3,5.167438,cluster1
681,25.199999,14.4,-2.7,-4.499998,28.249999,5,5.162602,cluster3
682,18.9,13.5,-2.7,-2.700001,13.5,3,5.291667,cluster1
683,5.4,0,-2.7,-4.5,2.75,3,9.684112,cluster2
684,8.099999,0,-2.7,-3.6,4.75,4,3.657587,cluster2
685,7.2,4.5,-2.7,-2.7,3.25,2,6.067489,cluster1
686,41.399998,4.4,-2.7,-2.7,52.694444,11,3.96875,cluster0
687,5.4,0,-2.7,-2.7,2.25,3,6.420039,cluster2
688,47.699997,36.899998,-2.7,-4.5,60.249999,5,5.380844,cluster3
689,10.799999,0,-2.7,-8.099999,10.499999,5,10.762712,cluster2
690,10.799999,0,-2.7,-5.4,6.75,5,8.902544,cluster2
691,63.899998,45,-2.7,-5.399998,119.499997,8,4.738806,cluster0
692,12.599999,4.5,-2.7,-4.499999,9.499999,4,4.857536,cluster1
693,15.299999,7.2,-2.7,-6.3,14,4,17.721989,cluster1
694,8.099999,0,-2.7,-5.4,4.75,4,6.197066,cluster2
695,50.399998,34.2,-2.7,-4.5,83.249998,7,22.103052,cluster3
696,32.399998,18.9,-2.7,-2.700002,42.749999,6,31.9565,cluster6
697,25.199999,19.8,-2.7,-3.6,19,3,4.05185,cluster3
698,25.199999,19.8,-2.7,-3.600001,18.499999,3,5.772727,cluster3
699,21.599998,16.199999,-2.7,-2.700001,15.749999,3,4.206477,cluster3
700,73.799995,65.699997,-2.699999,-5.400002,77.249997,4,5.295512,cluster4
701,32.399998,24.299999,-2.699999,-6.299999,29.999998,4,6.890711,cluster3
702,69.299995,61.199997,-2.699999,-4.5,71.499996,4,11.140351,cluster3
703,16.199999,13.5,-2.699999,-2.699999,8.25,2,7.590221,cluster1
704,25.199999,22.5,-2.699999,-2.699999,13.25,2,4.482225,cluster3
705,59.399998,54,-2.699999,-2.700001,47.249999,3,6.961819,cluster3
706,29.699999,27,-2.699999,-2.699999,15.75,2,16.488551,cluster3
707,45.899998,40.5,-2.699999,-3.599998,35.749999,3,7.184522,cluster3
708,21.599998,18.9,-2.699999,-2.699999,11.249999,2,6.30859,cluster3
709,26.099998,23.4,-2.699998,-2.699998,13.749999,2,22.811481,cluster3
710,36.899998,34.2,-2.699998,-2.699998,19.749999,2,4.586646,cluster3
711,47.699997,45,-2.699997,-2.699997,25.749999,2,4.492822,cluster3
712,78.299995,75.599998,-2.699997,-2.699997,42.749998,2,5.288018,cluster4
713,73.799995,71.1,-2.699995,-2.699995,40.249999,2,7.827002,cluster4
714,54,6.3,-2.65,-6.3,175.999997,19,7.341331,cluster0
715,43.199997,11.7,-2.625,-5.4,107.999998,13,7.642624,cluster0
716,68.400002,45,-2.6,-4.5,166.499997,10,4.554931,cluster0
717,28.799999,5.4,-2.6,-5.4,50.499998,10,5.958598,cluster1
718,45.899998,22.5,-2.6,-8.1,88.999999,10,8.329853,cluster0
719,44.1,0,-2.594118,-5.4,117.249999,18,3.259385,cluster5
720,50.399998,29.699999,-2.5875,-6.299999,98.499996,9,5.752743,cluster0
721,23.4,5.4,-2.571429,-5.4,33.5,8,21.373167,cluster1
722,45,27,-2.571429,-5.4,78.749999,8,4.096774,cluster3
723,58.5,43.199997,-2.550001,-4.5,98.249998,7,17.638889,cluster0
724,54,38.7,-2.55,-4.5,87.749999,7,9.769231,cluster3
725,19.8,4.5,-2.55,-8.1,18,7,6.032188,cluster1
726,28.799999,13.5,-2.55,-4.5,42.249999,7,4.288398,cluster3
727,23.4,10.799999,-2.52,-8.1,26.499999,6,7.138656,cluster1
728,42.299999,29.699999,-2.52,-6.299999,59.249998,6,5.752379,cluster3
729,17.1,4.5,-2.52,-6.3,20.499999,6,12.187632,cluster1
730,29.699999,4.5,-2.52,-5.4,57.249999,11,19.84375,cluster0
731,15.299999,2.7,-2.52,-5.399999,12,6,4.980238,cluster1
