@relation weka_habit_test_clustered

@attribute Instance_number numeric
@attribute before numeric
@attribute after numeric
@attribute avg numeric
@attribute max numeric
@attribute dis numeric
@attribute sec numeric
@attribute cle numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
732,69.299995,56.699997,-2.52,-5.400002,108.249997,6,27.608696,cluster0
733,30.599998,18,-2.52,-2.700001,39.999999,6,4.573469,cluster3
734,56.699997,44.1,-2.519999,-4.5,83.499997,6,9.852331,cluster3
735,22.5,0,-2.5,-6.299999,36.499999,10,5.464456,cluster5
736,77.400002,67.5,-2.475,-3.599998,100.25,5,8.355263,cluster4
737,18,8.099999,-2.475,-4.500001,17.999999,5,15.9581,cluster1
738,17.1,7.2,-2.475,-5.400001,14.75,5,10.054785,cluster1
739,37.8,8.099999,-2.475,-8.1,84.499998,13,4.847328,cluster0
740,41.4,11.7,-2.475,-5.4,101.75,13,6.697683,cluster0
741,18,8.1,-2.475,-4.5,19,5,4.767946,cluster1
742,27.9,18,-2.475,-4.5,31.499999,5,4.151897,cluster3
743,28.8,18.9,-2.475,-4.5,32.999999,5,5.905637,cluster3
744,9.9,0,-2.475,-5.4,8.75,5,3.840496,cluster2
745,27,17.1,-2.475,-3.600001,30.249999,5,4.684549,cluster3
746,9.9,0,-2.475,-4.5,7.25,5,7.381951,cluster2
747,19.8,0,-2.475,-4.5,26.499999,9,4.17525,cluster5
748,9.9,0,-2.475,-5.399999,8.25,5,8.347526,cluster2
749,19.8,9.9,-2.475,-4.500001,21.75,5,4.618814,cluster1
750,29.699999,0,-2.475,-5.4,54.249998,13,10.666433,cluster5
751,9.9,0,-2.475,-4.5,8.25,5,4.703704,cluster2
752,75.599998,55.799999,-2.475,-3.600006,162.499997,9,4.601449,cluster0
753,26.099998,16.199999,-2.475,-3.600001,30.249999,5,20.483871,cluster3
754,10.799999,0.9,-2.475,-5.4,9.5,5,4.440559,cluster1
755,45.899998,36,-2.475,-3.6,55.499999,5,5.13291,cluster3
756,43.199997,33.3,-2.474999,-3.599997,52.249999,5,10.845812,cluster3
757,55.8,21.599998,-2.442857,-8.100002,169.249997,15,4.283237,cluster0
758,22.5,5.4,-2.442857,-4.500001,28.499999,8,8.466667,cluster1
759,36,18.9,-2.442857,-6.3,63.75,8,9.544735,cluster3
760,24.299999,7.2,-2.442857,-7.199999,36.999999,8,4.123377,cluster1
761,71.099998,54,-2.442857,-3.600002,137.249998,8,6.960867,cluster0
762,24.299999,0,-2.43,-4.500001,39.749999,11,15.119048,cluster5
763,56.699997,17.1,-2.413636,-9.000001,241.999994,23,7.383721,cluster0
764,68.4,61.199997,-2.400001,-3.600005,71.499998,4,4.411798,cluster3
765,33.3,26.099998,-2.400001,-3.600001,33.499999,4,8.69863,cluster3
766,48.6,41.399998,-2.400001,-2.700002,49.749998,4,20.616781,cluster3
767,27.9,20.699999,-2.4,-3.6,26.5,4,4.205298,cluster3
768,22.5,8.099999,-2.4,-4.5,29.249999,7,5.990566,cluster1
769,13.5,6.3,-2.4,-4.499999,11.999999,4,5.521739,cluster1
770,28.8,0,-2.4,-4.5,51,13,4.261745,cluster5
771,31.5,24.3,-2.4,-3.6,31.749999,4,15.620715,cluster3
772,7.2,0,-2.4,-3.6,4.5,4,4.841536,cluster2
773,15.299999,8.099999,-2.4,-2.7,12.749999,4,7.733702,cluster1
774,7.2,0,-2.4,-3.6,3.25,4,6.620641,cluster2
775,7.2,0,-2.4,-4.5,5,4,19.448924,cluster2
776,7.2,0,-2.4,-3.6,4.5,4,14.194211,cluster2
777,7.2,0,-2.4,-5.4,5.25,4,5.934579,cluster2
778,28.799999,0,-2.4,-5.4,64.499998,13,5.2865,cluster5
779,30.599998,16.199999,-2.4,-6.299999,43.499999,7,5.702569,cluster3
780,29.699999,0.9,-2.4,-5.4,57.999998,13,4.718136,cluster0
781,20.699999,6.3,-2.4,-6.299999,26.499999,7,26.591243,cluster6
782,12.599999,5.4,-2.4,-5.4,10,4,10.241935,cluster1
783,25.199999,8,-2.4,-14.5,11.694444,4,5.979227,cluster1
784,20.699999,13.5,-2.4,-4.5,17.999999,4,5.122783,cluster1
785,16.199999,9,-2.4,-4.5,14.249999,4,18.142857,cluster1
786,50.399998,36,-2.4,-6.3,82.749999,7,11.759259,cluster3
787,32.399998,25.199999,-2.4,-4.5,32.249999,4,7.470588,cluster3
788,41.399998,34.2,-2.399999,-4.5,40.999999,4,6.479592,cluster3
789,47.699997,40.5,-2.399999,-4.5,49.249999,4,25.6065,cluster3
790,73.799995,66.6,-2.399998,-3.6,77.499999,4,4.871716,cluster4
791,26.099998,0,-2.372727,-4.5,43.749999,12,16.793626,cluster5
792,59.399998,40.5,-2.3625,-4.5,127.499998,9,9.076572,cluster0
793,46.799999,16.199999,-2.353846,-5.400002,125.499997,14,4.126621,cluster0
794,77.400002,65.699997,-2.340001,-3.599998,119.499997,6,11.965759,cluster4
795,33.3,21.599998,-2.34,-4.5,45.249999,6,27.741606,cluster3
796,22.5,10.799999,-2.34,-3.600001,28.499999,6,4.394655,cluster1
797,72,60.299999,-2.34,-4.5,107.749997,6,5.876143,cluster4
798,17.1,5.4,-2.34,-6.300001,21.249999,6,11.339286,cluster1
799,17.1,5.4,-2.34,-4.5,19,6,9.154529,cluster1
800,13.5,1.8,-2.34,-3.6,12.25,6,9.560712,cluster1
801,13.5,1.8,-2.34,-3.6,14.249999,6,8.273936,cluster1
802,13.5,1.8,-2.34,-3.599999,13,6,8.664181,cluster1
803,34.2,22.5,-2.34,-3.6,47.749999,6,4.150327,cluster3
804,52.199997,40.5,-2.339999,-5.4,77.749999,6,4.710046,cluster3
805,65.699997,54,-2.339999,-3.600002,98.499997,6,6.48291,cluster3
806,71.1,29.699999,-2.321053,-4.500001,281.749994,20,5.331034,cluster0
807,46.8,30.599998,-2.314286,-5.4,83.999998,8,10.616336,cluster0
808,18,1.8,-2.314286,-6.299999,18.25,8,24.555987,cluster1
809,43.199997,27,-2.314285,-2.700001,79.749997,8,8.141026,cluster0
810,42.3,21.599998,-2.3,-4.5,90.999999,10,7.267741,cluster0
811,39.599998,18.9,-2.3,-5.399998,78.249999,10,11.346851,cluster0
812,29.699999,0,-2.284615,-4.500001,58.999998,14,3.862862,cluster5
813,35.1,30.599998,-2.250001,-2.700002,27.249999,3,4.503546,cluster3
814,35.1,30.599998,-2.250001,-3.6,26.999999,3,30.444595,cluster3
815,19.8,15.299999,-2.250001,-2.7,14.5,3,4.344845,cluster3
816,17.1,8.099999,-2.25,-6.299999,18.249999,5,25.53291,cluster6
817,14.4,5.4,-2.25,-4.5,14.999999,5,6.141079,cluster1
818,19.8,6.3,-2.25,-4.5,23.75,7,4.523659,cluster1
819,11.7,7.2,-2.25,-2.7,7.75,3,4.256287,cluster1
820,18.9,5.4,-2.25,-7.200001,23.5,7,17.295072,cluster1
821,9,0,-2.25,-3.6,6.75,5,6.612502,cluster2
822,50.4,41.4,-2.25,-4.5,64.25,5,4.922481,cluster3
823,27,22.5,-2.25,-2.7,20.75,3,8.224126,cluster3
824,33.299999,28.799999,-2.25,-3.599998,26.249999,3,3.69186,cluster3
825,4.5,0,-2.25,-2.7,1.75,3,20.690371,cluster2
826,46.799999,42.299999,-2.25,-3.600002,36.749999,3,3.711671,cluster3
827,42.299999,33.299999,-2.25,-3.599998,51.499999,5,8.0206,cluster3
828,18,4.5,-2.25,-3.599999,20.999999,7,11.892169,cluster1
829,9,0,-2.25,-5.4,7.25,5,24.423077,cluster2
830,27,22.5,-2.25,-2.699999,20.75,3,5.374767,cluster3
831,41.399998,36.899998,-2.25,-3.600002,32.999999,3,4.290541,cluster3
832,41.399998,36.899998,-2.25,-2.699997,32.499999,3,7.055556,cluster3
833,18,9,-2.25,-3.599999,17.75,5,21.166667,cluster1
834,4.5,0,-2.25,-3.6,2.25,3,7.466821,cluster2
835,9,4.5,-2.25,-2.7,5.75,3,14.431818,cluster1
836,33.3,28.8,-2.25,-3.599998,26.249999,3,16.917026,cluster3
837,22.5,18,-2.25,-2.7,16.75,3,6.047619,cluster3
838,30.599998,26.099998,-2.25,-3.599998,23.249999,3,7.553688,cluster3
839,28.8,24.3,-2.25,-2.7,22.25,3,19.325524,cluster3
840,56.699997,43.199997,-2.25,-4.5,96.999997,7,4.229684,cluster0
841,25.199999,16.199999,-2.25,-3.6,28.249999,5,6.755319,cluster3
842,41.399998,36.899998,-2.25,-3.599998,32.249999,3,10.212275,cluster3
843,18,9,-2.25,-4.499999,18.249999,5,4.636456,cluster1
844,13.5,9,-2.25,-3.599999,9.75,3,8.246753,cluster1
845,36,31.5,-2.25,-2.7,28.25,3,10.583333,cluster3
846,54,49.5,-2.25,-2.699997,43.249999,3,4.126253,cluster3
847,27,22.5,-2.25,-2.7,20.5,3,4.054985,cluster3
848,56.699997,47.699997,-2.25,-3.600003,73.749998,5,17.162162,cluster3
849,56.699997,52.199997,-2.25,-2.699997,45.249998,3,4.907346,cluster3
850,58.5,49.5,-2.25,-3.6,76.25,5,9.704312,cluster3
851,42.3,37.8,-2.25,-3.599998,33.749999,3,4.127686,cluster3
852,59.399998,54.899998,-2.25,-2.700001,47.499998,3,33.504153,cluster3
853,26.099998,21.599998,-2.25,-2.699998,19.749999,3,31.75,cluster6
854,14.4,9.9,-2.25,-3.6,10.5,3,7.650602,cluster1
855,29.699999,16.199999,-2.25,-5.399999,47.499999,7,4.076811,cluster3
856,62.1,53.1,-2.25,-2.700002,79.249999,5,35.360878,cluster3
857,6.3,1.8,-2.25,-3.6,3.75,3,31.8331,cluster6
858,6.3,1.8,-2.25,-3.6,3.75,3,4.153613,cluster1
859,15.299999,6.3,-2.25,-5.399999,15.499999,5,11.545455,cluster1
860,8.099999,3.6,-2.25,-3.599999,4.5,3,4.836614,cluster1
861,16.199999,7.2,-2.25,-3.599999,17.249999,5,26.664833,cluster6
862,10.799999,6.3,-2.25,-2.7,7.25,3,14.564728,cluster1
863,8.099999,3.6,-2.249999,-3.599999,4.5,3,3.42985,cluster1
864,32.399998,23.4,-2.249999,-3.600001,38.999999,5,16.365151,cluster3
865,21.599998,17.1,-2.249999,-2.699998,15.999999,3,16.00791,cluster3
866,69.299995,60.3,-2.249999,-3.6,90.249999,5,11.751955,cluster3
867,13.379461,9,-2.189731,-3.727921,9.752051,3,3.802395,cluster1
868,65.7,50.4,-2.185714,-4.5,126.75,8,3.547486,cluster0
869,42.3,27,-2.185714,-2.7,77.749999,8,14.900352,cluster0
870,15.299999,0,-2.185714,-3.6,17.499999,8,4.373641,cluster2
871,15.299999,0,-2.185714,-7.199999,19.249999,8,4.319728,cluster2
872,27,5.4,-2.16,-3.6,53.749998,11,15.570905,cluster1
873,71.1,60.3,-2.16,-3.600005,108.249999,6,10.542746,cluster4
874,38.7,27.9,-2.16,-4.5,53.5,6,15.694305,cluster3
875,45,34.2,-2.16,-3.6,67.249999,6,5.2065,cluster3
876,11.7,0.9,-2.16,-7.2,12.25,6,13.593738,cluster1
877,16.199999,5.4,-2.16,-5.399999,20.999999,6,3.35626,cluster1
878,16.199999,5.4,-2.16,-5.4,18.749999,6,4.752218,cluster1
879,24.299999,13.5,-2.16,-4.5,32.499999,6,13.165684,cluster3
880,56.699997,45.899998,-2.16,-2.700002,85.999997,6,7.108674,cluster3
881,59.399998,48.6,-2.16,-3.599997,90.249997,6,13.229167,cluster3
882,20.124611,9.396276,-2.145667,-5.455542,24.061699,6,24.629577,cluster6
883,24.3,0.9,-2.127273,-4.499998,40.499999,12,3.779762,cluster1
884,27.9,21.599998,-2.100001,-3.6,27.749999,4,10.448435,cluster3
885,22.5,16.199999,-2.1,-4.499998,21.499999,4,15.251958,cluster3
886,40.5,21.599998,-2.1,-5.399999,86.999998,10,13.937258,cluster0
887,33.3,20.699999,-2.1,-3.600001,51.499998,7,7.743902,cluster3
888,11.7,5.4,-2.1,-3.6,10,4,7.950402,cluster1
889,57.599998,32.399998,-2.1,-3.600002,172.749995,13,6.01254,cluster0
890,18,11.7,-2.1,-2.700001,16.25,4,3.89836,cluster1
891,29.7,17.1,-2.1,-3.6,42.25,7,5.08,cluster3
892,65.7,53,-2.1,-5.5,101.694444,7,6.22549,cluster0
893,19.8,13.5,-2.1,-3.6,18.25,4,9.621212,cluster1
894,24.3,18,-2.1,-4.5,23.5,4,7.559524,cluster3
895,53.1,46.8,-2.1,-3.599997,55.749999,4,12.65748,cluster3
896,13.5,7.2,-2.1,-2.7,11.5,4,4.423451,cluster1
897,55.8,49.5,-2.1,-2.700002,57.999999,4,9.921875,cluster3
898,24.3,18,-2.1,-2.700001,24,4,8.144,cluster3
899,19.8,7.2,-2.1,-3.599999,27.75,7,4.669118,cluster1
900,24.3,18,-2.1,-2.699999,23.75,4,7.217931,cluster3
901,50.399998,25.199999,-2.1,-4.5,141.249998,13,6.497241,cluster0
902,6.3,0,-2.1,-2.7,3.75,4,12.114042,cluster2
903,6.3,0,-2.1,-2.7,3.5,4,18.225957,cluster2
904,56.699997,50.399998,-2.1,-2.700001,58.999998,4,7.677088,cluster3
905,42.299999,36,-2.1,-2.700001,43.75,4,5.514266,cluster3
906,32.399998,26.099998,-2.1,-2.699999,32.249999,4,5.336134,cluster3
907,51.299999,45,-2.1,-2.700001,53.5,4,4.910204,cluster3
908,35.099998,28.799999,-2.1,-2.700001,35.749999,4,5.005581,cluster3
909,29.699999,23.4,-2.1,-2.699999,29.249999,4,9.338235,cluster3
910,25.199999,18.9,-2.1,-2.699999,24.499999,4,23.518519,cluster3
911,21.599998,15.299999,-2.1,-4.5,20.499999,4,22.029462,cluster3
912,45.899998,39.6,-2.099999,-3.599998,46.749999,4,6.902174,cluster3
913,44.1,23.4,-2.07,-3.5,81.722222,11,5.498167,cluster0
914,22.5,8.099999,-2.057143,-5.4,33.249998,8,10.285865,cluster1
915,34.2,19.8,-2.057143,-3.600002,56.999998,8,9.754122,cluster3
916,14.4,0,-2.057143,-4.5,15.749999,8,2.679325,cluster2
917,32.399998,18,-2.057143,-5.399999,54.749998,8,5.474138,cluster3
918,46.8,10.799999,-2.034783,-4.5,179.999998,24,6.297959,cluster0
919,51.299999,43.199997,-2.025001,-4.5,67.249997,5,5.927221,cluster3
920,28.8,20.699999,-2.025,-3.600001,34.499999,5,3.628571,cluster3
921,28.8,20.699999,-2.025,-2.700001,34.999999,5,3.052885,cluster3
922,17.1,9,-2.025,-5.4,18.749999,5,9.277929,cluster1
923,41.4,33.3,-2.025,-3.6,51.5,5,5.776675,cluster3
924,22.5,14.4,-2.025,-5.399999,24.999999,5,3.981395,cluster3
925,16.199999,8.099999,-2.025,-2.700001,16.249999,5,6.414141,cluster1
926,18,9.9,-2.025,-2.700001,18.749999,5,5.802553,cluster1
927,41.399998,25.199999,-2.025,-4.499998,84.749998,9,7.603498,cluster0
928,12.599999,4.5,-2.025,-5.4,13.749999,5,5.542634,cluster1
929,8.099999,0,-2.025,-5.4,7.5,5,10.162465,cluster2
930,10.799999,2.7,-2.025,-4.5,10.749999,5,8.046006,cluster1
931,8.099999,0,-2.025,-4.499999,4,5,6.686092,cluster2
932,12.599999,4.5,-2.025,-5.4,13.749999,5,3.753986,cluster1
933,15.299999,7.2,-2.025,-5.399999,17.499999,5,5.369102,cluster1
934,25.199999,17.1,-2.025,-2.700001,28.5,5,13.510638,cluster3
935,66.599998,58.5,-2.025,-2.700001,86.749999,5,9.025944,cluster3
936,64.799995,56.699997,-2.024999,-2.700001,84.749996,5,9.335809,cluster3
937,26.099998,18,-2.024999,-4.5,31.749999,5,3.963896,cluster3
938,57.6,47.699997,-1.980001,-3.600003,86.999998,6,7.034457,cluster3
939,18.9,9,-1.98,-3.600001,21.249999,6,3.82477,cluster1
940,13.5,3.6,-1.98,-2.7,14.5,6,3.848485,cluster1
941,37.8,27.9,-1.98,-2.7,54,6,6.35,cluster3
942,29.699999,0,-1.98,-5.4,54.75,16,7.766024,cluster5
943,18.9,9,-1.98,-3.6,24.249999,6,12.211538,cluster1
944,9.9,0,-1.98,-4.5,7.5,6,21.979652,cluster2
945,20.699999,0.9,-1.98,-4.5,35.499999,11,13.312267,cluster1
946,59.399998,39.6,-1.98,-3.600002,150.999998,11,5.654649,cluster0
947,43.199997,33.3,-1.979999,-2.7,64.499999,6,5.327468,cluster3
948,37.8,26.099998,-1.95,-4.500002,59.499999,7,5.044037,cluster3
949,53.1,41.399998,-1.95,-3.6,90.499999,7,5.653275,cluster3
950,36.9,1.8,-1.95,-3.6,100.75,19,10.325035,cluster0
951,54,42.3,-1.95,-2.7,94.999999,7,6.562692,cluster0
952,11.7,0,-1.95,-4.5,11.5,7,12.344448,cluster2
953,15.299999,3.6,-1.95,-3.600001,19.999999,7,5.557238,cluster1
954,68.4,33.3,-1.942105,-4.5,297.999997,20,5.424577,cluster0
955,35.1,21.599998,-1.928572,-4.499998,58.999999,8,27.815196,cluster3
956,52.2,38.7,-1.928571,-2.7,101,8,6.017679,cluster0
957,54.899998,41.399998,-1.928571,-5.399997,110.249997,8,18.882971,cluster0
958,23.4,9.9,-1.928571,-3.600001,37.249999,8,9.610522,cluster1
959,20.699999,5.4,-1.9125,-4.5,32.249999,9,4.807949,cluster1
960,37.799999,18.9,-1.89,-3.6,87.749998,11,3.761481,cluster0
961,39.599998,20.699999,-1.89,-5.400002,92.499998,11,5.604839,cluster0
962,80.1,54,-1.864286,-3.6,281.249994,15,4.277013,cluster0
963,71.1,69.299995,-1.800005,-1.800005,38.999999,2,6.747493,cluster4
964,68.400002,66.599998,-1.800003,-1.800003,37.5,2,3.30645,cluster3
965,72,70.199997,-1.800003,-1.800003,39.499999,2,6.287129,cluster4
966,38.700001,36.899998,-1.800003,-1.800003,21,2,4.46241,cluster3
967,58.5,56.699997,-1.800003,-1.800003,31.999999,2,12.294638,cluster3
968,54,52.199997,-1.800003,-1.800003,29.499999,2,6.985274,cluster3
969,68.4,64.799995,-1.800002,-1.800005,55.499999,3,4.177496,cluster3
970,65.7,63.899998,-1.800002,-1.800002,35.999999,2,24.506177,cluster3
971,27.9,26.099998,-1.800002,-1.800002,14.999999,2,5.803821,cluster3
972,60.3,56.699997,-1.800002,-2.7,48.499999,3,7.431761,cluster3
973,55.8,52.199997,-1.800002,-2.700001,45.249999,3,10.128375,cluster3
974,46.8,43.199997,-1.800002,-1.800003,37.499999,3,2.885825,cluster3
975,63,59.399998,-1.800001,-1.800003,50.999999,3,6.105769,cluster3
976,40.5,36.899998,-1.800001,-1.800003,32.25,3,6.188869,cluster3
977,54,50.399998,-1.800001,-2.700001,43.749999,3,14.850542,cluster3
978,34.200001,30.599998,-1.800001,-2.700001,26.75,3,14.010848,cluster3
979,17.1,15.299999,-1.800001,-1.800001,9,2,7.9375,cluster1
980,31.5,29.699999,-1.800001,-1.800001,17,2,3.773916,cluster3
981,58.5,54.899998,-1.800001,-1.800003,47.249999,3,4.356827,cluster3
982,45,41.399998,-1.800001,-2.700002,36.249999,3,10.716243,cluster3
983,9.9,8.099999,-1.800001,-1.800001,5,2,6.238679,cluster1
984,14.4,12.599999,-1.800001,-1.800001,7.5,2,4.200211,cluster1
985,49.5,45.899998,-1.800001,-1.800003,39.749999,3,5.055391,cluster3
986,81.9,69.299995,-1.800001,-2.700005,168.249997,8,3.356296,cluster4
987,55.8,50.399998,-1.800001,-2.7,58.749999,4,4.960938,cluster3
988,37.8,32.399998,-1.800001,-2.7,38.499999,4,4.678331,cluster3
989,46.8,41.399998,-1.800001,-2.7,48.499999,4,7.505351,cluster3
990,36,30.599998,-1.800001,-2.700001,36.75,4,7.298851,cluster3
991,54,43.199997,-1.800001,-3.600002,93.999997,7,8.121075,cluster3
992,48.599998,43.199997,-1.800001,-1.800003,50.999999,4,5.908788,cluster3
993,24.3,20.699999,-1.8,-1.800001,18.75,3,19.92685,cluster3
994,25.199999,21.599998,-1.8,-2.700002,19.749999,3,6.817121,cluster3
995,11.7,8.099999,-1.8,-2.7,8.499999,3,5.091115,cluster1
996,28.8,25.199999,-1.8,-2.700002,22.249999,3,11.842359,cluster3
997,33.3,29.699999,-1.8,-2.700002,25.999999,3,9.204339,cluster3
998,13.5,8.099999,-1.8,-3.6,11.25,4,5.0831,cluster1
999,9,5.4,-1.8,-2.699999,6.25,3,6.684211,cluster1
1000,17.1,8.099999,-1.8,-4.5,21.749999,6,6.493629,cluster1
1001,4.5,2.7,-1.8,-1.8,2,2,13.042284,cluster1
1002,33.299999,26.099998,-1.8,-2.699999,41.249998,5,12.959184,cluster3
1003,9,5.4,-1.8,-1.8,6,3,5.017525,cluster1
1004,18.9,15.299999,-1.8,-2.700001,14.5,3,6.073666,cluster1
1005,23.4,19.799999,-1.8,-1.800001,17.999999,3,16.282051,cluster3
1006,14.4,12.599999,-1.8,-1.8,7.5,2,12.418038,cluster1
1007,27,23.4,-1.8,-1.800001,21,3,7.262056,cluster3
1008,22.5,15.299999,-1.8,-2.700001,27.249999,5,27.691796,cluster6
1009,7.2,5.4,-1.8,-1.8,3.5,2,3.700326,cluster1
1010,9.9,6.3,-1.8,-2.7,6.5,3,30.371005,cluster6
1011,13.5,6.3,-1.8,-2.7,14,5,4.884615,cluster1
1012,13.5,6.3,-1.8,-3.599999,13.5,5,5.587856,cluster1
1013,95.4,93.6,-1.8,-1.8,52.5,2,33.553963,cluster4
1014,68.4,66.6,-1.8,-1.8,37.5,2,6.180529,cluster3
1015,75.6,73.8,-1.8,-1.8,41.5,2,3.955051,cluster4
1016,26.1,22.5,-1.8,-1.8,20.25,3,8.713991,cluster3
1017,29.7,27.9,-1.8,-1.8,16,2,3.80343,cluster3
1018,24.3,18.9,-1.8,-1.8,24,4,3.919753,cluster3
1019,20.7,13.5,-1.8,-3.6,24.5,5,4.774436,cluster1
1020,33.3,31.5,-1.8,-1.8,18,2,3.650516,cluster3
1021,79.2,77.4,-1.8,-1.8,43.5,2,8.819444,cluster4
1022,24.3,22.5,-1.8,-1.8,13,2,6.4331,cluster3
1023,26.1,24.3,-1.8,-1.8,14,2,6.821083,cluster3
1024,30.6,28.8,-1.8,-1.8,16.5,2,4.604741,cluster3
1025,28.8,25.2,-1.8,-2.7,22.75,3,3.51057,cluster3
1026,22.5,20.7,-1.8,-1.8,12,2,4.004861,cluster3
1027,40.5,31.5,-1.8,-2.700001,60.249998,6,8.561763,cluster3
1028,24.299999,15.299999,-1.8,-2.700001,32.499999,6,4.734359,cluster3
1029,56.699997,47.699997,-1.8,-2.700001,87.999997,6,6.123476,cluster3
1030,25.199999,8.9,-1.8,-11.799999,20.972222,6,5.245702,cluster1
1031,18,4.4,-1.8,-2.700001,4.916666,3,22.885071,cluster1
1032,57.6,55.8,-1.8,-1.8,31.5,2,4.786804,cluster3
1033,37.8,34.2,-1.8,-2.699998,30.249999,3,9.902141,cluster3
1034,19.8,8,-1.8,-1.8,4.944444,2,33.421053,cluster6
1035,28.8,19.8,-1.8,-3.599998,40.749999,6,3.931585,cluster3
1036,44.1,33.3,-1.8,-2.700002,75.999998,7,11.981132,cluster3
1037,3.6,0,-1.8,-2.7,1.25,3,3.58416,cluster2
1038,31.5,27.9,-1.8,-1.800001,24.75,3,35.277778,cluster3
1039,63,55.8,-1.8,-2.7,83.25,5,8.07041,cluster3
1040,28.8,27,-1.8,-1.8,15.5,2,4.384132,cluster3
1041,23.4,19.8,-1.8,-2.700001,17.75,3,6.248149,cluster3
1042,90,88.2,-1.8,-1.8,49.5,2,6.911057,cluster4
1043,72,70.2,-1.8,-1.8,39.5,2,4.821906,cluster4
1044,39.6,36,-1.8,-2.7,31.75,3,3.871951,cluster3
1045,62.1,60.3,-1.8,-1.8,34,2,7.299009,cluster3
1046,12.599999,10.799999,-1.8,-1.8,6.499999,2,4.647059,cluster1
1047,16.199999,12.599999,-1.8,-2.699999,11.749999,3,30.238095,cluster6
1048,57.6,45,-1.8,-4.5,110.999999,8,13.717138,cluster0
1049,67.5,65.7,-1.8,-1.8,37,2,13.804348,cluster3
1050,4.5,0.9,-1.8,-2.7,2,3,12.53408,cluster1
1051,85.5,83.7,-1.8,-1.8,47,2,5.039683,cluster4
1052,18,7.2,-1.8,-3.599999,21.999999,7,14.244021,cluster1
1053,52.199997,43.199997,-1.8,-4.5,79.249998,6,26.458333,cluster3
1054,39.6,36,-1.8,-2.700002,31.249999,3,26.541433,cluster3
1055,74.7,71.1,-1.8,-2.699995,60.999999,3,3.492698,cluster4
1056,53.1,49.5,-1.8,-2.700002,42.499999,3,10.409836,cluster3
1057,20.699999,15.299999,-1.8,-2.699999,19.499999,4,7.839506,cluster1
1058,46.8,27,-1.8,-4.500001,126.249998,12,23.725019,cluster0
1059,18,9.9,-1.8,-4.5,43.499999,3,9.827712,cluster1
1060,76.5,71.1,-1.8,-1.8,82,4,4.930428,cluster4
1061,55.8,45,-1.8,-3.600003,95.249998,7,6.08613,cluster3
1062,79.2,75.6,-1.8,-2.699995,64.749999,3,5.570175,cluster4
1063,36,34.2,-1.8,-1.8,19.5,2,9.150162,cluster3
1064,53.1,44.1,-1.8,-2.7,80.499999,6,4.179874,cluster3
1065,7.2,0,-1.8,-4.5,6.5,5,4.945306,cluster2
1066,41.399998,32.399998,-1.8,-2.700002,60.749998,6,12.58389,cluster3
1067,9,3.6,-1.8,-3.6,7.75,4,7.516631,cluster1
1068,7.2,0,-1.8,-2.7,4,5,14.317611,cluster2
1069,37.8,34.2,-1.8,-1.8,30,3,3.479696,cluster3
1070,23.4,18,-1.8,-2.7,23.25,4,8.379663,cluster3
1071,54,48.6,-1.8,-1.800003,56.999999,4,18.759571,cluster3
1072,38.7,33.3,-1.8,-3.6,39.25,4,4.251086,cluster3
1073,51.3,49.5,-1.8,-1.8,28,2,4.432415,cluster3
1074,3.6,1.8,-1.8,-1.8,1.5,2,3.986262,cluster1
1075,7.2,0,-1.8,-4.5,6.5,5,19.97666,cluster2
1076,7.2,3.6,-1.8,-2.7,4.25,3,11.273261,cluster1
1077,44.099998,24.299999,-1.8,-3.600002,117.249996,12,4.233427,cluster0
1078,12.599999,3.6,-1.8,-3.6,14.249999,6,4.070513,cluster1
1079,45.899998,29.699999,-1.8,-4.5,107.749996,10,4.58581,cluster0
1080,12.599999,7.2,-1.8,-2.7,11.5,4,7.857102,cluster1
1081,42.299999,31.5,-1.8,-3.599998,71.499998,7,3.67052,cluster3
1082,52.199997,41.399998,-1.8,-3.599998,91.249997,7,5.1631,cluster3
1083,47.699997,36.899998,-1.8,-2.700001,82.749997,7,6.165049,cluster3
1084,19.799999,14.4,-1.8,-1.800001,18.999999,4,6.43199,cluster1
1085,5.4,0,-1.8,-2.7,3.5,4,8.581081,cluster2
1086,35.099998,18.9,-1.8,-4.5,76.999998,10,16.414961,cluster0
1087,5.4,0,-1.8,-3.6,3.75,4,8.787581,cluster2
1088,5.4,0,-1.8,-1.8,1.5,4,10.004975,cluster2
1089,12.599999,5.4,-1.8,-2.7,12.75,5,4.497041,cluster1
1090,21.599998,0,-1.8,-3.6,39.749998,13,6.3584,cluster5
1091,2.7,0.9,-1.8,-1.8,1,2,5.253878,cluster1
1092,5.4,1.8,-1.8,-2.7,3.25,3,21.896552,cluster1
1093,10.799999,5.4,-1.8,-3.6,9,4,33.627553,cluster6
1094,10.799999,7.2,-1.8,-2.7,7.25,3,14.514918,cluster1
1095,15.299999,11.7,-1.8,-2.7,11.5,3,5.853631,cluster1
1096,8.099999,4.5,-1.8,-2.7,5.5,3,3.406106,cluster1
1097,6.3,4.5,-1.8,-1.8,3,2,17.845389,cluster1
1098,25.199999,19.8,-1.8,-2.699999,24.749999,4,18.809381,cluster3
1099,21.599998,16.199999,-1.8,-2.699998,20.499999,4,6.614583,cluster3
1100,5.4,3.6,-1.8,-1.8,2.5,2,3.680396,cluster1
